,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1260,1329,1415,1162,1181,1417,1453,1278,903.47,1560
1,Revenue Growth (YoY),-10.97%,14.33%,19.79%,-17.98%,-18.71%,10.87%,60.82%,-18.08%,-44.43%,-3.40%
2,Cost of Revenue,561.85,633.52,671.95,544.32,509.55,615.81,595.77,560.8,410.54,667.33
3,Gross Profit,697.66,695.35,742.81,617.96,671.53,801.19,857.21,717.23,492.93,892.77
4,"Selling, General & Admin",624.85,665.72,634.22,600.83,640.09,774.08,620.45,602.07,542.82,704.51
5,Operating Expenses,624.85,665.72,634.22,600.83,640.09,774.08,620.45,602.07,542.82,704.51
6,Operating Income,72.81,29.63,108.6,17.12,31.44,27.1,236.76,115.16,-49.89,188.26
7,Interest Expense,-5.97,-9.42,-14.22,-27.12,-31.28,-27.93,-32.14,-22.45,-17.1,-17.54
8,Interest & Investment Income,27.77,30.97,41.49,49.37,18.46,58.34,48.55,42.29,30.74,40.89
9,Earnings From Equity Investments,-33.67,1.32,-0.24,-15.9,23.86,6.3,21.27,32.79,-6.14,15.17
10,Currency Exchange Gain (Loss),-8.52,0.03,2.14,-81.37,-27.7,7.25,7.14,61.44,-11.06,-11.81
11,Other Non Operating Income (Expenses),17.99,4.37,14.85,28.66,28.45,73.09,-19.02,31.53,0.97,34.91
12,EBT Excluding Unusual Items,70.42,56.91,152.62,-29.24,43.22,144.15,262.56,260.76,-52.47,249.88
13,Gain (Loss) on Sale of Investments,-14.49,7.6,-10.99,13.86,-18.84,-9.17,7.57,6.68,-0.02,1.65
14,Gain (Loss) on Sale of Assets,0.84,-3.96,0.57,-5.05,6.72,31.63,48.5,-14.13,0.96,-0.89
15,Asset Writedown,-,-13.78,-,-20.31,-,-24.28,-,-1.72,-,-
16,Other Unusual Items,-,19.99,5.19,50.88,13.5,-9.98,-,-,-,-
17,Pretax Income,56.77,66.75,147.4,10.13,44.6,132.35,318.64,251.59,-51.53,250.64
18,Income Tax Expense,23.86,52.92,45.65,3.23,26.22,19.48,89.08,58.17,-9.34,67.24
19,Net Income,32.91,13.83,101.74,6.91,18.38,112.87,229.56,193.42,-42.19,183.39
20,Net Income to Common,32.91,13.83,101.74,6.91,18.38,112.87,229.56,193.42,-42.19,183.39
21,Net Income Growth,-67.65%,100.32%,453.64%,-93.88%,-91.99%,-41.64%,-,5.46%,-,-12.08%
22,Shares Outstanding (Basic),2249,2317,2315,2302,2321,2308,2318,2318,2318,2318
23,Shares Outstanding (Diluted),2249,2317,2357,2316,2321,2314,2322,2318,2322,2318
24,Shares Change (YoY),-4.57%,0.08%,1.54%,0.06%,-0.04%,-0.16%,0.00%,-,0.17%,-1.09%
25,EPS (Basic),0.01,0.01,0.04,0.00,0.01,0.05,0.10,0.08,-0.02,0.08
26,EPS (Diluted),0.01,0.01,0.04,-0.00,0.01,0.05,0.10,0.08,-0.02,0.08
27,EPS Growth,-76.94%,-,447.74%,-,-92.01%,-41.40%,-,5.46%,-,-11.11%
28,Free Cash Flow,146.43,173.3,97.94,96.79,212.86,70.03,282.58,399.53,-0.75,93.95
29,Free Cash Flow Per Share,0.07,0.07,0.04,0.04,0.09,0.03,0.12,0.17,-0.00,0.04
30,Dividend Per Share,-,0.045,0.111,-,-,-,-,-,-,-
31,Operating Margin,5.78%,2.23%,7.68%,1.47%,2.66%,1.91%,16.29%,9.01%,-5.52%,12.07%
32,Profit Margin,2.61%,1.04%,7.19%,0.59%,1.56%,7.97%,15.80%,15.13%,-4.67%,11.76%
33,Free Cash Flow Margin,11.63%,13.04%,6.92%,8.33%,18.02%,4.94%,19.45%,31.26%,-0.08%,6.02%
34,EBITDA,134.43,79.27,176.35,77.76,100.5,86.38,302.28,169.86,15.5,254.48
35,D&A For EBITDA,61.63,49.64,67.76,60.63,69.07,59.28,65.52,54.7,65.39,66.22
36,EBIT,72.81,29.63,108.6,17.12,31.44,27.1,236.76,115.16,-49.89,188.26
37,Advertising Expenses,17.55,-,20.4,-,18.52,-,20.53,-,14.84,-
