,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,4041,3825,5171,7098,12973,12466,13628,21578,19098,15320,12887
1,Market Cap Growth,-46.12%,-46.12%,-60.14%,-43.05%,-4.81%,-42.23%,-28.64%,40.85%,48.20%,57.01%,56.28%
2,Enterprise Value,2917,2385,3522,5605,11465,10548,11537,19966,17943,13818,10881
3,Last Close Price,1.89,1.73,2.17,2.86,5.24,5.03,5.33,8.43,7.41,5.94,4.88
4,PE Ratio,110.99,76.14,40.61,60.46,453.89,81.08,32.42,42.42,106.34,-,28.27
5,Forward PE,27.50,15.13,14.54,25.57,47.62,44.71,17.69,31.44,36.73,45.40,25.63
6,PS Ratio,1.55,1.38,1.71,2.55,4.90,4.10,3.87,6.57,7.37,5.67,3.62
7,PB Ratio,1.08,0.96,1.19,1.55,2.81,2.64,2.64,4.29,3.92,3.50,2.72
8,P/TBV Ratio,0.97,0.97,1.20,1.56,2.82,2.66,2.65,4.32,3.95,3.53,2.74
9,P/FCF Ratio,11.76,11.13,17.30,33.74,37.06,37.62,31.49,26.30,40.33,-,33.56
10,P/OCF Ratio,8.94,8.94,12.99,21.73,24.54,19.73,20.57,22.51,30.07,40.23,15.23
11,EV/Sales Ratio,1.05,0.86,1.17,2.01,4.33,3.47,3.27,6.08,6.93,5.11,3.05
12,EV/EBITDA Ratio,6.60,10.39,12.51,20.41,56.89,48.18,24.18,35.16,81.51,46.65,17.24
13,EV/EBIT Ratio,38.72,21.67,23.13,41.26,208.85,153.83,35.62,47.17,231.47,-,21.89
14,EV/FCF Ratio,8.49,6.94,11.79,26.64,32.75,31.83,26.66,24.34,37.89,-,28.34
15,Debt / Equity Ratio,0.11,0.11,0.07,0.16,0.23,0.46,0.39,0.42,0.50,0.21,0.15
16,Debt / FCF Ratio,1.26,1.26,1.04,3.41,3.07,6.62,4.70,2.58,5.18,-,1.91
17,Return on Capital Employed (ROCE),2.63%,2.63%,3.28%,2.69%,1.01%,1.06%,4.57%,6.11%,1.15%,-,9.37%
18,Earnings Yield,1.24%,1.31%,2.46%,1.65%,0.22%,1.23%,3.08%,2.36%,0.94%,1.01%,3.54%
19,FCF Yield,8.50%,8.98%,5.78%,2.96%,2.70%,2.66%,3.18%,3.80%,2.48%,0.67%,2.98%
20,Dividend Yield,2.66%,-,7.93%,4.19%,-,-,-,-,-,-,-
21,Buyback Yield / Dilution,2.27%,4.57%,-0.08%,-1.54%,-0.06%,0.04%,0.16%,-0.00%,-,-0.17%,1.09%
22,Total Shareholder Return,4.93%,4.57%,7.85%,2.65%,-0.06%,0.04%,0.16%,-0.00%,-,-0.17%,1.09%
