,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1347,1074,1167,1246,1143,2102,2416,1584,1196,1238
1,Short-Term Investments,-,-,-,-,-,-,-,60.73,403.37,438.72
2,Trading Asset Securities,103.26,514.75,1022,1025,2017,1117,1084,1779,311.52,322.14
3,Cash & Short-Term Investments,1451,1589,2189,2271,3160,3220,3500,3424,1911,1999
4,Cash Growth,-33.72%,-30.01%,-30.74%,-29.47%,-9.71%,-5.96%,83.20%,71.32%,-11.27%,-13.05%
5,Accounts Receivable,69.9,61.26,66.24,56.04,77,73.57,71.09,66.25,35.28,35.41
6,Other Receivables,35.57,29.94,17.89,22.5,23.63,33.9,64.33,23.15,51.99,8.17
7,Receivables,105.47,91.2,84.13,78.54,100.63,107.47,135.42,89.4,87.28,43.57
8,Inventory,270.98,315.32,312.58,280.73,209.63,321.94,291.54,255.19,386.36,360.39
9,Prepaid Expenses,26.07,24.73,36.08,27.31,18.18,23.33,24.56,23.67,24.02,23.49
10,Restricted Cash,-,4,-,100,100,-,64,384.07,336.1,210.02
11,Other Current Assets,93.4,106.34,90.89,86.25,85.76,115.63,121.15,148.06,82.14,126.23
12,Total Current Assets,1947,2131,2712,2844,3674,3788,4137,4324,2826,2762
13,"Property, Plant & Equipment",1739,1776,1816,1885,1954,1919,2002,1976,2078,2253
14,Long-Term Investments,765.54,754,757.47,755.75,702.13,689.27,435.86,397.07,244.28,250.42
15,Other Intangible Assets,12.52,13.27,15.58,19.03,24.41,25.28,26.17,30.72,31.88,35.45
16,Long-Term Deferred Tax Assets,112.84,103.71,97.26,105.11,86.45,84.15,76.41,80.88,93.75,70.45
17,Other Long-Term Assets,119,115.02,107.19,123.24,132.83,132.11,108.99,105.78,108.67,107.3
18,Total Assets,4696,4893,5505,5732,6574,6638,6786,6915,5383,5479
19,Accounts Payable,91.97,96.4,68.18,107.44,74.88,77.93,95.37,86.39,65.75,121.99
20,Accrued Expenses,-,185.69,-,179.53,-,-,-,188.69,-,162.09
21,Short-Term Debt,150,-,140,160,310,50,110,400.77,339.36,-
22,Current Portion of Leases,173.68,168.18,207.98,199.54,199.95,189.55,203.09,224.41,310.28,219.49
23,Current Income Taxes Payable,40.25,41.21,34.98,33.02,14.15,46.35,66.12,38,23.14,64.23
24,Current Unearned Revenue,2.28,48.81,2.28,50.53,2.43,2.37,2.37,26.07,2.1,2.14
25,Other Current Liabilities,346.89,143.88,377.07,184.5,424.77,500.71,547.97,297.15,380.34,168.93
26,Total Current Liabilities,805.06,684.18,830.49,914.57,1026,866.91,1025,1261,1121,738.87
27,Long-Term Debt,-,-,230.58,439.68,1175,1233,1240,1240,-,-
28,Long-Term Leases,79.96,114.64,84.62,150.7,187.5,184.65,208.45,201.31,208.07,436.55
29,Long-Term Unearned Revenue,57.28,66.86,48.33,82.32,87.71,51.3,83.58,70.54,46.23,47.92
30,Long-Term Deferred Tax Liabilities,54.51,92.17,57,56.13,67.34,55.41,51.19,40.56,17.26,17.17
31,Other Long-Term Liabilities,-,-,25.57,-,-,36.11,-,-,-,-
32,Total Liabilities,996.81,957.85,1277,1643,2543,2428,2608,2814,1393,1241
33,Common Stock,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
34,Additional Paid-In Capital,760.64,952.21,1210,1204,1204,1435,1435,1589,1589,1822
35,Retained Earnings,3310,3277,3263,3162,3155,3136,3024,2794,2601,2643
36,Treasury Stock,-406.29,-350.18,-298.86,-324.46,-324.46,-341.45,-261.33,-263.53,-263.53,-263.53
37,Comprehensive Income & Other,34.41,56.1,53.92,47.37,-3.25,-19.56,-18.72,-18.92,63.72,36.94
38,Shareholders' Equity,3699,3935,4229,4088,4031,4210,4178,4101,3990,4238
39,Total Liabilities & Equity,4696,4893,5505,5732,6574,6638,6786,6915,5383,5479
40,Total Debt,403.64,282.82,663.18,949.93,1872,1658,1761,2067,857.72,656.03
41,Net Cash (Debt),1047,1306,1525,1321,1288,1562,1739,1357,1053,1343
42,Net Cash Growth,-31.36%,-1.09%,18.44%,-15.45%,-25.93%,15.10%,65.14%,1.09%,-40.30%,-41.59%
43,Net Cash Per Share,0.47,0.56,0.65,0.57,0.55,0.68,0.75,0.59,0.45,0.58
44,Filing Date Shares Outstanding,2276,2292,2319,2312,2308,2308,2318,2318,2318,2318
45,Total Common Shares Outstanding,2276,2292,2319,2312,2308,2308,2318,2318,2318,2318
46,Working Capital,1141,1447,1882,1929,2648,2921,3112,3063,1705,2023
47,Book Value Per Share,1.63,1.72,1.82,1.77,1.75,1.82,1.80,1.77,1.72,1.83
48,Tangible Book Value,3686,3922,4213,4069,4006,4185,4152,4070,3958,4203
49,Tangible Book Value Per Share,1.62,1.71,1.82,1.76,1.74,1.81,1.79,1.76,1.71,1.81
50,Buildings,-,1178,-,970.25,-,952,-,802.52,-,791.01
51,Machinery,-,579.57,-,589.25,-,581.47,-,526.66,-,541.09
52,Construction In Progress,-,144.49,-,317.52,-,242.68,-,364.39,-,285.36
53,Leasehold Improvements,-,111.54,-,170.4,-,147.66,-,122.45,-,107.15
