,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,259,250,344,416,465,599,706,581,644,277,340,Upgrade
1,Market Cap Growth,-39.78%,-39.78%,-25.96%,-30.60%,-34.18%,3.08%,9.72%,109.68%,89.47%,-40.38%,8.57%,Upgrade
2,Enterprise Value,249,171,169,273,349,495,606,512,596,301,417,Upgrade
3,Last Close Price,0.29,0.28,0.39,0.47,0.50,0.64,0.71,0.58,0.61,0.26,0.30,Upgrade
4,PE Ratio,-,-,-,-,6.21,6.10,5.38,4.67,5.19,2.21,3.83,Upgrade
5,Forward PE,-,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,Upgrade
6,PS Ratio,0.19,0.18,0.27,0.31,0.31,0.35,0.41,0.37,0.44,0.19,0.22,Upgrade
7,PB Ratio,0.22,0.21,0.27,0.34,0.36,0.48,0.55,0.48,0.55,0.27,0.34,Upgrade
8,P/TBV Ratio,0.22,0.22,0.28,0.34,0.36,0.48,0.55,0.49,0.55,0.27,0.34,Upgrade
9,P/FCF Ratio,-,-,-,4.08,6.15,7.85,8.90,5.76,4.81,1.89,2.94,Upgrade
10,P/OCF Ratio,-,-,3.17,2.55,2.82,3.21,4.10,3.25,3.14,1.35,2.13,Upgrade
11,EV/Sales Ratio,0.18,0.13,0.13,0.20,0.23,0.29,0.35,0.33,0.41,0.21,0.27,Upgrade
12,EV/EBITDA Ratio,4.85,-,3.33,2.36,2.08,2.49,2.59,2.23,2.55,1.29,2.10,Upgrade
13,EV/EBIT Ratio,-,-,-7.95,-,4.25,4.30,3.89,3.35,3.78,1.87,3.47,Upgrade
14,EV/FCF Ratio,-1.91,-,-,2.68,4.62,6.48,7.64,5.08,4.45,2.06,3.61,Upgrade
15,Debt / Equity Ratio,0.20,0.20,0.08,0.06,0.07,0.09,0.13,0.11,0.15,0.22,0.27,Upgrade
16,Debt / FCF Ratio,-,-,-,0.74,1.26,1.52,2.04,1.28,1.29,1.58,2.34,Upgrade
17,Return on Capital Employed (ROCE),-,-,-1.61%,-,6.14%,8.83%,11.62%,12.07%,12.48%,13.90%,10.96%,Upgrade
18,Earnings Yield,-21.93%,-22.71%,-8.26%,8.33%,16.10%,16.38%,18.57%,21.43%,19.27%,45.21%,26.12%,Upgrade
19,FCF Yield,-50.23%,-52.02%,6.11%,24.53%,16.25%,12.74%,11.24%,17.36%,20.79%,52.78%,34.05%,Upgrade
20,Dividend Yield,0.00%,-,-,-,4.62%,5.17%,5.60%,6.92%,6.54%,3.88%,-,Upgrade
21,Buyback Yield / Dilution,0.00%,-,-,-0.00%,-,-,-0.00%,0.00%,-,-,-,Upgrade
22,Total Shareholder Return,0.00%,-,-,-0.00%,4.62%,5.17%,5.60%,6.92%,6.54%,3.88%,-,Upgrade
