,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,251.15,194.46,259.69,244.15,241.47,280.68,242.89,256.69,293.58,262.25,Upgrade
1,Cash & Short-Term Investments,251.15,194.46,259.69,244.15,241.47,280.68,242.89,256.69,293.58,262.25,Upgrade
2,Cash Growth,-3.29%,-20.35%,7.55%,-13.01%,-0.59%,9.35%,-17.27%,-2.12%,44.07%,4.65%,Upgrade
3,Accounts Receivable,384.21,430.54,333.91,416.85,387.04,467.21,389.59,406.87,322.53,358.26,Upgrade
4,Other Receivables,10.21,8.41,7.55,6.96,1.94,1.69,2.29,7.09,4.51,3.28,Upgrade
5,Receivables,394.42,438.96,341.46,423.82,388.98,468.9,391.88,413.97,327.03,361.53,Upgrade
6,Inventory,213.97,159.82,166.06,192.53,231.78,209.36,220.76,180.67,172.89,215.96,Upgrade
7,Prepaid Expenses,58.54,42.02,50.52,43.76,52.79,49.54,65.9,47.64,46.4,47.41,Upgrade
8,Restricted Cash,1.84,1.86,1.84,1.86,1.96,2.03,1.98,1.98,1.8,1.84,Upgrade
9,Other Current Assets,0.05,0.05,0.06,0.05,0.06,0.05,0.09,0.09,0.11,0.11,Upgrade
10,Total Current Assets,919.97,837.18,819.62,906.17,917.03,1011,923.5,901.02,841.81,889.09,Upgrade
11,"Property, Plant & Equipment",773.45,772.21,735.4,763.34,778.45,792.46,755.56,768.03,702.63,728.58,Upgrade
12,Long-Term Investments,56.6,59.12,19.87,9.85,8.18,8.95,8.55,8.69,8.27,8.95,Upgrade
13,Goodwill,2.65,2.65,2.65,2.65,2.65,2.65,-,-,-,-,Upgrade
14,Other Intangible Assets,30.68,31.25,3.88,4.1,4.32,4.55,0.72,0.72,0.72,0.72,Upgrade
15,Long-Term Deferred Tax Assets,4.21,4.26,4.3,4.36,0.1,0.1,0.12,0.12,0.15,0.15,Upgrade
16,Other Long-Term Assets,9.43,13.83,32.97,20.19,19.57,13.41,16.68,18.46,6.99,7.89,Upgrade
17,Total Assets,1797,1720,1619,1711,1730,1833,1705,1697,1561,1635,Upgrade
18,Accounts Payable,214.54,214.51,161.74,184.98,201.66,210.06,211.61,189.32,154.29,210.32,Upgrade
19,Accrued Expenses,-,69.01,-,68.07,-,87.44,-,77.94,-,64.41,Upgrade
20,Short-Term Debt,20,-,3.33,8.33,15.41,96.86,-,65.96,-,-,Upgrade
21,Current Portion of Long-Term Debt,180,63.33,52.01,61.44,71.44,39.49,83.41,42.34,132.14,201.53,Upgrade
22,Current Portion of Leases,11.9,14.4,10.94,11.81,13.87,8.89,8.37,9.03,4.91,5.68,Upgrade
23,Current Income Taxes Payable,0.49,0.95,2.81,4.48,24.46,22.94,23.01,13.37,26.06,35.81,Upgrade
24,Current Unearned Revenue,17.45,8.02,13.44,8.61,9.87,7.85,17.68,14.03,8.22,1.01,Upgrade
25,Other Current Liabilities,101.48,28.65,94.32,25.04,91.71,16.6,93.02,21.4,79.46,18.41,Upgrade
26,Total Current Liabilities,545.85,398.87,338.59,372.74,428.41,490.13,437.11,433.39,405.07,537.16,Upgrade
27,Long-Term Debt,1.19,1.19,0.97,0.97,0.8,11.3,31.5,46.5,90.03,57.51,Upgrade
28,Long-Term Leases,20.99,26.04,7.76,12.66,14.28,5.58,5.94,9.05,3.78,5.91,Upgrade
29,Long-Term Deferred Tax Liabilities,38.6,39.8,33.54,34.01,30.53,31.28,28.8,28.8,34.92,26.85,Upgrade
30,Total Liabilities,606.62,465.89,380.86,420.38,474.02,538.29,503.35,517.74,533.79,627.43,Upgrade
31,Common Stock,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,Upgrade
32,Additional Paid-In Capital,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,Upgrade
33,Retained Earnings,743.1,793.2,799.66,845.16,791.5,799.81,729.14,704.42,642.11,608.96,Upgrade
34,Comprehensive Income & Other,146.54,157.11,134.89,144.28,160.73,186.24,164.57,165.54,75.8,89.6,Upgrade
