,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,474.06,386.9,440.09,533.44,800.65,827.32,1052,262.43,218.21,201.72,227.58,295.8,173.38,695.37,-,337.76,337.76,-,-
1,Short-Term Investments,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,229.39,382.89,61.09,0.09,75,100,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,703.46,789.79,501.18,533.53,875.65,927.32,1052,262.43,218.21,201.72,227.58,295.8,173.38,695.37,337.76,337.76,337.76,-,245.48
4,Cash Growth,-19.66%,-14.83%,-52.38%,103.30%,301.29%,359.71%,362.43%,-11.28%,25.85%,-70.99%,-32.62%,-12.42%,-48.67%,-,37.59%,-,-,-,-
5,Accounts Receivable,1844,1854,1570,1591,1677,1506,1359,1311,1164,1116,914.36,971.72,794.4,778.99,-,818.87,818.87,-,-
6,Other Receivables,49.83,0.14,46.27,33.96,31.73,28.89,27.62,23.56,27.86,28.11,26.4,23.04,26.85,26.82,-,25.53,25.53,-,-
7,Receivables,1894,1854,1617,1625,1709,1535,1386,1334,1192,1144,940.76,994.76,821.25,805.81,-,844.4,844.4,-,-
8,Inventory,879.81,801.48,727.41,695.73,696.48,651.54,658.57,585.86,610.28,508.72,667.57,628.24,682.5,544.93,-,439.2,439.2,-,-
9,Other Current Assets,61.18,106.58,392.13,392.01,49.25,61.67,56.56,50.17,75.04,56.96,75.98,77.51,74.35,59.72,-,35.04,35.04,-,-
10,Total Current Assets,3538,3552,3237,3246,3330,3175,3154,2233,2095,1912,1912,1996,1751,2106,-,1656,1656,-,-
11,"Property, Plant & Equipment",1433,1375,1318,1304,1187,1188,1182,1180,1141,1117,1078,1031,868.64,801.88,-,717.77,717.77,-,-
12,Long-Term Investments,0.25,0.25,0.25,0.25,0.38,0.38,0.38,0.38,0.41,0.54,0.54,0.54,0.49,0.5,-,0.47,0.47,-,-
13,Other Intangible Assets,161.1,162.7,164.32,158.95,160.44,156.68,158.32,159.87,149.51,150.62,151.47,151.47,151.02,151.21,-,153.22,153.22,-,-
14,Long-Term Deferred Tax Assets,30.96,30.05,32.78,37.6,34.47,35.95,31.76,30.56,23.83,21.6,21.36,21.43,16.51,17.94,-,18.34,18.34,-,-
15,Long-Term Deferred Charges,2.11,2,2.15,2.3,2.83,1.67,1.72,1.7,1.82,1.94,0.17,0.21,0.32,0.34,-,0.46,0.46,-,-
16,Other Long-Term Assets,46.11,12.05,11.91,17.59,78.96,19.72,20.38,14.18,22.42,19.3,26.5,33.28,53.26,35.31,-,7.68,7.68,-,-
17,Total Assets,5211,5134,4766,4767,4794,4578,4548,3619,3434,3223,3190,3235,2842,3113,-,2554,2554,-,-
18,Accounts Payable,1062,1011,794.66,853.58,885.6,786.39,730.29,746.67,616.15,576.98,595.22,616.87,473.23,467.87,-,521.95,521.95,-,-
19,Accrued Expenses,29.05,72.17,28.34,86.74,-,40.25,4.68,55.9,21.87,49.15,22.92,63.8,20.39,37.67,-,48.81,48.81,-,-
20,Short-Term Debt,295.71,277.65,172.11,248.42,260.76,277.23,322.89,276.08,379.28,339.76,282.46,282.49,139.32,363.95,-,345.49,345.49,-,-
21,Current Portion of Long-Term Debt,-,67.5,66.61,52,-,-,-,0.44,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,193.86,7.46,-,8.09,5.25,5,5.45,5.89,1.34,0.83,2.02,2.79,2.98,3.02,-,-,-,-,-
23,Current Income Taxes Payable,22.59,-3.98,16.47,0.77,17.39,7.71,19.59,0.51,14.58,6.31,9.44,5.55,1.62,6.3,-,9.45,9.45,-,-
24,Current Unearned Revenue,346.92,332.22,305.03,287.39,259.95,274.31,306.19,255.65,261.55,221.68,298.47,320.9,321.7,264.44,-,256.42,256.42,-,-
25,Other Current Liabilities,47.72,57.48,62.6,43.5,42.55,22.17,37.27,21.88,35.22,60.17,34.02,22.77,42.72,22.31,-,19.79,19.79,-,-
26,Total Current Liabilities,1998,1822,1446,1580,1471,1413,1426,1363,1330,1255,1245,1315,1002,1166,-,1202,1202,-,-
27,Long-Term Debt,422.47,556.23,579.62,488.22,554.32,485.14,459.09,440.62,340.97,267.7,266.4,275.35,274.99,358.95,-,283.72,283.72,-,-
28,Long-Term Leases,4.5,5.36,6.72,8.17,7.64,9.05,10.81,11.68,1.45,0.09,1.04,1.13,1.04,1.56,-,-,-,-,-
29,Long-Term Unearned Revenue,203.44,207.22,210.99,214.78,217.86,213.26,205.7,205.42,209.33,194.92,198.09,199.19,179.74,171.31,-,177.13,177.13,-,-
30,Long-Term Deferred Tax Liabilities,3.26,3.67,4.13,4.35,1.59,2.8,2.93,2.93,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,2631,2594,2247,2296,2253,2123,2105,2024,1882,1718,1710,1791,1458,1697,-,1663,1663,-,-
32,Common Stock,266.05,266.05,266.05,266.05,265.94,264.58,264.58,240.01,240.01,240.01,240.01,240.01,240.01,240.01,-,180,180,-,-
33,Additional Paid-In Capital,1530,1522,1512,1513,1537,1518,1505,726.5,713.85,703.22,703.22,703.22,703.22,718.87,-,320.29,320.29,-,-
34,Retained Earnings,771.94,736.83,722.94,671.64,715.74,653.67,661.03,619.66,590.05,556.34,533.26,496.6,437.41,453.85,-,389.68,389.68,-,-
35,Comprehensive Income & Other,0.11,0.1,0.12,0.19,0.19,0.19,0.19,0.19,0.13,0.15,0.28,0.25,0.53,0.54,-,0.21,0.21,-,-
