,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,450.01,470.1,673.08,657.11,699.21,726.83,1020,469.69,355.35,398.19,363.29,521.71,417.31,443.43,915.95,378.07,200.12,176.95,174.77,217.43,Upgrade
1,Trading Asset Securities,64.15,119.39,3.16,5,5.46,23,6,8.07,18.34,12.45,6,-,46.33,58.21,-,-,0.04,44.83,61.5,61.32,Upgrade
2,Cash & Short-Term Investments,514.15,589.49,676.24,662.11,704.66,749.83,1026,477.76,373.69,410.65,369.29,521.71,463.64,501.64,915.95,378.07,200.17,221.77,236.27,278.75,Upgrade
3,Cash Growth,-27.04%,-21.38%,-34.11%,38.59%,88.57%,82.60%,177.91%,-8.42%,-19.40%,-18.14%,-59.68%,37.99%,131.63%,126.20%,287.66%,35.63%,40.72%,-26.65%,-11.00%,47.42%,Upgrade
4,Accounts Receivable,1640,1784,1902,2087,2168,2021,1766,1875,2028,2068,1965,1874,1456,1510,1332,1249,994.68,988.28,1041,1130,Upgrade
5,Other Receivables,93.47,87.05,83.34,64.17,74.62,81.24,80.34,70.4,73.38,66.46,95.6,69.03,75.05,72.05,57.69,46.41,68.9,46.07,39.45,36.75,Upgrade
6,Receivables,1733,1871,1986,2152,2243,2103,1846,1945,2102,2135,2060,1943,1531,1582,1389,1295,1064,1034,1080,1166,Upgrade
7,Inventory,1352,1194,1056,1442,858.3,936.93,823.81,940.2,659.32,670.93,677.95,488.85,534.46,368.1,266.47,230.65,341.82,298.38,312.18,333.36,Upgrade
8,Prepaid Expenses,-,3.64,-,2.31,-,1.37,-,1.28,-,-,-,0.53,-,0.28,-,-,-,-,-,-,Upgrade
9,Other Current Assets,501.17,457.42,347.92,235.67,452.46,368.61,591.22,384.22,192.58,185.57,267.56,165.95,290.88,235.24,195.87,93.85,113.59,108.87,79.13,66.24,Upgrade
10,Total Current Assets,4100,4116,4066,4494,4258,4159,4288,3749,3327,3402,3375,3120,2820,2688,2768,1998,1719,1663,1708,1845,Upgrade
11,"Property, Plant & Equipment",1510,1560,1625,1639,1357,1448,1240,1104,869.45,865.93,664.48,841.06,604.13,582.67,561.22,560.53,539.97,517.31,458.27,457.86,Upgrade
