,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,27.83,26.27,17.26,18.46,95.87,146,24.97,38.8,140.02,123.52
1,Short-Term Investments,1.07,-,2.77,-,3,0.8,4.91,2.27,3.21,2.86
2,Cash & Short-Term Investments,28.9,26.27,20.03,18.46,98.87,146.8,29.88,41.07,143.23,126.39
3,Cash Growth,44.29%,42.25%,-79.74%,-87.42%,230.84%,257.40%,-79.13%,-67.50%,-20.40%,-29.21%
4,Accounts Receivable,11.81,12.78,9.23,9.69,13.36,13.76,19.14,11.72,13.96,15.35
5,Other Receivables,17.64,15.78,19.84,22.75,6.14,1.62,21.57,21.76,3.24,10.66
6,Receivables,29.45,28.57,29.07,32.43,19.5,15.38,40.71,33.47,17.2,26.01
7,Inventory,137.43,128.16,151.95,160.8,36.36,-,164.14,149.46,40,52.39
8,Prepaid Expenses,0.55,0.68,0.35,0.77,0.9,0.8,0.32,0.74,0.38,0.7
9,Restricted Cash,-,-,46.83,46.83,1.13,1.13,1.13,1.13,-,-
10,Total Current Assets,196.33,183.67,248.23,259.3,156.76,164.11,236.18,225.88,200.81,205.48
11,"Property, Plant & Equipment",183.83,189.04,195.64,201.03,204.42,206.85,206.34,206.27,209.21,210.35
12,Long-Term Investments,12.54,12.54,12.54,10.38,10.22,10.97,12.47,13.46,-,-
13,Other Intangible Assets,0.14,0.15,0.13,0.15,0.17,0.17,0.18,0.2,0.21,0.21
14,Long-Term Deferred Tax Assets,-,-,-,-,0.01,0.01,0.01,0.01,0,0
15,Other Long-Term Assets,-,0.01,0.01,0.04,1.3,1.41,1.99,2.49,2.69,2.42
16,Total Assets,392.84,385.41,456.55,470.9,372.88,383.52,457.17,448.31,412.93,418.45
17,Accounts Payable,0.04,0.07,91.53,80.36,3.43,-,3.03,6.21,-,12.48
18,Accrued Expenses,5.35,7.74,5.63,8.18,5.71,7.86,5.01,7.98,4.84,7.09
19,Short-Term Debt,-,-,-,-,5.7,5.7,45.7,45.7,40,20
20,Current Portion of Leases,0.38,0.09,0.25,0.39,0.38,0.37,0.35,0.07,0.28,0.47
21,Current Income Taxes Payable,5.74,7.03,4.51,5.8,7.02,7.28,5.92,7.49,5.93,6.05
22,Current Unearned Revenue,15.45,20.48,13.94,20.5,0.83,1.39,42.07,19.29,2.88,8.45
23,Other Current Liabilities,2.46,2.51,2.41,3.84,-,4.25,-,-,4.96,6.53
24,Total Current Liabilities,29.42,37.92,118.25,119.08,24.23,26.85,102.08,86.76,58.89,61.08
25,Long-Term Leases,0.49,0.07,0.12,0.16,0.36,0.56,0.74,0.32,0.36,0.4
26,Long-Term Deferred Tax Liabilities,1.43,1.45,0.25,1.46,0.27,2.58,0.28,0.28,0.29,0.29
27,Total Liabilities,31.33,39.44,118.62,120.71,24.87,29.98,103.1,87.36,59.55,61.77
28,Common Stock,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
29,Additional Paid-In Capital,170.5,170.5,170.5,194.5,194.5,215.5,215.5,235.9,235.9,255.1
30,Retained Earnings,184.47,172.55,162.2,154.44,147.85,137.92,135.22,126.13,116.86,105.69
31,Comprehensive Income & Other,-54.2,-54.64,-54.99,-55.57,-55.87,-56.53,-56.99,-57.46,-57.64,-57.83
32,Total Common Equity,305.67,293.3,282.6,298.27,291.38,301.79,298.62,309.47,300.02,307.86
33,Minority Interest,55.84,52.67,55.32,51.93,56.64,51.74,55.45,51.48,53.36,48.82
34,Shareholders' Equity,361.5,345.97,337.92,350.2,348.01,353.53,354.07,360.95,353.38,356.69
35,Total Liabilities & Equity,392.84,385.41,456.55,470.9,372.88,383.52,457.17,448.31,412.93,418.45
36,Total Debt,0.86,0.16,0.36,0.56,6.44,6.62,46.8,46.1,40.64,20.87
37,Net Cash (Debt),28.04,26.1,19.67,17.91,92.43,140.18,-16.91,-5.02,102.59,105.52
38,Net Cash Growth,42.55%,45.76%,-78.72%,-87.22%,-,-,-,-,-26.12%,-40.89%
39,Net Cash Per Share,0.05,0.04,0.03,0.03,0.15,0.23,-0.03,-0.01,0.17,0.18
40,Filing Date Shares Outstanding,600,600,600,600,600,600,600,600,600,600
41,Total Common Shares Outstanding,600,600,600,600,600,600,600,600,600,600
42,Working Capital,166.91,145.75,129.97,140.22,132.53,137.27,134.1,139.12,141.92,144.4
43,Book Value Per Share,0.51,0.49,0.47,0.50,0.49,0.50,0.50,0.52,0.50,0.51
44,Tangible Book Value,305.53,293.15,282.47,298.12,291.21,301.62,298.44,309.27,299.8,307.66
45,Tangible Book Value Per Share,0.51,0.49,0.47,0.50,0.49,0.50,0.50,0.52,0.50,0.51
46,Buildings,17.81,17.81,17.77,17.77,17.13,17.1,16.58,16.42,16.52,16.39
47,Machinery,58.46,58.33,59.86,58.69,49.45,49.01,50.14,48.19,47.26,46.59
48,Construction In Progress,1.48,1.2,1,0.99,8.19,4.94,7.64,4.6,8.5,4.77
49,Leasehold Improvements,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
