,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,180,372,183,231,186,216,201,237,192,237,285
1,Market Cap Growth,61.04%,61.04%,-1.61%,6.94%,-7.46%,-8.86%,4.69%,0%,-32.63%,-35.25%,-20.83%
2,Enterprise Value,210,401,222,269,144,107,288,304,138,174,185
3,Last Close Price,0.30,0.62,0.30,0.39,0.27,0.32,0.26,0.31,0.23,0.28,0.31
4,PE Ratio,7.24,14.96,8.69,14.04,9.41,13.40,12.88,10.37,7.77,10.92,17.63
5,PS Ratio,0.55,1.14,0.55,0.53,0.52,0.81,0.55,0.73,0.93,1.16,2.04
6,PB Ratio,0.55,0.96,0.48,0.63,0.47,0.53,0.46,0.56,0.45,0.61,0.71
7,P/TBV Ratio,1.13,1.13,0.57,0.76,0.55,0.63,0.54,0.66,0.52,0.72,0.83
8,P/FCF Ratio,16.78,34.67,4.66,-5.10,-,-,0.94,-2.57,-,-20.43,-
9,P/OCF Ratio,31.82,31.82,4.44,-5.57,-,-,0.87,-2.90,-,49.23,-
10,EV/Sales Ratio,0.64,1.23,0.66,0.62,0.40,0.40,0.80,0.93,0.67,0.85,1.33
11,EV/EBITDA Ratio,3.81,7.62,4.37,5.89,2.61,1.73,4.70,4.62,2.08,3.12,3.88
12,EV/EBIT Ratio,5.15,9.85,5.80,8.02,3.37,2.17,5.99,5.71,2.54,3.87,5.01
13,EV/FCF Ratio,19.56,37.40,5.64,-5.95,-,-,1.34,-3.30,-,-14.96,-
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.13,0.13,0.11,0.06
15,Debt / FCF Ratio,0.09,0.09,0.00,-0.01,-,-,0.04,-0.61,-,-3.84,-
16,Return on Capital Employed (ROCE),10.43%,10.43%,9.98%,9.20%,10.76%,12.10%,10.99%,12.47%,12.63%,11.56%,9.25%
17,Earnings Yield,13.81%,6.68%,11.51%,7.12%,10.62%,7.46%,7.77%,9.64%,12.87%,9.15%,5.67%
18,FCF Yield,5.96%,2.88%,21.47%,-19.59%,-57.34%,75.22%,106.86%,-38.86%,-43.20%,-4.89%,-13.72%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-0.25%,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-0.25%,
