,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,11598,10970,9015,9239,10952,10728,11038,11391,9948,7816,7835,8653,8188,6923,6736,7766,6637,8245,7345,7091,7379,Upgrade
1,Market Cap Growth,2.25%,2.25%,-18.33%,-18.90%,10.10%,37.26%,40.88%,31.64%,21.49%,12.91%,16.33%,11.43%,23.37%,-16.04%,-8.30%,9.52%,-10.06%,16.62%,-10.49%,-11.51%,20.46%,Upgrade
2,Enterprise Value,10907,10220,7239,7977,9961,9452,9525,9798,8408,6466,6261,6865,6447,5546,5111,5917,4871,6373,5186,4994,5283,Upgrade
3,Last Close Price,13.47,12.74,10.47,10.45,12.39,12.13,12.49,12.64,11.64,9.14,8.70,9.28,8.78,7.42,7.85,8.66,7.41,8.94,7.96,7.44,7.74,Upgrade
4,PE Ratio,16.04,15.21,12.79,14.46,17.70,16.18,16.21,16.85,15.02,12.11,12.44,14.05,13.37,9.62,9.52,11.23,10.16,20.41,17.51,14.63,14.18,Upgrade
5,Forward PE,16.71,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,10.14,10.66,11.69,13.85,13.23,16.63,15.31,15.18,13.53,Upgrade
6,PS Ratio,2.70,2.56,2.14,2.25,2.74,2.75,2.87,2.94,2.63,2.11,2.17,2.49,2.36,2.05,2.01,2.34,2.04,2.51,2.14,2.00,2.02,Upgrade
7,PB Ratio,1.99,1.87,1.59,1.62,1.98,1.99,2.11,2.14,1.92,1.57,1.63,1.76,1.67,1.49,1.69,1.90,1.69,2.26,2.10,1.90,1.99,Upgrade
8,P/TBV Ratio,2.15,2.15,1.83,1.87,2.30,2.33,2.48,2.51,2.27,1.86,1.95,2.09,1.88,1.64,1.88,2.12,1.89,2.56,2.39,2.15,2.26,Upgrade
9,P/FCF Ratio,17.93,16.96,16.50,15.20,40.07,-,20.67,-,29.24,40.73,-61.93,-,-,-54.65,-,59.50,-,38.72,86.54,28.75,-,Upgrade
10,P/OCF Ratio,12.12,12.12,10.53,9.75,13.81,15.90,11.09,12.87,11.62,8.56,13.51,18.68,21.93,39.42,-,16.49,12.93,13.78,17.31,12.06,13.79,Upgrade
11,PEG Ratio,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,Upgrade
12,EV/Sales Ratio,2.55,2.39,1.72,1.95,2.49,2.42,2.48,2.53,2.22,1.75,1.73,1.97,1.86,1.64,1.53,1.78,1.50,1.94,1.51,1.41,1.45,Upgrade
13,EV/EBITDA Ratio,11.99,11.64,8.71,10.19,13.24,12.47,12.07,12.52,11.16,8.62,8.58,9.59,9.19,7.95,7.52,9.01,7.69,12.60,10.12,8.73,9.03,Upgrade
14,EV/EBIT Ratio,16.51,15.47,11.58,13.35,17.20,15.86,15.08,15.34,13.70,10.51,10.47,11.65,11.16,9.62,9.07,10.99,9.38,16.09,12.76,10.58,10.80,Upgrade
15,EV/FCF Ratio,16.86,15.80,13.25,13.13,36.45,-,17.83,-,24.71,33.69,-49.49,-,-,-43.79,-,45.34,-,29.93,61.10,20.25,-,Upgrade
16,Debt / Equity Ratio,0.07,0.07,0.09,0.07,0.06,0.08,0.08,0.05,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.01,0.08,0.10,0.13,0.13,0.10,Upgrade
17,Debt / EBITDA Ratio,0.43,0.44,0.47,0.41,0.43,0.60,0.47,0.36,0.38,0.34,0.32,0.28,0.25,0.16,0.16,0.04,0.44,0.53,0.68,0.95,2.02,Upgrade
18,Debt / FCF Ratio,0.60,0.60,0.90,0.62,1.18,-,0.77,-,0.87,1.43,-2.12,-,-,-0.94,-,0.18,-,1.65,5.31,2.03,-,Upgrade
19,Asset Turnover,0.50,0.52,0.52,0.55,0.52,0.52,0.52,0.55,0.54,0.60,0.53,0.57,0.57,0.63,0.61,0.59,0.58,0.60,0.55,0.62,Upgrade,
20,Inventory Turnover,2.96,2.90,3.14,3.13,3.33,2.73,2.56,2.51,2.49,2.16,2.49,2.31,2.61,2.58,2.84,2.90,3.15,2.42,2.91,3.03,3.03,Upgrade
21,Quick Ratio,0.87,0.87,0.86,1.24,1.10,1.08,1.17,1.30,1.37,1.45,1.41,1.67,1.83,1.88,1.60,1.63,1.68,1.55,1.57,1.62,1.72,Upgrade
22,Current Ratio,1.23,1.23,1.24,1.63,1.62,1.47,1.55,1.74,1.81,1.95,1.90,2.17,2.32,2.42,2.03,2.13,2.02,1.90,1.83,1.90,1.97,Upgrade
23,Return on Equity (ROE),12.10%,16.33%,12.31%,10.80%,11.87%,12.64%,11.57%,15.14%,14.37%,13.28%,11.24%,14.89%,14.84%,14.46%,13.34%,29.49%,16.50%,14.32%,10.37%,3.49%,Upgrade,
24,Return on Assets (ROA),4.93%,5.64%,5.47%,3.98%,4.37%,5.35%,5.37%,4.91%,6.14%,6.36%,5.15%,5.61%,6.49%,7.21%,5.50%,6.35%,6.33%,6.00%,4.56%,0.81%,Upgrade,
25,Return on Capital (ROIC),6.77%,7.72%,7.47%,5.33%,5.81%,7.20%,7.23%,6.57%,8.14%,8.30%,6.63%,7.22%,8.50%,9.74%,7.43%,8.58%,8.67%,8.26%,6.30%,1.11%,Upgrade,
26,Return on Capital Employed (ROCE),10.62%,10.62%,10.33%,9.82%,9.80%,10.34%,11.26%,11.22%,11.07%,11.53%,11.81%,11.49%,11.27%,11.91%,13.43%,12.55%,12.61%,10.46%,11.15%,12.17%,12.69%,Upgrade
27,Earnings Yield,6.22%,6.58%,7.82%,6.92%,5.65%,6.18%,6.17%,5.94%,6.66%,8.26%,8.04%,7.12%,7.48%,10.39%,10.51%,8.90%,9.84%,4.90%,5.71%,6.84%,7.05%,Upgrade
28,FCF Yield,5.58%,5.90%,6.06%,6.58%,2.50%,1.91%,4.84%,4.07%,3.42%,2.46%,-1.61%,-2.91%,-0.41%,-1.83%,0.14%,1.68%,2.70%,2.58%,1.16%,3.48%,2.68%,Upgrade
29,Dividend Yield,2.23%,-,-,-,2.42%,-,-,-,2.58%,-,-,-,3.42%,-,-,-,3.94%,-,-,-,3.77%,Upgrade
30,Payout Ratio,35.81%,-,111.86%,-,-,-,156.69%,0.13%,1.18%,-,162.40%,-,-,0.54%,159.69%,0.55%,-,2.77%,179.14%,2.85%,-,Upgrade
31,Buyback Yield / Dilution,0.29%,0.77%,1.45%,-1.91%,0.77%,0.63%,-3.36%,2.09%,0.57%,-9.98%,-3.62%,-8.83%,-7.97%,-3.25%,-12.01%,10.76%,14.18%,6.76%,12.27%,-6.17%,-10.11%,Upgrade
32,Total Shareholder Return,2.52%,0.77%,1.45%,-1.91%,3.20%,0.63%,-3.36%,2.09%,3.15%,-9.98%,-3.62%,-8.83%,-4.55%,-3.25%,-12.01%,10.76%,18.11%,6.76%,12.27%,-6.17%,-6.34%,Upgrade
