,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Operating Revenue,162.43,126.84,121.83,103.68,119.84,113.86,97.31,77.41,114.53,100.05,70.29,75.23,103.72,69.14,73.02,68.7,91.14,75.48,67.38,42.37,Upgrade
1,Other Revenue,-,-0.55,0.55,-,2.12,-1.19,1.19,-,4.36,-0.75,0.75,-,2.03,-0.83,0.83,-,1.37,-0.38,0.38,-,Upgrade
2,Revenue,162.43,126.29,122.38,103.68,121.96,112.67,98.5,77.41,118.89,99.31,71.04,75.23,105.75,68.31,73.85,68.7,92.51,75.11,67.75,42.37,Upgrade
3,Revenue Growth (YoY),33.18%,12.08%,24.25%,33.92%,2.58%,13.46%,38.66%,2.91%,12.43%,45.38%,-3.81%,9.50%,14.32%,-9.05%,9.01%,62.15%,19.40%,35.55%,20.45%,-24.54%,Upgrade
4,Cost of Revenue,-182.54,63.53,67.37,51.65,67.33,59.81,55.78,42.19,67.32,52.49,41.84,39.47,64.49,35.98,43.11,33.82,55.47,36.99,39.25,21.19,Upgrade
5,Gross Profit,344.97,62.76,55.02,52.03,54.63,52.86,42.72,35.22,51.58,46.81,29.2,35.76,41.26,32.33,30.74,34.88,37.04,38.12,28.51,21.18,Upgrade
6,"Selling, General & Admin",-52.31,18.44,17.26,16.62,18.8,17.17,17.36,13.93,5.6,18.83,16.69,12.58,15.69,14.24,10.2,12.09,6.67,11.9,10.16,10.11,Upgrade
7,Research & Development,-17.61,6.44,6.32,4.85,9.58,5.02,4.84,5.5,5,4.45,3.98,3.75,6.23,4.47,3.16,4.24,4.84,3.56,4.05,2.44,Upgrade
8,Other Operating Expenses,383.78,0.88,1.46,-0.06,-0.32,0.82,0.69,0.9,6.67,0.55,0.82,-4.32,4.86,0.49,-1.19,-0.2,0.98,0.87,0.8,0.61,Upgrade
