,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,552,986,1091,1116,583,880,1643,1631,496,239,335
1,Market Cap Growth,-11.67%,-11.67%,87.23%,26.76%,-64.53%,-46.01%,231.25%,583.12%,48.15%,-33.62%,-
2,Enterprise Value,439,862,950,951,434,754,1492,1447,291,89,162
3,Last Close Price,0.89,1.59,1.76,1.80,0.94,1.42,2.65,2.58,0.78,0.38,0.53
4,PE Ratio,106.71,-,-117.03,-,-,97.37,162.10,-41.48,-,14.23,10.85
5,PS Ratio,3.34,5.97,4.75,4.84,2.64,3.93,5.97,6.92,2.27,0.64,0.76
6,PB Ratio,3.12,5.58,5.83,6.51,2.97,4.40,8.59,7.06,2.24,0.88,1.28
7,P/TBV Ratio,5.58,5.58,5.83,6.51,2.97,4.40,8.59,7.06,2.24,0.88,1.28
8,P/FCF Ratio,-,-,-,-,15.90,21.01,225.72,-,-,5.75,118.47
9,P/OCF Ratio,-,-,-,-,15.28,20.67,214.94,-,-,5.63,18.50
10,EV/Sales Ratio,2.66,5.22,4.13,4.12,1.97,3.37,5.42,6.14,1.33,0.24,0.37
11,EV/EBITDA Ratio,107.94,-,-83.60,-,-,90.91,138.51,-34.73,-,4.63,4.18
12,EV/EBIT Ratio,131.83,-,-79.53,-,-,99.34,149.84,-32.90,-,5.93,4.74
13,EV/FCF Ratio,-30.06,-,-,-,11.85,17.98,204.95,-,-,2.13,57.37
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,-,-,-,-,-,0.00,0.00
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,0.00,0.02
16,Return on Capital Employed (ROCE),1.89%,-,-6.39%,-,-,3.79%,5.21%,-19.04%,-,5.50%,13.02%
17,Earnings Yield,0.94%,0.52%,-0.85%,-2.56%,0.89%,1.03%,0.62%,-2.41%,-8.05%,7.03%,9.22%
18,FCF Yield,-2.65%,-1.48%,-2.59%,-0.93%,6.29%,4.76%,0.44%,-2.81%,1.29%,17.40%,0.84%
19,Dividend Yield,0.00%,-,-,-,-,-,-,2.50%,-,-,-
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.00%,-4.13%,-33.33%,
21,Total Shareholder Return,-,-,-,-,-,-,2.50%,0.00%,-4.13%,-33.33%,
