,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,48.16,123.95,130.56,142.95,147.47,125.75,151.14,183.49,204.9,150.12
1,Short-Term Investments,64.71,-,10.41,22.18,0.97,0.93,-,-,-,-
2,Cash & Short-Term Investments,112.87,123.95,140.97,165.12,148.44,126.68,151.14,183.49,204.9,150.12
3,Cash Growth,-19.93%,-24.93%,-5.03%,30.34%,-1.79%,-30.96%,-26.23%,22.23%,18.61%,145.61%
4,Accounts Receivable,45.92,78.91,88.83,69.01,73.38,86.43,106.06,81.97,97.04,136.59
5,Other Receivables,0.38,0.5,0.95,1.48,0.51,0.36,9.57,9.81,1.26,1.85
6,Receivables,46.29,79.41,89.78,70.49,73.89,86.79,115.63,91.78,98.3,138.44
7,Prepaid Expenses,1.87,3.21,3.12,3.64,4.9,3.48,2.17,1.09,1.6,1.47
8,Other Current Assets,36.23,25.19,1.33,2.9,3.57,2.84,9.51,6.34,3.02,19.46
9,Total Current Assets,197.25,231.75,235.2,242.15,230.8,219.8,278.45,282.69,307.81,309.49
10,"Property, Plant & Equipment",1.25,1.69,1.69,1.79,1.07,1.1,1.11,1.56,12.32,14.75
11,Long-Term Investments,13,13,-,-,-,-,-,-,-,-
12,Other Long-Term Assets,-,2.49,24.2,24.2,24.2,24.2,19.36,-,6.74,6.7
13,Total Assets,211.5,248.93,261.09,268.14,256.06,245.1,298.92,284.25,326.87,330.93
14,Accounts Payable,15.67,38.53,56,42.33,33.88,35.51,46.62,39.08,36.02,47.6
15,Accrued Expenses,3.58,4,3.99,3.71,3.76,3.8,3.86,6.57,4.74,3.83
16,Current Portion of Leases,0.06,0.12,0.18,-,-,-,-,-,0.02,0.05
17,Current Income Taxes Payable,-,-,-,-,-,-,-,-,1.15,0.01
18,Current Unearned Revenue,0.06,0.1,0.09,8.95,2.51,0.03,-,-,0.5,-
19,Other Current Liabilities,15.52,19.09,29.4,16.73,15.89,14.54,17.46,17.54,12.89,16.89
20,Total Current Liabilities,34.9,61.83,89.65,71.72,56.03,53.89,67.94,63.18,55.31,68.39
21,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,1.27,1.53
22,Total Liabilities,34.9,61.83,89.65,71.72,56.03,53.89,67.94,63.18,56.58,69.92
23,Common Stock,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
24,Additional Paid-In Capital,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57
25,Retained Earnings,45.89,56.39,40.72,65.71,69.32,60.5,100.27,90.36,139.58,130.3
26,Comprehensive Income & Other,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94
27,Shareholders' Equity,176.61,187.1,171.43,196.42,200.03,191.21,230.98,221.07,270.29,261.01
28,Total Liabilities & Equity,211.5,248.93,261.09,268.14,256.06,245.1,298.92,284.25,326.87,330.93
29,Total Debt,0.06,0.12,0.18,-,-,-,-,-,0.02,0.05
30,Net Cash (Debt),112.81,123.83,140.79,165.12,148.44,126.68,151.14,183.49,204.88,150.07
31,Net Cash Growth,-19.88%,-25.01%,-5.15%,30.34%,-1.79%,-30.96%,-26.23%,22.27%,18.66%,145.52%
32,Net Cash Per Share,0.18,0.20,0.23,0.27,0.24,0.20,0.24,0.30,0.33,0.24
33,Filing Date Shares Outstanding,620,620,620,620,620,620,620,620,620,620
34,Total Common Shares Outstanding,620,620,620,620,620,620,620,620,620,620
35,Working Capital,162.36,169.92,145.54,170.43,174.77,165.91,210.51,219.51,252.49,241.1
36,Book Value Per Share,0.28,0.30,0.28,0.32,0.32,0.31,0.37,0.36,0.44,0.42
37,Tangible Book Value,176.61,187.1,171.43,196.42,200.03,191.21,230.98,221.07,270.29,261.01
38,Tangible Book Value Per Share,0.28,0.30,0.28,0.32,0.32,0.31,0.37,0.36,0.44,0.42
39,Machinery,-,15.94,-,15.63,-,14.63,-,14.28,-,28.23
