,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,390.4,481.41,335,167.85,543.75,608.15,527.44,336.64,364.09,1278,Upgrade
1,Revenue Growth (YoY),16.54%,186.80%,-38.39%,-72.40%,3.09%,80.65%,44.87%,-73.66%,-66.34%,39.85%,Upgrade
2,Cost of Revenue,342.39,384.41,336.41,317.92,729.04,808.85,698,576.9,591.81,950.41,Upgrade
3,Gross Profit,48.01,97.01,-1.4,-150.07,-185.29,-200.7,-170.56,-240.26,-227.72,327.49,Upgrade
4,"Selling, General & Admin",132.08,210.8,130.17,121.38,199.91,204.81,211.21,235.18,230.77,389.75,Upgrade
5,Operating Expenses,132.11,211.53,129.98,121.98,200.9,221.32,211.21,234.22,230.77,389.75,Upgrade
6,Operating Income,-84.1,-114.52,-131.39,-272.05,-386.19,-422.02,-381.77,-474.48,-458.49,-62.26,Upgrade
7,Interest Expense,-97.25,-111.78,-90.67,-60.85,-49.13,-35.81,-29.59,-84.58,-44,-47.69,Upgrade
8,Interest & Investment Income,-,0.21,-,10.72,-,16.53,-,23.18,-,42.51,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-7.08,-16.77,-11.7,-16.96,-8.68,-3.2,Upgrade
10,Currency Exchange Gain (Loss),-,-0.94,-,-7.63,-,-16.39,-,4.75,-,3.29,Upgrade
11,Other Non Operating Income (Expenses),-6.47,6.07,6.17,12.39,15.25,-4.2,19.32,-28.89,21.2,6.74,Upgrade
12,EBT Excluding Unusual Items,-187.82,-220.96,-215.89,-317.41,-427.15,-478.64,-403.74,-576.99,-489.97,-60.61,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,10.89,-21.85,3.78,-7.44,-550.27,-3.59,12.71,Upgrade
14,Gain (Loss) on Sale of Assets,-,-11.96,-,-0.07,-,9.37,-,-0.06,-,-6.69,Upgrade
15,Asset Writedown,-,-,-,-,-,-,-241,-242.65,-,-,Upgrade
16,Pretax Income,-187.82,-232.83,-215.89,-306.44,-449,-465.4,-652.18,-1370,-493.56,-47.94,Upgrade
17,Income Tax Expense,-2.86,-410.41,-2.7,-184.74,36.5,36.41,36.46,35.02,56.63,34.81,Upgrade
18,Earnings From Continuing Operations,-184.96,177.58,-213.19,-121.7,-485.51,-501.8,-688.64,-1405,-550.19,-82.76,Upgrade
19,Earnings From Discontinued Operations,75.04,-,30.69,-,-,-,-,-,-,-,Upgrade
20,Net Income,-109.93,177.58,-182.5,-121.7,-485.51,-501.8,-688.64,-1405,-550.19,-82.76,Upgrade
21,Net Income to Common,-109.93,177.58,-182.5,-121.7,-485.51,-501.8,-688.64,-1405,-550.19,-82.76,Upgrade
22,Shares Outstanding (Basic),6201,6201,6201,6201,6201,6201,6201,6201,6209,6222,Upgrade
23,Shares Outstanding (Diluted),6201,6201,6201,6201,6201,6201,6201,6201,6209,6222,Upgrade
24,Shares Change (YoY),-,-,-0.00%,-,-,0.00%,-0.13%,-0.33%,-0.85%,-0.73%,Upgrade
25,EPS (Basic),-0.02,0.03,-0.03,-0.02,-0.08,-0.08,-0.11,-0.23,-0.09,-0.01,Upgrade
26,EPS (Diluted),-0.02,0.03,-0.03,-0.02,-0.08,-0.08,-0.11,-0.23,-0.09,-0.01,Upgrade
27,Free Cash Flow,82.46,80.85,85.36,-143.07,-141.9,-202.03,-195.5,-254.03,-450.67,110.45,Upgrade
28,Free Cash Flow Per Share,0.01,0.01,0.01,-0.02,-0.02,-0.03,-0.03,-0.04,-0.07,0.02,Upgrade
29,Operating Margin,-21.54%,-23.79%,-39.22%,-162.07%,-71.02%,-69.39%,-72.38%,-140.95%,-125.93%,-4.87%,Upgrade
30,Profit Margin,-28.16%,36.89%,-54.48%,-72.50%,-89.29%,-82.51%,-130.56%,-417.35%,-151.11%,-6.48%,Upgrade
31,Free Cash Flow Margin,21.12%,16.79%,25.48%,-85.23%,-26.10%,-33.22%,-37.07%,-75.46%,-123.78%,8.64%,Upgrade
32,EBITDA,59.54,49.98,25.58,-97.65,-193.07,-215.42,-171.71,-260,-251.85,141.19,Upgrade
33,D&A For EBITDA,143.64,164.5,156.97,174.4,193.11,206.59,210.07,214.48,206.64,203.45,Upgrade
34,EBIT,-84.1,-114.52,-131.39,-272.05,-386.19,-422.02,-381.77,-474.48,-458.49,-62.26,Upgrade
