,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1358105,1636855,1503786,2185022,2057873,1350487,2271852,1100152,967838,1372703,922707,1281295,2022398,1778570,1319708,1102117,949216,1012533,352673,524591,Upgrade
1,Short-Term Investments,173700,173700,548378,618378,662234,513534,472372,522372,641565,341565,480812,480812,530000,635000,795000,687000,742000,455000,638000,598000,Upgrade
2,Trading Asset Securities,400.18,399.95,399.93,399.93,399.67,399.62,399.62,399.62,399.68,399.91,400.82,400.82,400.72,400.74,400.76,400.41,399.71,399.04,189.8,324.94,Upgrade
3,Cash & Short-Term Investments,1532205,1810955,2052564,2803800,2720507,1864421,2744624,1622924,1609802,1714668,1403920,1762509,2552799,2413971,2115109,1789517,1691616,1467932,990863,1122916,Upgrade
4,Cash Growth,-43.68%,-2.87%,-25.22%,72.76%,69.00%,8.73%,95.50%,-7.92%,-36.94%,-28.97%,-33.62%,-1.51%,50.91%,64.45%,113.46%,59.36%,-15.98%,-51.39%,-67.51%,-58.78%,Upgrade
5,Accounts Receivable,326926,302787,270384,370801,241972,333858,2068981,508714,531913,595141,567930,532379,480478,651448,516350,435780,392552,403028,482324,509513,Upgrade
6,Other Receivables,1019052,1536182,105024,166196,354741,175312,122402,361723,219738,1988902,1990637,263661,307483,393333,223754,175923,160700,161244,169547,167852,Upgrade
7,Receivables,3085978,2878969,1160408,1276997,1336714,2097171,2779383,1128436,980850,2743244,2636567,796041,787960,1044781,740104,641704,583252,594272,701871,727365,Upgrade
8,Inventory,674350,866077,904682,1072280,1118654,1338589,2169164,2212306,2025225,1583993,1685994,2494656,1553460,1376523,1334369,1211416,832381,914168,808442,907997,Upgrade
9,Prepaid Expenses,22409,19643,22253,16314,22674,23647,31507,23674,31506,40552,35960,21585,25499,27132,27018,15010,30635,22993,18250,13298,Upgrade
10,Other Current Assets,303743,415675,1749380,1794745,1749742,2373564,560136,1993048,1941777,196820,211839,1938802,1902904,1854435,1855265,1819850,1860274,2178010,2165519,2141373,Upgrade
11,Total Current Assets,5618685,5991319,5889287,6964136,6948290,7697391,8284814,6980388,6589161,6279277,5974280,7013592,6822623,6716842,6071864,5477497,4998158,5177375,4684945,4912949,Upgrade
12,"Property, Plant & Equipment",994206,1012583,987022,999595,1001678,539848,990314,1004253,947439,928010,895904,913808,812001,825367,820310,834401,836828,845544,849864,871948,Upgrade
13,Long-Term Investments,2226828,2122437,2061075,2042699,2764556,2736684,1990947,3975458,3907158,3961342,3985575,3953359,3880005,3852172,3799302,3753689,3720028,3694792,3770080,3716017,Upgrade
14,Goodwill,1319576,569727,590278,610829,625280,128281,135955,143630,151305,158980,166654,174329,183883,191557,197353,205028,212702,220377,228052,235726,Upgrade
15,Other Intangible Assets,1512136,1537190,1562339,1587487,1615161,1638294,1672531,1698661,1725536,1751399,1777188,1794761,1820534,1845561,1872248,1898105,1918458,1944716,1970488,1996743,Upgrade
16,Long-Term Deferred Tax Assets,90639,63185,52733,61679,104617,87481,58164,76466,88218,87735,72716,73030,59608,50927,33845,35102,44220,39314,40841,43924,Upgrade
17,Other Long-Term Assets,676844,145348,135822,124590,117865,42468,105020,95936,117062,112739,113560,149826,147387,149910,143490,145334,145110,148921,155128,154846,Upgrade
18,Total Assets,12446914,11441789,11278556,12391014,13179287,12870446,13237744,14004793,13525877,13279481,12985879,14072706,13726041,13632337,12938413,12349155,11875505,12071038,11699398,11932154,Upgrade
19,Accounts Payable,325690,432233,389346,426194,425843,377411,442653,548949,574412,542772,327049,779149,417057,540259,215401,545808,285555,237317,215004,360903,Upgrade
20,Accrued Expenses,619531,433861,345347,445292,636467,558627,306281,525077,695896,748312,513900,563281,520310,445971,254986,350763,484478,309226,247207,363002,Upgrade
21,Short-Term Debt,1873173,2315493,2219372,2575154,1931275,2416467,3698302,3919821,3016267,2732196,2932435,3499780,2664518,2598637,2696412,2539987,1778007,1933794,1632005,1490080,Upgrade
22,Current Portion of Long-Term Debt,250513,250513,251061,251061,250525,250525,248483,248483,248423,248264,248606,1538,509.19,509.19,198458,1006,198345,198345,198847,198847,Upgrade
23,Current Income Taxes Payable,102051,42116,33220,87023,257042,335990,325212,76055,100069,93762,35010,89381,61226,38953,28677,26399,58630,85426,27699,103244,Upgrade
24,Current Unearned Revenue,4315,869.76,187.95,187.95,528.85,869.76,1211,187.95,548.45,895.61,1211,187.95,574.31,1246,1919,857.41,363.64,727.27,-,-,Upgrade
25,Other Current Liabilities,139605,74567,96795,429151,476389,107520,206630,108608,339730,478192,559262,463926,270662,336827,80455,340525,84743,406425,87878,168863,Upgrade
26,Total Current Liabilities,3314878,3549654,3335328,4214062,3978069,4047410,5228771,5427180,4975347,4844394,4617472,5397243,3934857,3962403,3476306,3805345,2890121,3171260,2408641,2684940,Upgrade
27,Long-Term Debt,1301948,252641,251696,501059,501284,500647,502552,751915,751725,751247,750601,997576,998011,997374,799322,8877,209632,209089,208519,207982,Upgrade
28,Long-Term Unearned Revenue,9566,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Long-Term Deferred Tax Liabilities,515927,520648,524966,529803,534812,538851,554220,721532,730472,731462,732427,728047,738009,742886,778863,785185,790478,794175,792567,793198,Upgrade
30,Other Long-Term Liabilities,78064,30026,31851,32170,33883,26604,51446,51438,58300,57423,56102,55197,50995,50737,50124,50361,56349,58892,86198,90382,Upgrade
31,Total Liabilities,5220383,4352969,4143841,5277095,5048048,5113512,6336990,6952065,6515844,6384525,6156603,7178063,5721872,5753400,5104615,4649768,3946580,4233416,3495925,3776502,Upgrade
32,Common Stock,2898063,2898063,2898063,2898063,2797414,2797414,2797414,2797414,2797414,2797414,2797414,2797414,2797414,2797414,2797414,2797414,2566534,2566534,2566534,2566534,Upgrade
33,Additional Paid-In Capital,2292254,2292254,3157497,3157497,3107172,3107172,3107170,3107170,3107170,2970919,2970919,2970919,3849910,3849910,3849910,3850410,3192081,3192081,3192081,3192081,Upgrade
34,Retained Earnings,1587551,1569058,1596622,1587952,2623872,2550199,1375269,1694261,1640432,1848271,1788188,1865044,1188891,1074468,1008829,914884,1766598,1662363,1985250,1974028,Upgrade
35,Treasury Stock,-,-,-865273,-865273,-865273,-865273,-865273,-865273,-865273,-1080464,-1080464,-1080464,-1959479,-1959479,-1959479,-1959479,-1959479,-1959479,-1959479,-1959479,Upgrade
36,Comprehensive Income & Other,16136,16136,16136,16136,16136,16136,119910,119910,119910,119910,119910,119910,119910,119910,119910,119910,119910,119910,119910,119910,Upgrade
37,Total Common Equity,6794004,6775511,6803045,6794375,7679320,7605648,6534488,6853480,6799652,6656049,6595966,6672822,5996646,5882223,5816584,5723139,5685644,5581410,5904296,5893074,Upgrade
38,Minority Interest,432528,313309,331670,319545,451919,151287,366266,199247,210381,238907,233310,221821,2007523,1996714,2017214,1976249,2243281,2256212,2299177,2262578,Upgrade
39,Shareholders' Equity,7226531,7088820,7134715,7113920,8131239,7756935,6900754,7052728,7010033,6894955,6829276,6894643,8004169,7878937,7833798,7699387,7928924,7837622,8203473,8155652,Upgrade
40,Total Liabilities & Equity,12446914,11441789,11278556,12391014,13179287,12870446,13237744,14004793,13525877,13279481,12985879,14072706,13726041,13632337,12938413,12349155,11875505,12071038,11699398,11932154,Upgrade
41,Total Debt,3425635,2818648,2722128,3327273,2683084,3167639,4449337,4920219,4016415,3731707,3931642,4498893,3663039,3596520,3694191,2549869,2185983,2341228,2039371,1896909,Upgrade
42,Net Cash (Debt),-1893429,-1007693,-669564,-523473,37423,-1303219,-1704713,-3297295,-2406613,-2017039,-2527722,-2736385,-1110239,-1182550,-1579082,-760352,-494367,-873296,-1048508,-773994,Upgrade
43,Net Cash Per Share,-7296.05,-3914.56,-2590.51,-1996.46,145.28,-5066.47,-6627.35,-12742.52,-9399.09,-8014.80,-10047.24,-10879.50,-4410.44,-4698.97,-6275.56,-3355.30,-2186.02,-3860.26,-4634.76,-3339.88,Upgrade
44,Filing Date Shares Outstanding,289.81,289.81,267.29,267.29,257.22,257.22,257.22,257.22,257.22,251.62,251.62,276.79,251.62,251.62,251.62,251.62,226.23,226.23,226.23,226.23,Upgrade
45,Total Common Shares Outstanding,289.81,289.81,267.29,267.29,257.22,257.22,257.22,257.22,257.22,251.62,251.62,276.79,251.62,251.62,251.62,251.62,226.23,226.23,226.23,226.23,Upgrade
46,Working Capital,2303807,2441665,2553960,2750074,2970221,3649981,3056043,1553208,1613814,1434883,1356808,1616349,2887766,2754440,2595558,1672152,2108037,2006115,2276304,2228009,Upgrade
47,Book Value Per Share,23443.26,23379.45,25452.02,25419.59,29854.60,29568.19,25403.88,26644.02,26434.75,26452.36,26213.58,24108.20,23831.77,23377.03,23116.17,22744.80,25132.44,24671.69,26098.96,26049.35,Upgrade
48,Tangible Book Value,3962292,4668594,4650428,4596058,5438879,5839073,4726002,5011189,4922812,4745670,4652123,4703732,3992229,3845104,3746984,3620006,3554484,3416316,3705756,3660604,Upgrade
