,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,16374057,14954006,15939347,16705561,16839205,16513781,16102223,15664942,16719561,16076501,16330398,13537372,15098300,13336073,14136694,12009328,8463717,7506632,5840776,2961520,4000109,Upgrade
1,Market Cap Growth,-9.45%,-9.45%,-1.01%,6.64%,0.72%,2.72%,-1.40%,15.72%,10.74%,20.55%,15.52%,12.72%,78.39%,77.66%,142.03%,305.51%,111.59%,79.36%,47.92%,-31.91%,-19.63%,Upgrade
2,Enterprise Value,18700014,16275007,16940582,17550748,17253701,17968287,18173202,19172465,19336555,18332446,19091430,16495577,18216062,16515336,17732990,14745928,11201364,10636140,9188461,6050592,6335162,Upgrade
3,Last Close Price,56500.00,50995.31,54355.47,61767.58,61273.44,62440.55,60884.40,59230.99,63218.63,60787.14,62564.41,51276.74,51467.36,50514.26,53014.04,45036.20,31739.80,30494.43,22695.56,11507.61,15543.26,Upgrade
4,PE Ratio,-,-30.26,-35.82,35.42,-,24.11,25.34,-,47.89,35.26,29.91,22.95,26.37,27.70,30.00,47.70,45.28,56.10,115.65,46.31,-,Upgrade
5,Forward PE,-,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.35,26.72,37.19,Upgrade
6,PS Ratio,1.89,1.93,2.04,1.99,1.95,1.71,1.52,1.34,1.33,1.27,1.37,1.22,1.44,1.36,1.48,1.35,1.02,0.93,0.76,0.40,0.55,Upgrade
7,PB Ratio,2.41,2.07,2.25,2.34,2.37,2.03,2.08,2.27,2.37,2.29,2.37,1.98,2.19,1.67,1.79,1.53,1.10,0.95,0.75,0.36,0.49,Upgrade
8,P/TBV Ratio,3.77,3.77,3.41,3.59,3.66,3.04,2.76,3.31,3.34,3.27,3.44,2.91,3.21,3.34,3.68,3.21,2.34,2.11,1.71,0.80,1.09,Upgrade
