,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+4 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+4 Quarters
0,Cash & Equivalents,871.95,875.17,816.56,876.6,-,890.6,822.61,948.47,981.6,953.82,873.32,927.66,858.3,929.29,855.65,919.77,810.79,880.73,782.68,777.72,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,871.95,875.17,816.56,876.6,-,890.6,822.61,948.47,981.6,953.82,873.32,927.66,893.3,929.29,855.65,919.77,810.79,880.73,782.68,777.72,Upgrade
3,Cash Growth,-,-1.73%,-0.74%,-7.58%,-,-6.63%,-5.81%,2.24%,9.88%,2.64%,2.06%,0.86%,10.18%,5.51%,9.32%,18.26%,172.12%,151.83%,214.49%,212.49%,Upgrade
4,Accounts Receivable,506.93,551.84,543.16,565.61,-,638.23,739.93,769.81,831.14,902.61,1078,1149,1147,1088,1148,1313,1240,1013,1107,1396,Upgrade
5,Other Receivables,68.31,70.22,90.2,74.2,-,114.26,104.22,95.18,131.13,133.3,112.66,112.92,99.85,80.98,92.76,87.07,98.41,108.04,80.78,61.18,Upgrade
6,Receivables,575.25,622.06,633.36,639.81,-,752.49,844.15,864.99,962.26,1036,1191,1262,1247,1169,1241,1401,1338,1121,1188,1457,Upgrade
7,Inventory,52.72,51.85,72.76,72.23,-,60.28,50.57,85.01,91.4,80.34,88.8,107.33,78.06,87.89,73.05,70.38,80.74,77.69,72.79,72.36,Upgrade
8,Prepaid Expenses,-,2.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
