,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,260,240,265,275,275,268,300,289,230,342,326,310,408,418,428,579,596,388,394,398,416,Upgrade
1,Market Cap Growth,-10.62%,-10.62%,-11.73%,-4.65%,19.71%,-21.57%,-7.73%,-7.03%,-43.62%,-18.07%,-23.92%,-46.38%,-31.55%,7.79%,8.51%,45.57%,43.15%,-18.95%,-24.19%,-32.29%,-34.74%,Upgrade
2,Enterprise Value,60,40,62,165,164,113,146,130,62,230,214,154,252,57,67,240,270,127,128,209,221,Upgrade
3,Last Close Price,0.15,0.14,0.16,0.16,0.16,0.16,0.18,0.17,0.14,0.20,0.19,0.18,0.24,0.25,0.26,0.34,0.35,0.23,0.23,0.24,0.25,Upgrade
4,PE Ratio,7.53,6.95,9.01,-,4.01,3.89,4.38,4.70,4.47,7.97,8.54,7.03,10.14,9.15,8.40,13.32,10.04,5.95,6.33,5.95,6.75,Upgrade
5,PS Ratio,0.23,0.21,0.23,0.23,0.23,0.23,0.25,0.26,0.22,0.33,0.32,0.30,0.39,0.36,0.34,0.47,0.48,0.33,0.34,0.33,0.38,Upgrade
6,PB Ratio,0.26,0.21,0.24,0.25,-,0.24,0.26,0.25,-,0.30,0.28,0.27,-,0.38,0.40,0.54,-,0.40,0.42,0.41,-,Upgrade
7,P/TBV Ratio,0.29,0.29,0.34,0.35,-,0.35,0.39,0.38,-,0.46,0.43,0.41,-,0.57,0.51,0.69,-,0.51,0.55,0.54,-,Upgrade
8,EV/Sales Ratio,0.05,0.04,0.05,0.14,0.14,0.09,0.12,0.12,0.06,0.22,0.21,0.15,0.24,0.05,0.05,0.20,0.22,0.11,0.11,0.17,0.20,Upgrade
9,EV/EBITDA Ratio,0.60,0.42,0.71,1.93,1.27,0.84,1.07,1.04,0.71,3.10,3.24,2.22,3.54,0.67,0.75,2.96,2.74,1.29,1.26,1.97,2.20,Upgrade
10,EV/EBIT Ratio,0.92,0.61,1.08,-,1.67,1.08,1.39,1.36,1.04,5.10,6.04,3.87,5.90,0.98,1.05,4.29,3.60,1.67,1.60,2.46,2.74,Upgrade
11,Debt / Equity Ratio,0.09,0.09,0.09,0.09,-,0.09,0.09,0.09,-,0.08,0.11,0.11,-,0.05,0.01,0.01,-,0.04,0.05,0.05,-,Upgrade
12,Debt / EBITDA Ratio,1.01,0.78,0.68,12.47,-,1.06,0.79,0.52,-,1.08,1.28,2.07,-,1.41,0.11,0.17,-,0.88,0.65,0.32,-,Upgrade
13,Quick Ratio,2.09,2.09,-,1.84,-,1.75,-,1.52,-,1.65,-,1.62,-,1.58,-,2.97,-,3.22,-,2.63,-,Upgrade
14,Current Ratio,2.81,2.81,-,2.51,-,2.52,-,2.17,-,2.28,-,2.21,-,2.24,-,3.81,-,3.98,-,3.30,-,Upgrade
15,Return on Equity (ROE),8.24%,7.83%,-12.07%,-,4.66%,7.64%,-,-,2.65%,4.87%,-,-,2.05%,8.07%,-,-,4.37%,4.55%,-,-,Upgrade,
16,Return on Capital (ROIC),5.16%,5.87%,-1.17%,-,3.32%,5.03%,-,-,2.54%,3.43%,-,-,0.21%,4.99%,-,-,1.62%,3.19%,-,-,Upgrade,
17,Return on Capital Employed (ROCE),5.54%,5.60%,-,-,-,9.04%,-,8.18%,-,3.88%,-,3.33%,-,5.19%,-,5.19%,-,7.78%,-,8.65%,-,Upgrade
18,Earnings Yield,13.28%,14.40%,11.10%,9.66%,24.95%,25.71%,22.85%,21.29%,22.38%,12.54%,11.71%,14.22%,9.86%,10.93%,11.90%,7.51%,9.96%,16.82%,15.80%,16.80%,14.82%,Upgrade
19,Buyback Yield / Dilution,0.02%,-0.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
20,Total Shareholder Return,0.02%,-0.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
