,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,6109,6459,5494,4760,6552,8103,9023,8792,-,10164,10590,9381,9671,7492,7173,6927,6557,5413,3934,5686,Upgrade
1,Trading Asset Securities,1221,700,730,700,1000,700,100,200,-,-,-,-,-,-,-,-,300,900,1300,-,Upgrade
2,Cash & Short-Term Investments,7330,7159,6224,5460,7552,8803,9123,8992,-,10164,10590,9381,9671,7492,7173,6927,6857,6313,5234,5686,Upgrade
3,Cash Growth,-2.93%,-18.67%,-31.78%,-39.29%,-,-13.39%,-13.85%,-4.14%,-,35.66%,47.63%,35.43%,41.03%,18.68%,37.05%,21.83%,78.18%,25.26%,4.59%,-2.92%,Upgrade
4,Accounts Receivable,2267,2348,1969,2211,2323,1931,1522,1433,-,1642,1610,2136,2361,2866,2165,2028,1507,1340,1111,878.68,Upgrade
5,Other Receivables,28.01,21.22,23.58,170.67,19.61,14.55,20.6,32.87,-,44.41,159.14,180.57,165.88,122.35,184.22,114.87,37.68,17.39,1304,1176,Upgrade
6,Receivables,2295,2369,1992,2382,2343,1946,1542,1466,-,1686,1770,2316,2527,2988,2349,2143,1545,1358,2415,2055,Upgrade
7,Inventory,1065,968.34,947.66,889.77,814.3,748.43,843.88,876.73,-,1370,1416,1387,1219,690.46,629.43,566.04,621.68,748.67,815.41,756.15,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,0.25,-,0.02,-,0.01,-,0,-,0.16,-,5.08,-,-,Upgrade
9,Other Current Assets,135.58,172.92,148.16,201.6,146.51,173.12,145.57,126.93,-,177.66,699.7,374.65,315.11,371.02,814.55,768.87,1489,1669,1217,1135,Upgrade
10,Total Current Assets,10826,10670,9312,8933,10855,11670,11654,11462,-,13397,14475,13459,13732,11541,10967,10404,10513,10093,9682,9632,Upgrade
11,"Property, Plant & Equipment",26656,26483,26718,26911,25793,25846,26191,26653,-,26524,26319,26537,27822,27764,27331,27277,27610,27760,28493,28500,Upgrade
12,Long-Term Investments,182.11,176.78,193.91,191.12,192.25,189.16,218.45,213.76,-,212.83,209.6,206.68,237.5,232.96,221.62,212.28,211.82,196.86,194.53,182.61,Upgrade
13,Goodwill,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,-,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,98.32,Upgrade
14,Other Intangible Assets,1651,1704,1758,1811,1547,1595,1646,1698,-,1801,1854,1906,1928,1959,2010,2104,2032,2076,2120,2165,Upgrade
15,Long-Term Deferred Charges,4.14,4.51,4.89,5.26,5.64,6.02,6.39,6.77,-,7.2,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Other Long-Term Assets,1478,1356,919.37,994.03,1045,880.97,817.8,621.97,-,924.82,1286,932.22,1038,1360,1551,1006,840.53,860.73,1167,1197,Upgrade
17,Total Assets,40895,40492,39003,38944,39536,40286,40632,40754,-,42965,44242,43140,44855,42956,42178,41102,41305,41085,41754,41774,Upgrade
18,Accounts Payable,3130,3156,3185,3653,3083,3176,3253,3641,-,4044,4459,4279,4335,4128,4015,4219,4523,4471,4493,4599,Upgrade
19,Accrued Expenses,57.76,114.03,79.87,161.53,44.17,72.49,43.09,135.3,-,75.05,50.39,144.38,59.01,91.26,70.16,125.69,36.07,64.57,48.6,93.8,Upgrade
20,Short-Term Debt,1961,3071,2742,2212,2592,2984,2994,3781,-,4514,4035,3365,3109,1924,1996,1901,1301,1451,1251,1252,Upgrade
21,Current Portion of Long-Term Debt,4202,5047,4447,3615,3172,2791,2971,3084,-,2722,2764,2622,2592,2649,2671,3146,3166,3174,2315,2195,Upgrade
22,Current Portion of Leases,-,-,-,-,-,-,-,-,-,6.75,-,6.62,-,-,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,29.53,0.22,55.72,0.34,21.33,1.84,19.34,0.1,-,2.19,20.97,1.18,127.36,304.05,168.06,0.03,19.05,0.01,12.37,0.02,Upgrade
24,Current Unearned Revenue,11.63,21.9,15.97,6.95,4.86,6.68,9.98,12.47,-,157.68,256.1,292.67,27.43,2.93,11.19,4.6,-,-,-,-,Upgrade
25,Other Current Liabilities,78.75,92.8,105.54,86.8,91.45,101.7,109.01,76.22,-,275.15,852.05,618.33,1310,1169,1010,990.12,944.63,827.91,819.46,782.55,Upgrade
26,Total Current Liabilities,9471,11503,10631,9736,9008,9134,9399,10730,-,11797,12438,11329,11559,10268,9940,10387,9990,9989,8939,8922,Upgrade
27,Long-Term Debt,7342,7130,7121,8240,9894,11074,11324,9636,-,9287,9514,8778,9406,9414,10728,10318,11730,11532,12065,11539,Upgrade
28,Long-Term Leases,-,-,-,-,-,-,-,-,-,-,-,-,11.08,11.97,-,-,-,-,-,-,Upgrade
29,Long-Term Unearned Revenue,2377,469.95,496.61,490.36,517.3,538.96,557.3,574.65,-,544.14,548.66,556.73,584.29,588.78,580.37,581.13,616.2,599.12,598.45,578.7,Upgrade
30,Long-Term Deferred Tax Liabilities,10.75,9.72,10.75,10.75,12.82,12.82,12.82,12.82,-,14.89,14.89,14.89,16.96,16.96,16.96,16.96,19.03,19.03,19.03,19.03,Upgrade
31,Other Long-Term Liabilities,13.23,12.71,12.31,11.67,5.29,5.44,10.04,10.04,-,7.32,7.39,7.37,10.63,10.73,11.1,11.88,9.85,9.85,9.97,11.93,Upgrade
32,Total Liabilities,19214,19126,18271,18488,19437,20765,21303,20963,-,21649,22523,20687,21588,20311,21277,21315,22365,22148,21632,21071,Upgrade
33,Common Stock,3588,3588,3588,3588,3588,3588,3588,3588,-,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,Upgrade
34,Additional Paid-In Capital,20440,20440,20440,20440,20440,20440,20448,20448,-,20447,20470,20478,20500,20500,20500,20500,20500,20500,20500,20500,Upgrade
35,Retained Earnings,-2522,-2836,-3474,-3751,-4107,-4683,-4873,-4413,-,-2886,-2484,-1750,-941.67,-1561,-3300,-4411,-5276,-5281,-4185,-3604,Upgrade
36,Total Common Equity,21506,21193,20555,20277,19922,19346,19163,19624,-,21149,21575,22316,23147,22528,20789,19678,18813,18807,19904,20485,Upgrade
37,Minority Interest,175.35,173.91,177.86,178.33,177.47,175.13,166,166.97,-,166.93,144.15,137.39,119.94,117.14,113.08,109.35,127.16,129.64,217.92,218.81,Upgrade
38,Shareholders' Equity,21681,21367,20732,20455,20099,19521,19329,19791,-,21316,21719,22453,23267,22645,20902,19787,18940,18937,20122,20704,Upgrade
39,Total Liabilities & Equity,40895,40492,39003,38944,39536,40286,40632,40754,-,42965,44242,43140,44855,42956,42178,41102,41305,41085,41754,41774,Upgrade
40,Total Debt,13506,15248,14309,14067,15657,16849,17289,16501,-,16529,16313,14772,15118,13999,15394,15366,16198,16157,15632,14986,Upgrade
41,Net Cash (Debt),-6176,-8089,-8086,-8607,-8106,-8046,-8166,-7508,-,-6365,-5723,-5391,-5447,-6507,-8221,-8439,-9341,-9844,-10397,-9300,Upgrade
42,Net Cash Per Share,-1.73,-2.26,-2.24,-2.21,-2.25,-2.23,-2.27,-2.07,-,-1.77,-1.60,-1.47,-1.52,-1.81,-2.29,-2.58,-2.60,-2.75,-2.90,-2.55,Upgrade
43,Filing Date Shares Outstanding,3588,3588,3588,3588,3588,3588,3588,3588,3597,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,Upgrade
44,Total Common Shares Outstanding,3588,3588,3588,3588,3588,3588,3588,3588,3597,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,Upgrade
45,Working Capital,1355,-833.18,-1319,-802.61,1847,2537,2255,732.24,-,1601,2037,2130,2173,1273,1026,17.36,522.49,104.83,742.3,709.78,Upgrade
46,Book Value Per Share,5.99,5.91,5.73,5.65,5.55,5.39,5.34,5.47,-,5.89,6.01,6.22,6.45,6.28,5.79,5.48,5.24,5.24,5.55,5.71,Upgrade
47,Tangible Book Value,19757,19390,18699,18367,18277,17653,17419,17828,-,19249,19623,20311,21121,20471,18680,17476,16682,16633,17685,18222,Upgrade
48,Tangible Book Value Per Share,5.51,5.40,5.21,5.12,5.09,4.92,4.85,4.97,-,5.36,5.47,5.66,5.89,5.70,5.21,4.87,4.65,4.64,4.93,5.08,Upgrade
49,Buildings,-,5872,-,5072,-,4777,-,4777,-,4563,-,4563,-,4467,-,3751,-,3770,-,3560,Upgrade
50,Machinery,-,27342,-,26600,-,26154,-,25745,-,25704,-,25303,-,24675,-,18600,-,18731,-,19107,Upgrade
51,Construction In Progress,-,2182,-,3180,-,2359,-,3226,-,2330,-,1586,-,2414,-,8619,-,7737,-,6436,Upgrade
