,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,63.61,89.78,91.92,96.22,115.91,32.52,113.32,103.58,87.23,117.33
1,Short-Term Investments,-,3.22,-,2.03,-,-,-,-,-,-
2,Cash & Short-Term Investments,63.61,93,91.92,98.25,115.91,32.52,113.32,103.58,87.23,117.33
3,Cash Growth,-30.80%,-5.34%,-20.69%,202.12%,2.28%,-68.60%,29.91%,-11.72%,-11.81%,1.30%
4,Accounts Receivable,292.66,179.45,256.89,234.38,119.6,168.51,159.37,188.98,116.24,105.91
5,Other Receivables,-,2.19,-,0.51,-,1.75,2.39,4.22,2.31,2.42
6,Receivables,292.66,181.64,256.89,234.89,119.6,170.26,161.77,193.2,118.54,108.33
7,Inventory,18.05,12.57,18.26,9.43,19.94,23.56,44.22,14.8,13.56,22.01
8,Other Current Assets,109.35,116.81,74.59,148.98,112.41,149.74,30.21,36.27,41.09,27.11
9,Total Current Assets,483.67,404.02,441.66,491.56,367.85,376.08,349.51,347.84,260.42,274.77
10,"Property, Plant & Equipment",5.19,5.35,5.77,5.76,5.61,3.5,3.74,3.4,3.51,4.49
11,Long-Term Accounts Receivable,1.71,2.93,5.37,9.05,-,-,-,-,-,-
12,Long-Term Deferred Tax Assets,0.28,0.08,0.09,0.09,-,-,-,1.55,0.6,0.6
13,Other Long-Term Assets,0.16,0.16,0.21,0.16,0.19,0.26,0.51,0.19,0.19,0.19
14,Total Assets,491.01,412.53,453.09,506.6,373.65,379.84,353.76,352.97,264.71,280.05
15,Accounts Payable,32.65,25.17,23.6,19.77,21.06,21.18,16.57,18.47,18.22,26
16,Accrued Expenses,-,11.31,-,7.21,-,5.37,-,5.39,-,2.97
17,Short-Term Debt,90.52,30,100,150,40,50,50,50,-,20
18,Current Portion of Leases,0.63,0.72,0.79,0.64,1.28,1.51,1.36,1.05,1.01,1.11
19,Current Income Taxes Payable,2.05,3.71,0.83,1.58,1.64,0.02,-,0.01,-,0.01
20,Other Current Liabilities,54.5,51.51,52.63,52.97,47.32,56.61,50.9,58.95,39.53,41.09
21,Total Current Liabilities,180.35,122.43,177.85,232.16,111.31,134.68,118.83,133.86,58.76,91.17
22,Long-Term Leases,0.86,1.12,1.49,1.56,1.87,0.2,0.89,1.02,1.49,1.95
23,Long-Term Deferred Tax Liabilities,9.67,9.67,9.93,9.93,9.28,9.28,8.88,8.88,7.94,7.94
24,Total Liabilities,190.88,133.23,189.27,243.65,122.46,144.16,128.6,143.76,68.18,101.06
25,Common Stock,27.22,27.22,27.22,27.22,27.22,27.22,27.22,27.22,27.22,27.22
26,Additional Paid-In Capital,38.04,38.04,38.04,38.04,38.04,38.04,38.04,38.04,38.04,38.04
27,Retained Earnings,188.85,167.53,152.05,151.18,139.42,123.92,113.39,97.44,84.77,67.23
28,Comprehensive Income & Other,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51
29,Total Common Equity,300.62,279.3,263.82,262.95,251.19,235.68,225.16,209.21,196.54,178.99
30,Minority Interest,-0.49,-,-,-,-,-,-,-,-,-
31,Shareholders' Equity,300.12,279.3,263.82,262.95,251.19,235.68,225.16,209.21,196.54,178.99
32,Total Liabilities & Equity,491.01,412.53,453.09,506.6,373.65,379.84,353.76,352.97,264.71,280.05
33,Total Debt,92.01,31.85,102.28,152.19,43.15,51.71,52.26,52.07,2.5,23.06
34,Net Cash (Debt),-28.4,61.16,-10.35,-53.95,72.76,-19.19,61.06,51.51,84.74,94.27
35,Net Cash Growth,-,-,-,-,19.15%,-,-27.94%,-45.36%,11.81%,24.33%
36,Net Cash Per Share,-0.07,0.15,-0.02,-0.13,0.18,-0.05,0.15,0.12,0.20,0.23
37,Filing Date Shares Outstanding,415,415,415,415,415,415,415,415,415,415
38,Total Common Shares Outstanding,415,415,415,415,415,415,415,415,415,415
39,Working Capital,303.32,281.58,263.81,259.39,256.55,241.4,230.68,213.98,201.66,183.6
40,Book Value Per Share,0.72,0.67,0.64,0.63,0.61,0.57,0.54,0.50,0.47,0.43
41,Tangible Book Value,300.62,279.3,263.82,262.95,251.19,235.68,225.16,209.21,196.54,178.99
42,Tangible Book Value Per Share,0.72,0.67,0.64,0.63,0.61,0.57,0.54,0.50,0.47,0.43
43,Machinery,-,5.94,-,12.72,-,15.12,-,14.86,-,14.22
44,Leasehold Improvements,-,2.93,-,2.43,-,0.51,-,0.51,-,0.44
