,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,5551,6009,4311,5714,6077,6603,6422,6550,6771,6362,8041,10324,8925,8485,8511,8347,8228,8918,9403,8988,11563,Upgrade
1,Market Cap Growth,-9.00%,-9.00%,-32.87%,-12.76%,-10.25%,3.80%,-20.14%,-36.56%,-24.13%,-25.02%,-5.53%,23.68%,8.47%,-4.86%,-9.48%,-7.13%,-28.84%,-21.06%,-29.96%,-29.10%,18.17%,Upgrade
2,Enterprise Value,30159,29856,29237,30295,29548,30014,31545,32213,31873,33174,35398,38523,34794,33792,37456,37204,34776,34086,35631,33368,35943,Upgrade
3,Last Close Price,0.74,0.79,0.64,0.64,0.70,0.80,0.81,0.86,0.88,0.80,1.03,1.13,1.13,1.27,1.39,1.36,1.36,1.36,1.59,1.56,2.20,Upgrade
4,PE Ratio,-,-,-,-,81.04,-7.83,-,-3.58,-,-,-,-38.65,-,22.57,-,27.72,-,21.61,-,8.98,6.72,Upgrade
5,PS Ratio,0.22,0.54,0.34,0.40,0.35,0.42,0.44,0.39,0.46,0.42,0.37,0.47,0.33,0.23,0.28,0.32,0.38,0.53,0.57,0.47,0.51,Upgrade
6,PB Ratio,0.19,0.38,0.28,0.35,0.36,0.39,0.37,0.36,0.38,0.34,0.40,0.43,0.38,0.36,0.37,0.35,0.35,0.40,0.44,0.40,0.52,Upgrade
7,P/FCF Ratio,-,-193.89,-507.00,-,-,2.32,1.62,1.50,1.50,0.99,1.38,1.12,1.05,1.53,1.57,5.07,27.55,-12.10,17.10,-,-,Upgrade
8,P/OCF Ratio,-,-193.89,-507.00,-,-,2.32,1.62,1.50,1.50,0.99,1.38,1.12,1.05,1.53,1.57,5.07,27.55,-12.10,17.10,-,-,Upgrade
9,EV/Sales Ratio,2.72,2.70,2.28,2.10,1.70,1.90,2.18,1.90,2.17,2.20,1.62,1.74,1.28,0.92,1.25,1.42,1.63,2.01,2.18,1.74,1.60,Upgrade
10,EV/EBITDA Ratio,24.47,22.44,-,16.18,13.99,26.58,63.81,426.49,-,-,-,40.21,-,11.72,16.05,19.87,20.21,20.35,-,12.89,9.99,Upgrade
11,EV/EBIT Ratio,42.47,32.37,-,20.56,17.30,40.76,171.09,-97.63,-,-,-,47.08,-,12.30,17.48,22.75,24.38,25.46,-,14.47,10.87,Upgrade
12,EV/FCF Ratio,-171.06,-963.30,-3438.42,-,-,10.55,7.97,7.37,7.04,5.15,6.10,4.16,4.08,6.10,6.91,22.61,116.43,-46.24,64.82,-,-,Upgrade
13,Debt / Equity Ratio,1.98,1.98,1.93,1.87,1.87,1.81,1.88,1.99,1.83,1.68,1.88,1.58,1.74,1.60,1.67,1.60,1.76,1.81,1.81,1.74,1.75,Upgrade
14,Debt / EBITDA Ratio,25.11,13.19,-,38.72,8.82,14.30,28.70,21.36,-,-,-,39.91,-,10.44,22.17,12.85,12.33,30.08,8391.80,17.81,12.46,Upgrade
15,Debt / FCF Ratio,-,-998.67,-3502.95,-,-,10.88,8.17,8.34,7.29,4.84,6.52,4.09,4.87,6.75,7.16,23.18,138.31,-55.02,70.91,-,-,Upgrade
16,Asset Turnover,0.10,0.13,0.12,0.36,0.20,0.19,0.25,0.25,0.11,0.24,0.12,0.25,0.35,0.19,0.31,0.57,0.06,0.04,0.11,0.42,Upgrade,
17,Inventory Turnover,0.23,0.06,0.23,0.15,0.45,0.26,0.26,0.37,0.37,0.15,0.38,0.16,0.39,0.46,0.22,0.37,0.77,0.05,0.04,0.10,0.50,Upgrade
18,Quick Ratio,0.44,0.44,0.47,0.51,0.53,0.53,0.54,0.52,0.39,0.35,0.43,0.43,0.44,0.37,0.40,0.34,0.36,0.35,0.35,0.38,0.36,Upgrade
19,Current Ratio,1.90,1.90,2.00,2.26,2.18,2.13,2.04,1.90,1.74,1.77,1.72,1.82,1.71,1.72,1.80,1.86,1.80,1.69,1.67,1.76,1.65,Upgrade
20,Return on Equity (ROE),-5.72%,-16.87%,-5.80%,-0.91%,0.07%,-1.97%,1.20%,-21.51%,-7.21%,-10.98%,0.75%,-2.93%,0.16%,-1.52%,6.38%,7.87%,0.04%,-1.14%,4.84%,6.86%,Upgrade,
21,Return on Assets (ROA),1.99%,-1.62%,0.34%,2.91%,1.57%,0.78%,0.98%,-0.65%,-0.42%,-0.84%,0.52%,-1.71%,2.24%,0.99%,1.78%,1.75%,0.57%,-0.21%,1.12%,1.59%,Upgrade,
22,Return on Capital (ROIC),2.49%,-2.01%,0.42%,3.83%,2.18%,1.10%,1.42%,-0.99%,-0.64%,-1.28%,0.79%,-2.59%,3.50%,1.55%,2.80%,2.93%,0.99%,-0.36%,1.89%,2.75%,Upgrade,
23,Earnings Yield,-17.70%,-16.35%,-16.94%,-2.62%,1.23%,-12.36%,-17.81%,-27.48%,-26.31%,-15.39%,-8.34%,-0.94%,2.93%,6.47%,5.24%,5.65%,3.91%,6.12%,6.38%,12.56%,16.00%,Upgrade
24,FCF Yield,-3.18%,-0.52%,-0.20%,4.35%,25.15%,43.07%,61.67%,66.78%,66.85%,101.24%,72.22%,89.65%,95.46%,65.24%,63.68%,19.71%,3.63%,-8.26%,5.85%,30.70%,1.17%,Upgrade
25,Dividend Yield,2.90%,-,-,-,3.15%,-,-,-,-,-,-,-,1.09%,-,-,-,2.62%,-,-,-,7.62%,Upgrade
26,Payout Ratio,0.00%,-,-,-,794.51%,1938.30%,-,1250.01%,-,-,-,1801.41%,-,1405.30%,-,137.06%,325.08%,-,-,240.43%,177.04%,Upgrade
27,Buyback Yield / Dilution,4.70%,7.92%,6.01%,-6.38%,10.35%,-12.05%,1.75%,-1.92%,-7.60%,65.00%,-12.38%,10.82%,-,95.23%,-12.47%,8.83%,2.01%,-5473.18%,14.68%,-15.42%,-3.67%,Upgrade
28,Total Shareholder Return,7.61%,7.92%,6.01%,-6.38%,13.50%,-12.05%,1.75%,-1.92%,-7.60%,65.00%,-12.38%,10.82%,1.09%,95.23%,-12.47%,8.83%,4.63%,-5473.18%,14.68%,-15.42%,3.95%,Upgrade
