,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,2.56,1.67,2.54,3.38,2.34,4.05,7.67,5.01,6.04,7.47
1,Cash & Short-Term Investments,2.56,1.67,2.54,3.38,2.34,4.05,7.67,5.01,6.04,7.47
2,Cash Growth,0.83%,-50.71%,8.24%,-16.54%,-69.45%,-19.09%,26.94%,-32.99%,-3.53%,103.54%
3,Accounts Receivable,11.32,22.56,19.05,18.44,24.1,21.87,37.64,44.48,35.6,29.48
4,Other Receivables,0.03,0.03,3.66,0.04,3.62,-,5.19,0.42,3.1,-
5,Receivables,11.34,22.59,22.7,18.47,27.72,21.87,42.82,44.9,38.7,29.48
6,Inventory,12.03,9.97,17.31,15.24,22.1,15.56,15.73,8.3,12.96,11.35
7,Prepaid Expenses,9.88,7.1,0.13,7.06,0.11,5.23,0.01,6.32,0.07,11.45
8,Other Current Assets,1.03,0.38,0.47,0.38,1,0.68,1.92,0.91,1.01,1.26
9,Total Current Assets,36.84,41.7,43.14,44.53,53.26,47.39,68.14,65.44,58.78,61
10,"Property, Plant & Equipment",0.64,0.56,0.57,0.82,0.81,1.21,0.92,0.92,1.05,1.21
11,Long-Term Investments,4.26,4.26,4.26,6.29,6.29,6.23,6.28,6.16,6.16,-
12,Goodwill,-,-,-,0.25,0.26,0.29,0.29,0.28,0.28,0.26
13,Other Intangible Assets,5.03,4.35,3.49,2.78,1.83,0.02,0.02,0.02,0.03,0.05
14,Long-Term Deferred Tax Assets,-,-,-,0.68,0.68,0.09,0.09,0.06,0.06,-
15,Other Long-Term Assets,2.49,2.49,2.73,2.7,2.67,2.72,1.47,1.43,1.43,1.42
16,Total Assets,49.26,53.36,54.19,58.05,65.81,57.93,77.2,74.29,67.79,63.94
17,Accounts Payable,13.03,10.25,15.49,13.93,18.12,14.17,23.29,28.77,21.06,27.33
18,Accrued Expenses,5.03,4.6,0.62,1.38,0.55,1.9,0.58,3.66,0.56,2.47
19,Short-Term Debt,13.89,16.8,12.72,10.77,11.11,5.58,17.15,7.81,13.26,1.36
20,Current Portion of Leases,0.21,0.09,0.18,0.28,0.38,0.34,0.25,0.28,0.36,0.25
21,Current Income Taxes Payable,-,-,-,-,-,0.35,0.37,-,-,0.74
22,Current Unearned Revenue,-,-,0.52,-,0.73,-,0.52,-,0.48,-
23,Other Current Liabilities,-,-,1.65,-,0.33,-,0.56,-,0.05,-
24,Total Current Liabilities,32.16,31.73,31.18,26.36,31.22,22.34,42.71,40.53,35.77,32.15
25,Long-Term Debt,1.28,1.28,-,-,-,-,-,-,-,-
26,Long-Term Leases,0.1,0.09,-,-,0.11,0.2,0.16,0.11,0.07,0.36
27,Long-Term Deferred Tax Liabilities,0.59,0.5,0.42,-,-,-,-,-,-,-
28,Total Liabilities,34.14,33.6,31.59,26.36,31.33,22.54,42.87,40.63,35.84,32.51
29,Common Stock,1.42,1.42,1.42,1.42,1.42,1.03,1.03,1.03,1.03,1.03
30,Additional Paid-In Capital,14.7,14.7,14.7,14.7,14.7,12.79,12.79,12.79,12.79,12.79
31,Retained Earnings,-2.12,2.99,5.83,12.86,15.58,18.56,17.16,16.67,14.99,14.62
32,Comprehensive Income & Other,1.13,0.65,0.65,2.71,2.79,3.01,3.35,3.17,3.14,2.98
33,Shareholders' Equity,15.12,19.76,22.6,31.69,34.48,35.4,34.33,33.66,31.95,31.43
34,Total Liabilities & Equity,49.26,53.36,54.19,58.05,65.81,57.93,77.2,74.29,67.79,63.94
35,Total Debt,15.49,18.25,12.9,11.05,11.6,6.11,17.56,8.2,13.69,1.97
36,Net Cash (Debt),-12.93,-16.59,-10.36,-7.67,-9.25,-2.06,-9.89,-3.19,-7.65,5.5
37,Net Cash Growth,-,-,-,-,-,-,-,-,-,732.22%
38,Net Cash Per Share,-0.01,-0.02,-0.01,-0.01,-0.01,-0.00,-0.01,-0.00,-0.01,0.01
39,Filing Date Shares Outstanding,1098,1098,1098,1098,1098,800,800,800,800,800
40,Total Common Shares Outstanding,1098,1098,1098,1098,1098,800,800,800,800,800
41,Working Capital,4.67,9.97,11.97,18.18,22.04,25.05,25.43,24.91,23.01,28.86
42,Book Value Per Share,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04
43,Tangible Book Value,10.09,15.41,19.11,28.66,32.39,35.09,34.03,33.37,31.64,31.12
44,Tangible Book Value Per Share,0.01,0.01,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04
45,Machinery,-,-,0.87,-,0.86,-,0.97,-,0.91,-
46,Leasehold Improvements,-,-,0.47,-,0.11,-,0.12,-,0.12,-
