,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,104,149,115,54,66,76,122,156,252,158,2560
1,Market Cap Growth,177.55%,177.55%,75.00%,-28.99%,-45.82%,-51.43%,-51.75%,-1.52%,-90.16%,-89.85%,-
2,Enterprise Value,205,279,196,114,138,92,199,181,311,116,2527
3,Last Close Price,0.10,0.14,0.10,0.05,0.06,0.07,0.14,0.18,0.30,0.19,3.02
4,PE Ratio,-,-,-,-,-,-,8.17,9.22,15.87,10.11,87.82
5,PS Ratio,0.22,0.31,0.23,0.10,0.10,0.08,0.09,0.09,0.15,0.13,2.59
6,PB Ratio,0.89,1.27,0.75,0.30,0.27,0.28,0.44,0.58,0.96,0.64,10.51
7,P/TBV Ratio,1.91,1.91,0.96,0.36,0.29,0.30,0.44,0.59,0.97,0.65,10.61
8,P/FCF Ratio,-,-,-,-,-1.24,-,4.29,-,-68.03,-,-47.86
9,P/OCF Ratio,-,-,-,-,-1.25,-,3.95,-,-91.15,-,-52.41
10,EV/Sales Ratio,0.42,0.58,0.39,0.22,0.21,0.10,0.15,0.10,0.19,0.10,2.55
11,EV/EBITDA Ratio,-,-,-,-,-,-,6.72,5.41,13.60,-,42.08
12,EV/EBIT Ratio,-,-,-,-,-,-,7.04,5.71,14.97,-,42.93
13,EV/FCF Ratio,-,-,-,-,-2.60,-,7.01,-,-84.04,-,-47.25
14,Debt / Equity Ratio,1.02,1.02,0.92,0.57,0.35,0.34,0.17,0.51,0.24,0.43,0.06
15,Debt / FCF Ratio,-,-,-,-,-1.63,-,1.69,-,-17.19,-,-0.29
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,10.11%,11.76%,7.93%,-,23.89%
17,Earnings Yield,-59.18%,-41.34%,-66.84%,-141.54%,-67.81%,-16.30%,12.24%,10.85%,6.30%,9.89%,1.14%
18,FCF Yield,-,-99.90%,-110.67%,-80.57%,2.61%,23.32%,-0.85%,-1.47%,-21.05%,-2.09%,
19,Buyback Yield / Dilution,-,-,-34.75%,-35.84%,-1.87%,-1.05%,-,-,-1.88%,-33.33%,
20,Total Shareholder Return,-,-,-34.75%,-35.84%,-1.87%,-1.05%,-,-,-1.88%,-33.33%,
