,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Market Capitalization,1305,895,780,500,460,560,665,920,1495,1590,785,Upgrade
1,Market Cap Growth,79.00%,79.00%,69.57%,-10.71%,-30.83%,-39.13%,-55.52%,-42.14%,90.45%,65.63%,-15.14%,Upgrade
2,Enterprise Value,1468,1097,1009,817,690,685,783,1131,1552,1744,831,Upgrade
3,Last Close Price,2.61,1.73,1.50,0.96,0.89,1.08,1.28,1.77,2.88,3.07,1.51,Upgrade
4,PE Ratio,29.18,20.02,35.34,96.19,-,33.61,-,-,-,109.45,-,Upgrade
5,PS Ratio,1.18,0.81,0.94,0.66,0.65,1.64,-,2.35,-,1.49,0.80,Upgrade
6,PB Ratio,2.46,1.79,1.63,1.05,0.97,1.19,1.40,1.87,3.37,4.01,2.04,Upgrade
7,P/TBV Ratio,1.69,1.69,1.56,1.02,0.96,1.17,1.40,2.18,3.86,4.74,2.49,Upgrade
8,P/FCF Ratio,17.27,11.85,9.44,11.58,-,-,-,-,-,86.31,-11.23,Upgrade
9,P/OCF Ratio,10.30,10.30,8.25,7.09,85.12,763.98,-,-,-,29.09,-75.76,Upgrade
10,EV/Sales Ratio,1.33,0.99,1.21,1.08,0.98,2.01,-,2.89,-,1.63,0.85,Upgrade
11,EV/EBITDA Ratio,13.38,10.06,12.40,13.06,14.93,31.75,-,19.77,-,-152.71,-,Upgrade
12,EV/EBIT Ratio,38.19,27.10,66.73,108.59,-,152.73,-,26.29,-,-,-,Upgrade
13,EV/FCF Ratio,19.43,14.51,12.21,18.91,-,-,-,-,-,94.64,-11.89,Upgrade
14,Debt / Equity Ratio,0.83,0.83,0.84,0.88,0.99,0.87,0.62,0.61,0.68,0.52,0.53,Upgrade
15,Debt / FCF Ratio,5.50,5.50,4.85,9.67,-,-,-,-,-,11.22,-2.92,Upgrade
16,Return on Capital Employed (ROCE),4.95%,4.95%,1.90%,0.91%,-,0.53%,-,6.11%,-,-,-,Upgrade
17,Earnings Yield,3.43%,5.00%,2.83%,1.04%,2.63%,2.98%,-,-1.25%,-,0.91%,3.13%,Upgrade
18,FCF Yield,5.79%,8.44%,10.59%,8.64%,-5.92%,-2.36%,-,-6.32%,-,1.16%,-8.90%,Upgrade
19,Buyback Yield / Dilution,0.01%,0.02%,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,3.84%,0.02%,-,-,-,-,-,-,-,-,-,Upgrade
