,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2074,2617,2899,3523,3624,3785,4047,4087,4107,3906,4288,Upgrade
1,Market Cap Growth,-25.71%,-25.71%,-20.00%,-6.91%,-10.45%,-7.39%,-1.47%,4.64%,-4.23%,-20.49%,-11.25%,Upgrade
2,Enterprise Value,9653,10332,10171,9211,5005,5544,4666,4597,5379,4531,5302,Upgrade
3,Last Close Price,1.03,1.28,1.37,1.64,1.61,1.66,1.73,1.73,1.71,1.62,1.69,Upgrade
4,PE Ratio,17.64,-,10.34,8.50,8.67,7.86,10.70,36.53,432.01,-,20.14,Upgrade
5,PS Ratio,0.16,0.20,0.21,0.25,0.27,0.31,0.34,0.32,0.33,0.29,0.30,Upgrade
6,PB Ratio,0.19,0.22,0.24,0.29,0.30,0.32,0.33,0.34,0.34,0.33,0.34,Upgrade
7,P/TBV Ratio,0.25,0.25,0.27,0.33,0.34,0.36,0.38,0.39,0.38,0.38,0.38,Upgrade
8,P/FCF Ratio,-,-339.29,-,-,-,7.27,6.06,4.72,6.40,325.24,-,Upgrade
9,P/OCF Ratio,4.21,4.21,-3.29,-,-,4.67,4.23,3.20,3.89,9.09,18.43,Upgrade
10,EV/Sales Ratio,0.74,0.79,0.74,0.64,0.37,0.45,0.39,0.36,0.44,0.34,0.36,Upgrade
11,EV/EBITDA Ratio,8.46,11.25,9.31,11.53,8.25,10.22,10.30,6.96,10.70,10.76,8.38,Upgrade
12,EV/EBIT Ratio,22.84,24.74,16.76,25.08,-,31.77,-,13.52,28.51,63.57,19.59,Upgrade
13,EV/FCF Ratio,-1251.38,-1339.38,-,-,-,10.64,6.98,5.31,8.38,377.30,-,Upgrade
14,Debt / Equity Ratio,0.70,0.70,0.69,0.65,0.59,0.26,0.24,0.29,0.29,0.33,0.32,Upgrade
15,Debt / FCF Ratio,-,-1083.08,-,-,-,5.77,4.43,4.07,5.44,325.86,-,Upgrade
16,Return on Capital Employed (ROCE),2.74%,2.74%,3.84%,2.44%,-,1.37%,-,2.47%,1.37%,0.56%,1.98%,Upgrade
17,Earnings Yield,5.67%,4.49%,9.67%,11.76%,11.54%,12.72%,9.34%,2.74%,0.23%,1.04%,4.97%,Upgrade
18,FCF Yield,-0.37%,-0.29%,-52.07%,-54.07%,-18.08%,13.76%,16.51%,21.19%,15.64%,0.31%,-4.31%,Upgrade
19,Dividend Yield,7.28%,5.08%,5.47%,6.42%,6.22%,4.53%,3.77%,2.60%,2.33%,6.17%,6.49%,Upgrade
20,Total Shareholder Return,7.28%,5.08%,5.47%,6.42%,6.22%,4.53%,3.77%,2.60%,2.33%,6.17%,6.49%,Upgrade
