,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Operating Revenue,353.17,522.29,360.84,159.36,386.19,664.16,630.6,1895,494.96,696.87,616.34,1114,505.98,659.77,484.07,1168,704.19,1041,547.55,1191,Upgrade
1,Other Revenue,-6.15,6.15,-,12.11,-2.95,2.95,-,21.1,-11.23,11.23,-,19.81,-7.84,7.84,-,12.66,-6.49,6.49,-,41.69,Upgrade
2,Revenue,347.02,528.44,360.84,171.48,383.23,667.11,630.6,1916,483.73,708.1,616.34,1134,498.14,667.61,484.07,1181,697.69,1047,547.55,1233,Upgrade
3,Revenue Growth (YoY),-9.45%,-20.79%,-42.78%,-91.05%,-20.78%,-5.79%,2.31%,68.91%,-2.89%,6.07%,27.32%,-3.95%,-28.60%,-36.24%,-11.59%,-4.23%,7.80%,16.42%,-14.23%,1.41%,Upgrade
4,Cost of Revenue,398.45,521.13,427.33,486.76,516.17,599.09,447.8,1565,545.43,588.45,570.49,808.59,523.14,592.64,501.31,829.72,546.42,838.7,493.24,839.56,Upgrade
5,Gross Profit,-51.42,7.31,-66.49,-315.29,-132.94,68.02,182.81,350.42,-61.7,119.66,45.85,325.55,-25,74.97,-17.24,351.05,151.27,208.38,54.31,393.34,Upgrade
6,"Selling, General & Admin",80.61,90.99,91.42,75.11,81.43,94.35,97.57,215.01,86.68,74.6,92.57,58.58,90.14,76.45,114.6,185.41,99.84,121.64,72.14,224.61,Upgrade
7,Research & Development,7.16,2.7,2.92,3.87,4.14,2.57,2.77,4.47,4.45,4.27,3.46,3.81,3.31,7.78,6.42,7.48,5,-16.37,27.39,10.81,Upgrade
8,Other Operating Expenses,2.96,3.8,2.35,1.12,-9.44,-7.05,-8.19,34.63,-11.68,-8.68,-5.96,26.3,-8.71,-5.07,-5.5,27.11,-5.99,-7.87,-5.93,42.35,Upgrade
9,Operating Expenses,146.54,161.52,132.67,327.52,135.21,155.64,122.29,425.77,180.98,47.83,-23.56,225.29,152.66,187.64,132.08,393.68,91.8,163.84,98.65,389.19,Upgrade
10,Operating Income,-197.97,-154.21,-199.16,-642.8,-268.15,-87.62,60.52,-75.35,-242.68,71.83,69.41,100.26,-177.66,-112.67,-149.32,-42.63,59.47,44.55,-44.35,4.16,Upgrade
11,Interest Expense,-85.85,-87.28,-82.76,-107.77,-79.54,-81.56,-74.08,-80.48,-78.12,-79.76,-78.11,-76.62,-76.4,-77.81,-63.58,-61.32,-74.23,-67.95,-51.07,-54.06,Upgrade
12,Interest & Investment Income,12.54,10.22,70.29,27.1,18.14,23.65,19.26,432.4,20.6,27.09,21.5,31.68,21.85,29.25,18.5,10.9,30.23,32.52,-,7.71,Upgrade
