,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,816.57,499.52,998.12,1589,1772,3093,2001,1337,2050,1591
1,Revenue Growth (YoY),-18.19%,-68.57%,-43.67%,-48.62%,-11.44%,131.41%,-2.40%,-15.97%,70.37%,19.47%
2,Cost of Revenue,676.96,606.78,929.42,1340,1364,2704,1582,1026,1561,1253
3,Gross Profit,139.61,-107.26,68.7,249.12,408.43,389,419.03,310.88,489.31,337.28
4,"Selling, General & Admin",158.53,205.94,206.96,226.57,173.35,228.65,209.01,192.42,185.53,241.65
5,Other Operating Expenses,-,43.53,2.88,-5.27,8.32,39.3,0.35,24.93,-,0.91
6,Operating Expenses,158.53,1419,209.84,296.94,181.67,267.96,209.36,217.34,185.53,242.56
7,Operating Income,-18.92,-1526,-141.14,-47.82,226.76,121.05,209.67,93.54,303.78,94.72
8,Interest Expense,-140.71,-181.43,-134.75,-123.17,-109.64,-108,-102.39,-112.9,-107.65,-131.59
9,Interest & Investment Income,0.39,0.29,0.77,0.52,1.33,1.03,1.16,1.9,2.07,0.77
10,Earnings From Equity Investments,4.11,-642.21,-63.69,-188.91,-9.83,-103.49,112.89,240.25,23.33,69.49
11,Currency Exchange Gain (Loss),-6.86,-38.75,-9.09,-35.59,-23.4,-39.62,4.55,-28.25,0.13,-4.24
12,Other Non Operating Income (Expenses),28.88,-0.39,2.58,-2.18,4.91,1.37,3.56,85.37,72.49,138.08
13,EBT Excluding Unusual Items,-133.11,-2389,-345.33,-397.14,90.13,-127.67,229.44,279.92,294.15,167.24
14,Gain (Loss) on Sale of Assets,1.54,-6.08,-0.14,-0.93,0.38,6.57,-1.67,-4.36,13.56,-0.5
15,Asset Writedown,-,-111.33,-,-9.81,-,-,-,0.1,-1,-0.4
16,Other Unusual Items,-,-3.6,-,1.17,-,-,-,-,-,-
17,Pretax Income,-131.57,-2510,-345.47,-406.71,90.51,-121.1,227.78,275.66,306.71,166.34
18,Income Tax Expense,6.73,16.97,-17.93,-51.61,16.12,25.63,24.31,15.77,41.17,26.76
19,Earnings From Continuing Operations,-138.3,-2527,-327.54,-355.1,74.39,-146.73,203.47,259.89,265.54,139.58
20,Minority Interest in Earnings,-0.3,0.24,-0.16,-22.41,-13.74,-5.6,-5.45,-6.94,-2.2,1.29
21,Net Income,-138.6,-2526,-327.7,-377.5,60.65,-152.33,198.02,252.96,263.34,140.86
22,Net Income to Common,-138.6,-2526,-327.7,-377.5,60.65,-152.33,198.02,252.96,263.34,140.86
23,Net Income Growth,-,-,-,-,-69.37%,-,-24.80%,79.58%,84.55%,141.93%
24,Shares Outstanding (Basic),6669,4804,2688,2688,2692,2679,2631,2622,2550,2550
25,Shares Outstanding (Diluted),6669,4804,2688,2688,2692,2679,2631,2622,2552,2551
26,Shares Change (YoY),148.12%,78.70%,-0.16%,0.33%,2.34%,2.21%,3.11%,2.78%,0.02%,0.03%
27,EPS (Basic),-0.02,-0.53,-0.12,-0.14,0.02,-0.06,0.08,0.10,0.10,0.06
28,EPS (Diluted),-0.02,-0.53,-0.12,-0.14,0.02,-0.06,0.08,0.10,0.10,0.06
29,EPS Growth,-,-,-,-,-70.11%,-,-27.07%,74.73%,84.42%,141.71%
30,Free Cash Flow,75.99,56.95,71.75,178.61,-39.18,-133.06,-1025,1045,476.69,393.97
31,Free Cash Flow Per Share,0.01,0.01,0.03,0.07,-0.01,-0.05,-0.39,0.40,0.19,0.15
32,Dividend Per Share,-,-,-,-,-,-,0.007,0.035,0.015,0.022
33,Dividend Growth,-,-,-,-,-,-,-50.33%,56.82%,174.55%,358.33%
34,Operating Margin,-2.32%,-305.50%,-14.14%,-3.01%,12.80%,3.91%,10.48%,7.00%,14.82%,5.95%
35,Profit Margin,-16.97%,-505.74%,-32.83%,-23.75%,3.42%,-4.92%,9.90%,18.93%,12.84%,8.86%
36,Free Cash Flow Margin,9.31%,11.40%,7.19%,11.24%,-2.21%,-4.30%,-51.20%,78.19%,23.25%,24.77%
37,EBITDA,98.64,-1407,-19.42,67.97,367.24,274.88,366.98,256.23,453.9,287.29
38,D&A For EBITDA,117.56,119.32,121.72,115.78,140.48,153.83,157.31,162.69,150.13,192.57
39,EBIT,-18.92,-1526,-141.14,-47.82,226.76,121.05,209.67,93.54,303.78,94.72
