,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,253.22,131.23,111.88,122.35,359.93,462.36,655.99,978.18,921.27,772.44
1,Short-Term Investments,-,107.68,-,119.75,-,127.48,-,107.18,-,409.14
2,Trading Asset Securities,-,-,-,7.86,-,-,-,-,-,-
3,Cash & Short-Term Investments,253.22,238.91,111.88,249.96,359.93,589.84,655.99,1085,921.27,1182
4,Cash Growth,126.33%,-4.42%,-68.92%,-57.62%,-45.13%,-45.66%,-28.79%,-8.14%,11.89%,29.06%
5,Accounts Receivable,1680,1621,2737,2906,2761,2681,788.77,621.64,836.65,1229
6,Other Receivables,0.58,3.41,5.98,23.9,0.97,8.79,6.57,8.01,12.58,65.43
7,Receivables,1681,1625,2743,2930,2761,2690,795.34,629.66,849.22,1300
8,Inventory,832.23,1029,980.1,1170,1234,1263,1224,1180,1130,885.86
9,Prepaid Expenses,168.63,25.62,241.5,162.95,504.49,285.77,763.8,212.41,894.56,47.18
10,Restricted Cash,12.29,12.26,12.22,11.98,8.2,71.1,66.16,66.59,67.93,81.64
11,Other Current Assets,14.3,15.4,4.29,25.93,19.67,77.15,23.28,174.25,84.55,459.58
12,Total Current Assets,2961,2947,4093,4550,4888,4977,3528,3348,3948,3956
13,"Property, Plant & Equipment",2082,2213,2458,2565,2572,3413,3555,3782,3768,3779
14,Long-Term Investments,882.2,991.78,1634,1736,1889,1746,1848,1755,898.07,853.05
15,Goodwill,-,-,-,-,1.46,81.49,81.49,81.49,81.49,81.49
16,Other Intangible Assets,8.94,9,41.79,39.67,40.05,89.32,91.46,92.36,89.57,94.15
17,Long-Term Accounts Receivable,-,-,-,4.67,-,4.21,-,4.25,-,2.96
18,Long-Term Deferred Tax Assets,17.17,20.81,42.18,15.07,2.54,2.43,2.82,4.75,17.54,15.33
19,Other Long-Term Assets,48.24,54.17,5.79,0.55,38.16,36.34,62.03,63.86,152.93,168.99
20,Total Assets,6000,6236,8275,8911,9431,10349,9169,9131,8956,8951
21,Accounts Payable,561.19,518.64,1844,2046,1964,2118,715.02,802.01,928.41,739.11
22,Accrued Expenses,-,249.98,-,80.59,-,82.11,-,49.59,-,-
