,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Operating Revenue,1.6,1.6,0.88,0.88,3.02,1.58,2.32,2.99,1.03,0.96,1.53,0.46,1.96,1.78,0.86,1,0.41,0.83,1.24,2.85,Upgrade
1,Other Revenue,0.31,0.31,0.23,0.23,0.12,0.21,0.23,0.17,0.13,0.23,0.15,0.39,0.13,0.03,0.06,0.01,0.01,0,0,0.01,Upgrade
2,Revenue,1.91,1.91,1.11,1.11,3.14,1.79,2.55,3.15,1.17,1.2,1.68,0.85,2.09,1.81,0.92,1.01,0.42,0.83,1.24,2.86,Upgrade
3,Revenue Growth (YoY),-39.10%,6.81%,-56.46%,-64.82%,169.61%,49.87%,51.73%,269.84%,-44.36%,-34.05%,82.00%,-15.39%,398.57%,118.84%,-25.59%,-64.83%,-95.24%,-58.14%,-36.23%,4.26%,Upgrade
4,Cost of Revenue,0.91,0.91,1.03,1.03,1.35,1.02,1.16,1.75,0.93,0.97,1.03,1.02,0.98,-6.55,1.08,1.26,11.44,1.7,1.74,2.14,Upgrade
5,Gross Profit,1.01,1.01,0.08,0.08,1.79,0.77,1.39,1.4,0.24,0.23,0.65,-0.17,1.12,8.36,-0.16,-0.25,-11.02,-0.87,-0.5,0.72,Upgrade
6,"Selling, General & Admin",-0.02,-0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.04,0.08,0.1,0.11,0.11,0.12,0.1,0.01,0.01,0,0.01,0,Upgrade
7,Other Operating Expenses,0.38,0.38,0.32,0.32,0.48,0.33,0.33,0.29,0.45,0.49,0.31,0.28,0.41,0.38,0.31,0.34,0.44,0.05,0.23,0.79,Upgrade
8,Operating Expenses,0.45,0.45,0.42,0.42,0.59,0.44,0.51,0.42,0.58,0.63,0.44,0.58,0.72,0.39,0.57,0.47,0.76,0.19,4.11,0.99,Upgrade
9,Operating Income,0.56,0.56,-0.34,-0.34,1.2,0.34,0.88,0.98,-0.34,-0.4,0.21,-0.75,0.4,7.97,-0.73,-0.71,-11.78,-1.06,-4.62,-0.27,Upgrade
10,Interest Expense,-0.14,-0.14,-0.15,-0.15,-0.19,-0.14,-0.14,-0.14,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0,-0,-0.01,Upgrade
11,Currency Exchange Gain (Loss),-0,-0,0,0,-0,0.01,0.03,-0.03,0,-0.04,0.04,-0,-0.02,-0.01,-0.01,0.03,-0.15,0.04,0.14,0.05,Upgrade
12,Other Non Operating Income (Expenses),-0.33,-0.33,-0.14,-0.14,-0.61,0.05,0.12,-,-1.1,-,-,-,0.36,0.01,0,0.01,-0.03,-0.01,0.05,0.01,Upgrade
13,EBT Excluding Unusual Items,0.08,0.08,-0.63,-0.63,0.4,0.26,0.88,0.81,-1.46,-0.47,0.23,-0.78,0.72,7.95,-0.76,-0.69,-11.99,-1.03,-4.43,-0.22,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-0.04,-,0.03,0.04,0.01,-,-,0.01,-,-,-,-,-,-,-,-,Upgrade
15,Other Unusual Items,-0,-0,0,0,0.02,-,0,0.01,0.02,-,0,0.01,0.01,0,0.02,0.27,0.22,0.4,-3.46,0.17,Upgrade
16,Pretax Income,0.08,0.08,-0.62,-0.62,0.38,0.26,0.92,0.86,-1.42,-0.47,0.23,-0.76,0.73,7.95,-0.74,-0.43,-11.76,-0.64,-7.88,-0.05,Upgrade
