,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,348,378,428,1025,846,965,1035,1194,1383,687,647,Upgrade
1,Market Cap Growth,-63.11%,-63.11%,-49.41%,6.19%,-18.27%,-19.17%,-25.18%,73.91%,113.85%,35.29%,109.68%,Upgrade
2,Enterprise Value,1745,1875,1888,2534,2344,2449,2561,2564,3169,2576,2583,Upgrade
3,Last Close Price,0.04,0.04,0.04,0.10,0.09,0.10,0.10,0.12,0.14,0.07,0.07,Upgrade
4,PE Ratio,36.16,39.24,-,145.06,-,-233.82,-,2.25,2.83,-,76.02,Upgrade
5,PS Ratio,0.62,0.68,0.74,1.71,1.42,1.24,1.19,1.55,2.13,0.83,0.65,Upgrade
6,PB Ratio,0.21,0.18,0.21,0.52,0.40,0.48,0.44,0.52,0.63,0.44,0.42,Upgrade
7,P/FCF Ratio,6.22,4.85,2.65,4.53,13.20,-,6.46,-,4.30,1.78,2.02,Upgrade
8,P/OCF Ratio,4.85,4.85,2.65,4.53,13.20,-,6.46,-,4.30,1.78,2.02,Upgrade
9,EV/Sales Ratio,3.13,3.36,3.26,4.23,3.93,3.15,2.95,3.33,4.87,3.12,2.60,Upgrade
10,EV/EBITDA Ratio,13.15,14.64,11.77,17.90,16.31,10.47,9.40,10.96,19.23,17.96,13.91,Upgrade
11,EV/EBIT Ratio,15.78,16.77,13.04,20.04,18.11,11.11,9.89,11.62,20.81,20.12,15.52,Upgrade
12,EV/FCF Ratio,31.16,24.07,11.69,11.21,36.59,-,15.98,-,9.85,6.66,8.05,Upgrade
13,Debt / Equity Ratio,0.56,0.56,0.65,0.70,0.67,0.70,0.64,0.68,0.63,1.19,1.20,Upgrade
14,Debt / FCF Ratio,15.39,15.39,8.34,6.04,22.34,-,9.44,-,4.34,4.80,5.77,Upgrade
15,Earnings Yield,2.77%,2.55%,1.72%,0.69%,0.81%,-0.43%,0.62%,44.41%,35.39%,-3.24%,1.32%,Upgrade
16,FCF Yield,16.08%,20.60%,37.73%,22.05%,7.57%,11.95%,15.48%,9.87%,23.25%,56.30%,49.62%,Upgrade
17,Buyback Yield / Dilution,-,-,-,-0.00%,0.00%,10.15%,-,-11.30%,-,-0.00%,Upgrade,
18,Total Shareholder Return,-,-,-,-0.00%,0.00%,10.15%,-,-11.30%,-,-0.00%,Upgrade,
