,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,40159662,31808530,34146847,31734298,29321749,31288905,32736434,35965538,34592241,39714268,38971945,45652850,41570075,43351649,43351649,44242437,48993302,36151119,33775686,27465942,50923342,Upgrade
1,Market Cap Growth,1.66%,1.66%,4.31%,-11.76%,-15.24%,-21.21%,-16.00%,-21.22%,-16.79%,-8.39%,-10.10%,3.19%,-15.15%,19.92%,28.35%,61.08%,-3.79%,-31.04%,-40.36%,-58.75%,-18.36%,Upgrade
2,Enterprise Value,40534965,30388987,31662116,31242879,19640276,27505604,32759563,35711676,34485652,39145376,32177480,43908539,29021074,43472333,41150234,39427710,47287676,35586609,32207617,24194035,50383005,Upgrade
3,PE Ratio,20.10,16.14,18.28,17.65,16.68,18.51,20.05,22.52,22.86,23.29,22.28,24.26,22.17,23.71,23.20,23.15,31.48,29.25,29.91,31.79,44.58,Upgrade
4,PS Ratio,0.74,0.59,0.63,0.59,0.54,0.59,0.62,0.69,0.68,0.79,0.80,0.96,0.90,0.94,0.94,0.97,1.11,0.83,0.78,0.65,1.23,Upgrade
5,PB Ratio,1.76,1.34,1.47,1.39,1.32,1.39,1.48,1.65,1.63,1.71,1.71,2.03,1.89,1.96,1.99,2.08,2.35,1.73,1.65,1.37,2.56,Upgrade
6,P/FCF Ratio,4.64,3.68,-,2.95,3.53,4.34,3.93,4.64,3.87,3.80,4.33,3.75,3.44,3.66,3.37,3.60,4.24,4.00,3.51,2.92,5.63,Upgrade
7,P/OCF Ratio,3.62,3.62,-,2.91,3.46,4.23,3.89,4.54,3.80,3.73,4.22,3.68,3.37,3.59,3.31,3.53,4.15,3.91,3.42,2.86,5.49,Upgrade
8,EV/Sales Ratio,0.75,0.56,0.59,0.58,0.36,0.52,0.62,0.69,0.67,0.78,0.66,0.92,0.63,0.94,0.89,0.87,1.07,0.81,0.75,0.57,1.22,Upgrade
