,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Market Capitalization,547,562,654,745,897,866,1064,1414,1520,1414,13072,Upgrade
1,Market Cap Growth,-24.49%,-24.49%,-27.12%,-14.04%,-15.71%,-38.71%,-30.00%,0%,-88.37%,-90.41%,-32.28%,Upgrade
2,Enterprise Value,3873,4516,4729,4088,4388,4484,5357,5303,5167,4187,16021,Upgrade
3,Last Close Price,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.07,0.07,0.07,0.59,Upgrade
4,PE Ratio,-,-0.62,-,1.81,4.25,4.25,3.73,2.60,3.26,-28.19,-,Upgrade
5,PS Ratio,1.21,1.24,2.19,0.73,0.45,0.67,27.38,14.20,4.48,3.55,5.51,Upgrade
6,PB Ratio,0.12,0.12,0.15,0.14,0.17,0.17,0.21,0.28,0.30,0.30,2.77,Upgrade
7,P/TBV Ratio,0.12,0.12,0.15,0.14,0.17,0.17,0.21,0.28,0.30,0.30,2.80,Upgrade
8,P/FCF Ratio,2.20,2.26,-,-,2.59,-0.47,-,-,-,-,-,Upgrade
9,P/OCF Ratio,2.26,2.26,-,-,2.58,-0.47,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,8.55,9.97,15.88,4.02,2.20,3.48,137.87,53.26,15.22,10.51,6.75,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-121.20,-,-,-,201.18,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-106.43,-,-,-,261.94,-,Upgrade
13,EV/FCF Ratio,15.56,18.14,-,-,12.67,-2.44,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.87,0.87,1.06,0.86,0.80,0.87,0.88,1.01,0.98,0.94,0.76,Upgrade
15,Debt / FCF Ratio,15.93,15.93,-,-,12.19,-2.41,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-0.50%,-,-,-,0.20%,-,Upgrade
17,Earnings Yield,-165.22%,-160.75%,-112.19%,55.20%,23.54%,23.56%,26.79%,38.45%,30.71%,-3.55%,3.50%,Upgrade
18,FCF Yield,45.49%,44.26%,-110.85%,-26.32%,38.63%,-211.91%,-285.36%,-114.87%,-92.09%,-74.66%,-2.01%,Upgrade
