,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,41.75,15.85,18.86,24.52,28.3,31.73,11.81,21.47,43.9,56.84,Upgrade
1,Short-Term Investments,1.13,27.32,0.84,1.83,0.87,1.13,1.07,1.26,0.96,1.22,Upgrade
2,Cash & Short-Term Investments,42.87,43.17,19.7,26.36,29.17,32.86,12.88,22.72,44.86,58.06,Upgrade
3,Cash Growth,117.66%,63.79%,-32.47%,-19.80%,126.47%,44.62%,-71.29%,-60.86%,-33.24%,-25.17%,Upgrade
4,Accounts Receivable,0.14,0.51,0.55,0.18,0.07,-,0.1,0.09,0.26,0.1,Upgrade
5,Other Receivables,-,0.05,1.5,0.13,2.08,0.84,4.28,3.2,3.27,1.56,Upgrade
6,Receivables,0.14,0.56,2.05,0.31,2.14,0.84,4.38,3.29,3.52,1.66,Upgrade
7,Inventory,0.54,0.52,0.64,0.66,0.62,0.77,0.66,0.95,1.08,1.08,Upgrade
8,Prepaid Expenses,1.22,0.88,-,0.5,-,0.48,-,-,-,-,Upgrade
9,Other Current Assets,1.47,1.48,1.48,1.48,1.48,1.48,71.44,50.3,15.57,1.85,Upgrade
10,Total Current Assets,46.24,46.61,23.87,29.31,33.41,36.43,89.36,77.25,65.03,62.64,Upgrade
11,"Property, Plant & Equipment",1.57,1.78,0.73,0.82,13.94,15.71,13.41,4.34,34.25,41.02,Upgrade
12,Other Long-Term Assets,1.43,1.41,1.39,1.37,1.34,1.33,1.2,-,2.64,2.51,Upgrade
13,Total Assets,49.24,49.8,25.99,31.5,48.7,53.47,103.97,81.6,101.92,106.17,Upgrade
14,Accounts Payable,2.53,2.45,2.39,2.52,2.59,1.01,3.34,2.39,7.92,8.6,Upgrade
15,Accrued Expenses,-,4.99,-,4.34,-,2.2,-,3.4,-,-,Upgrade
16,Short-Term Debt,30.5,26.5,-,-,-,-,43.89,20.11,-,-,Upgrade
17,Current Portion of Leases,3.25,3.11,2.97,2.84,2.72,2.44,1.13,0.57,9.49,9.65,Upgrade
18,Current Income Taxes Payable,-,-,-,0.04,-,-,-,-,-,-,Upgrade
19,Other Current Liabilities,6.66,1.6,5.38,1.22,5.4,2.62,7.9,6.66,7.26,-,Upgrade
20,Total Current Liabilities,42.94,38.65,10.74,10.96,10.71,8.27,56.26,33.13,24.67,18.25,Upgrade
21,Long-Term Leases,3.22,4.87,6.47,7.98,9.44,10.82,11.52,-,26.2,31.21,Upgrade
22,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,0.58,0.56,Upgrade
23,Total Liabilities,46.16,43.52,17.21,18.94,20.15,19.09,67.79,33.13,51.45,50.02,Upgrade
24,Common Stock,194.63,194.63,194.63,194.63,194.63,194.63,194.63,194.63,194.63,194.63,Upgrade
25,Additional Paid-In Capital,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,Upgrade
26,Retained Earnings,-366.64,-363.43,-360.83,-357.2,-341.28,-335.75,-333.93,-321.86,-320.75,-313.1,Upgrade
27,Comprehensive Income & Other,86.29,86.28,86.19,86.34,86.4,86.7,86.69,86.9,87.79,85.82,Upgrade
28,Shareholders' Equity,3.08,6.27,8.78,12.57,28.55,34.38,36.19,48.47,50.46,56.15,Upgrade
29,Total Liabilities & Equity,49.24,49.8,25.99,31.5,48.7,53.47,103.97,81.6,101.92,106.17,Upgrade
30,Total Debt,36.97,34.48,9.44,10.82,12.16,13.26,56.54,20.68,35.69,40.86,Upgrade
31,Net Cash (Debt),5.91,8.69,10.26,15.54,17.01,19.6,-43.66,2.05,9.18,17.2,Upgrade
32,Net Cash Growth,-42.41%,-44.07%,-39.71%,-20.73%,-,857.87%,-,-88.10%,-54.06%,-77.83%,Upgrade
33,Net Cash Per Share,0.00,0.00,0.01,0.01,0.01,0.01,-0.02,0.00,0.00,0.01,Upgrade
34,Filing Date Shares Outstanding,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,Upgrade
35,Total Common Shares Outstanding,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,Upgrade
36,Working Capital,3.3,7.96,13.13,18.35,22.7,28.16,33.1,44.13,40.36,44.4,Upgrade
37,Book Value Per Share,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.02,0.03,0.03,Upgrade
38,Tangible Book Value,3.08,6.27,8.78,12.57,28.55,34.38,36.19,48.47,50.46,56.15,Upgrade
39,Tangible Book Value Per Share,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.02,0.03,0.03,Upgrade
40,Machinery,-,10.88,-,10.87,-,10.07,-,14.93,-,14.9,Upgrade
41,Leasehold Improvements,-,8.29,-,7.15,-,7.15,-,-,-,-,Upgrade
