,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,104184,60362,109144,-,63408,-,69621,-,79055,66806,96953,298711,990880,597927,498528,-,1081275,736076,199698,137003,Upgrade
1,Short-Term Investments,1271400,1027000,804100,-,929500,-,1053195,-,601773,466348,291404,42288,-,69841,68743,-,34000,101617,-,13529,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,37994,-,-,-,68112,-,-,-,Upgrade
3,Cash & Short-Term Investments,1375584,1087362,913244,992908,992908,-,1122816,680828,680828,533154,388357,341000,1028875,667769,567270,1183387,1183387,837693,199698,150532,Upgrade
4,Cash Growth,38.54%,-,-18.66%,45.84%,45.84%,-,189.12%,99.66%,-33.83%,-20.16%,-31.54%,-71.18%,-13.06%,-20.28%,184.06%,686.14%,384.96%,105.58%,59.41%,-47.14%,Upgrade
5,Accounts Receivable,695333,819959,786633,-,930253,-,872113,-,988654,1197524,693229,1082877,820979,1227526,637691,-,722395,1072718,991698,940329,Upgrade
6,Other Receivables,58145,78420,54520,-,127291,-,125991,-,59829,133030,63561,89002,45201,39654,45923,-,38400,52081,39282,148808,Upgrade
7,Receivables,753478,898379,841153,-,1057544,-,998104,-,1048483,1330554,756790,1171879,866179,1267180,683613,-,760795,1124799,1030980,1089137,Upgrade
8,Inventory,496988,418584,751195,-,863773,-,749272,-,1429102,1150368,1343542,1031854,574837,553205,368298,-,349158,960624,1587021,1448699,Upgrade
