,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020"
0,Cash & Equivalents,20.9,32.43,5.12,34.17,45.78,46.11,44.49,49.42,43.63,35.1
1,Short-Term Investments,2.94,3.13,1.95,0.54,0.67,0.38,0.92,0.59,30.34,3.35
2,Trading Asset Securities,3.98,4.33,9.32,11.12,10.39,12.52,6.52,6.69,6.53,-
3,Cash & Short-Term Investments,27.82,39.89,16.39,45.82,56.84,59.01,51.93,56.69,80.5,38.45
4,Cash Growth,69.73%,-12.95%,-71.16%,-22.35%,9.45%,4.09%,-35.49%,47.44%,13.03%,-15.18%
5,Accounts Receivable,28.53,11.56,33.06,39.17,20.51,21.96,33.9,33.38,27.52,59.2
6,Other Receivables,2.66,3.93,2.37,0.76,0.32,5.72,4.58,6.5,3.46,2.74
7,Receivables,31.18,15.49,35.43,39.93,20.83,27.68,38.47,39.88,30.98,61.93
8,Inventory,6.02,0.05,3.98,1.78,3.02,4.24,4.09,3.32,4.81,0.87
9,Other Current Assets,11.21,22.21,28.39,21.33,28.34,22,27.56,17.77,-,21
10,Total Current Assets,76.24,77.64,84.19,108.86,109.03,112.92,122.06,117.66,116.3,122.25
11,"Property, Plant & Equipment",16.54,18.22,15.42,13.5,21.05,22.07,23.36,22.83,23.39,23.19
12,Long-Term Investments,-,-,-,-,0.86,2.93,-,-,-,-
13,Other Intangible Assets,1.17,1.98,2.8,3.62,4.43,5.25,6.07,6.89,7.7,2.47
14,Long-Term Deferred Tax Assets,-,-,0.01,0.05,0.41,0.27,0.5,0.17,0.75,0.35
15,Other Long-Term Assets,6.39,6.46,11.2,6.6,7.44,7.52,7.6,7.68,7.75,10.52
16,Total Assets,100.33,104.3,113.61,132.62,143.23,150.96,159.59,155.23,155.89,158.79
17,Accounts Payable,8.66,2.56,5.02,14.03,5.18,8.67,13.31,13.93,15.54,22.12
18,Accrued Expenses,2.16,3.55,1.75,1.34,1.55,1.82,1.85,1.17,1.44,1.79
19,Short-Term Debt,3.94,4.09,5.15,6.39,10.81,5.38,6.09,6.55,6.55,-
20,Current Portion of Leases,0.98,1.04,0.77,-,0.23,0.25,0.24,0.23,0.22,0.73
21,Current Income Taxes Payable,0.15,0.11,0.1,0.8,1.99,1.62,2.43,1.51,-,4.44
22,Current Unearned Revenue,1,0.52,0.9,0.21,1.01,0.87,0.14,0.03,0.32,0.09
23,Other Current Liabilities,1.98,1.48,1.13,2.25,0.37,3.86,7.64,3.17,3.26,2.97
24,Total Current Liabilities,18.87,13.35,14.81,25.02,21.13,22.46,31.69,26.59,27.33,32.14
25,Long-Term Leases,0.82,1.27,1.61,-,1.02,1.26,1.41,1.51,1.57,1.59
26,Long-Term Deferred Tax Liabilities,0.2,0.34,0.47,0.63,1.06,1.04,1.11,1.17,1.24,0.13
27,Total Liabilities,19.9,14.95,16.89,25.65,23.22,24.76,34.22,29.27,30.14,33.87
28,Common Stock,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
29,Additional Paid-In Capital,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2
30,Retained Earnings,43.79,52.83,59.77,69.98,82.15,86.4,85.29,85.91,86.35,86
31,Comprehensive Income & Other,-2.88,-3.01,-2.57,-2.52,-1.67,0.27,0.57,0.53,-0.12,-0.6
32,Shareholders' Equity,80.43,89.34,96.72,106.98,120.01,126.19,125.37,125.96,125.75,124.92
33,Total Liabilities & Equity,100.33,104.3,113.61,132.62,143.23,150.96,159.59,155.23,155.89,158.79
34,Total Debt,5.74,6.4,7.52,6.39,12.06,6.88,7.74,8.3,8.34,2.33
35,Net Cash (Debt),22.09,33.49,8.87,39.44,44.78,52.13,44.19,48.4,72.16,36.13
36,Net Cash Growth,149.04%,-15.08%,-80.20%,-24.35%,1.33%,7.71%,-38.76%,33.97%,5.65%,-20.26%
37,Net Cash Per Share,0.69,1.05,0.28,1.23,1.40,1.63,1.38,1.51,2.26,1.13
38,Filing Date Shares Outstanding,32,32,32,32,32,32,32,32,32,32
39,Total Common Shares Outstanding,32,32,32,32,32,32,32,32,32,32
40,Working Capital,57.37,64.29,69.38,83.84,87.9,90.46,90.37,91.08,88.97,90.11
41,Book Value Per Share,2.51,2.79,3.02,3.34,3.75,3.94,3.92,3.94,3.93,3.90
42,Tangible Book Value,79.27,87.36,93.92,103.36,115.57,120.94,119.3,119.07,118.05,122.45
43,Tangible Book Value Per Share,2.48,2.73,2.94,3.23,3.61,3.78,3.73,3.72,3.69,3.83
44,Machinery,-,2.76,-,2.75,-,2.86,-,2.52,-,1.87
45,Construction In Progress,-,-,-,-,-,-,-,-,-,3.21
46,Leasehold Improvements,-,9.88,-,5.91,-,5.92,-,5.8,-,-
