,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,9815,13028,13195,14568,14927,17099,11872,13682,9053,13196
1,Revenue Growth (YoY),-25.62%,-10.57%,-11.61%,-14.81%,25.74%,24.97%,31.14%,3.68%,-14.52%,-18.88%
2,Cost of Revenue,4615,6472,6318,7446,7061,7975,5310,6871,4419,6339
3,Gross Profit,5199,6556,6877,7122,7866,9124,6562,6811,4634,6857
4,"Selling, General & Admin",5467,5404,5166,5428,5560,5666,4990,4996,5152,5738
5,Operating Expenses,5447,5470,5077,5386,5634,5241,4932,4996,5152,5738
6,Operating Income,-247.44,1086,1799,1736,2233,3883,1630,1814,-517.86,1119
7,Interest Expense,-111.71,-93.33,-97.1,-72.48,-52.51,-21.05,-45.37,-37.12,-39.11,-40.72
8,Interest & Investment Income,7.61,5.45,5.68,5.48,7.48,4.26,6.03,3.9,8.11,30.22
9,Currency Exchange Gain (Loss),-1264,595.59,1912,-1174,1625,1945,121.65,1191,-71.94,-77.27
10,Other Non Operating Income (Expenses),-,167.26,-18.07,11.69,-,50.65,-,306.56,-87.39,34.51
11,EBT Excluding Unusual Items,-1616,1761,3602,505.85,3812,5862,1712,3279,-708.18,1066
12,Gain (Loss) on Sale of Assets,-19.33,-41.19,-21.3,-143.42,-,-42.44,29.11,-53.24,-0.39,-26.82
13,Asset Writedown,-23.22,-127.5,-42.29,-60.78,-20.77,-,-,-96.43,-,-12.8
14,Other Unusual Items,46.15,-75.74,97.04,62.61,-62.61,-5.41,5.41,-277.19,277.19,-873.12
15,Pretax Income,-1612,1517,3636,364.27,3729,5814,1746,2852,-431.38,153.05
16,Income Tax Expense,-766.34,17.93,306.26,196.05,641.22,970.96,398.14,189.05,372.15,834.23
17,Earnings From Continuing Operations,-845.57,1499,3330,168.22,3087,4843,1348,2663,-803.53,-681.18
18,Minority Interest in Earnings,-0.06,-0.02,-0.05,-0.08,-0.04,-0.06,0.07,-0.06,-0.01,0.06
19,Net Income,-845.63,1499,3329,168.15,3087,4843,1348,2663,-803.53,-681.11
20,Net Income to Common,-845.63,1499,3329,168.15,3087,4843,1348,2663,-803.53,-681.11
21,Net Income Growth,-,791.25%,7.84%,-96.53%,128.96%,81.88%,-,-,-,-
22,Shares Outstanding (Basic),606,606,606,606,606,606,606,606,606,608
23,Shares Outstanding (Diluted),606,606,606,606,606,606,606,606,606,608
24,Shares Change (YoY),-,-,-,-,-,-,-,-0.45%,-0.56%,-0.11%
25,EPS (Basic),-1.40,2.47,5.50,0.28,5.10,8.00,2.23,4.40,-1.33,-1.12
26,EPS (Diluted),-1.40,2.47,5.50,0.28,5.10,8.00,2.23,4.40,-1.33,-1.12
27,EPS Growth,-,791.25%,7.84%,-96.53%,128.96%,81.88%,-,-,-,-
28,Free Cash Flow,3584,1718,3000,12.79,3000,2042,3602,1206,2175,-142.08
29,Free Cash Flow Per Share,5.92,2.84,4.95,0.02,4.95,3.37,5.95,1.99,3.59,-0.23
30,Dividend Per Share,-,1.500,1.500,1.500,1.500,2.000,1.500,1.700,1.500,1.500
31,Dividend Growth,-,0%,0%,-25.00%,0%,17.65%,0%,13.33%,-8.54%,-11.76%
32,Operating Margin,-2.52%,8.34%,13.64%,11.91%,14.96%,22.71%,13.73%,13.26%,-5.72%,8.48%
33,Profit Margin,-8.62%,11.50%,25.23%,1.15%,20.68%,28.32%,11.36%,19.46%,-8.88%,-5.16%
34,Free Cash Flow Margin,36.52%,13.19%,22.74%,0.09%,20.09%,11.94%,30.34%,8.82%,24.03%,-1.08%
35,EBITDA,71.29,1274,2185,2001,2596,4143,1968,2104,-133.55,1380
36,D&A For EBITDA,318.74,187.66,385.08,265.47,363.52,260.59,338.04,289.67,384.31,260.54
37,EBIT,-247.44,1086,1799,1736,2233,3883,1630,1814,-517.86,1119
38,Advertising Expenses,976.19,-,886.08,-,1147,-,953.95,-,1177,-
