,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,2029,2102,1968,1968,2005,1920,1896,1950,3404,2162,2423
1,Market Cap Growth,6.77%,6.77%,-1.81%,2.52%,5.75%,-1.55%,-44.31%,-9.80%,40.50%,-48.25%,-52.08%
2,Enterprise Value,1520,1745,1554,1692,1577,1608,1613,1930,3354,2171,2249
3,Last Close Price,3.35,3.47,3.17,3.09,3.08,2.87,2.74,2.74,4.62,2.86,3.10
4,PE Ratio,57.29,-,7.88,10.73,10.43,4.46,4.75,6.97,26.04,-,-
5,Forward PE,-,11.87,11.87,11.87,11.87,11.87,11.87,11.87,16.67,10.37,7.95
6,PS Ratio,1.64,1.70,1.45,1.35,1.15,1.10,1.01,1.09,2.13,1.32,1.41
7,PB Ratio,1.37,1.42,1.33,1.34,1.30,1.35,1.16,1.29,2.27,1.50,1.58
8,P/TBV Ratio,1.42,1.42,1.33,1.35,1.31,1.35,1.16,1.30,2.29,1.52,1.60
9,P/FCF Ratio,7.06,7.31,8.06,12.46,11.27,7.02,5.21,5.81,14.32,14.47,-
10,P/OCF Ratio,6.26,6.26,7.02,10.29,9.24,6.44,4.97,5.47,12.16,10.77,60.20
11,PEG Ratio,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
12,EV/Sales Ratio,1.23,1.41,1.15,1.16,0.91,0.93,0.86,1.08,2.10,1.33,1.31
13,EV/EBITDA Ratio,10.15,23.92,8.68,7.71,5.81,4.40,4.09,6.79,24.21,-,19.50
14,EV/EBIT Ratio,33.42,-,10.41,9.13,6.73,4.85,4.54,8.03,36.80,-,29.45
15,EV/FCF Ratio,5.29,6.07,6.36,10.71,8.86,5.88,4.43,5.75,14.11,14.53,-
16,Debt / Equity Ratio,0.32,0.32,0.34,0.31,0.36,0.35,0.38,0.41,0.49,0.54,0.50
17,Debt / FCF Ratio,1.64,1.64,2.07,2.92,3.13,1.82,1.71,1.86,3.11,5.20,-
18,Return on Capital Employed (ROCE),2.88%,-,9.35%,11.77%,14.05%,21.15%,19.76%,14.58%,5.48%,-,4.48%
19,Earnings Yield,1.75%,1.69%,12.69%,9.32%,9.59%,22.41%,21.06%,14.35%,3.84%,-5.05%,-2.18%
20,FCF Yield,14.17%,13.68%,12.40%,8.02%,8.87%,14.25%,19.20%,17.21%,6.98%,6.91%,-1.89%
21,Dividend Yield,2.40%,-,4.89%,5.08%,5.76%,6.61%,8.24%,8.16%,4.87%,7.71%,7.31%
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.45%,0.56%,0.11%,
23,Total Shareholder Return,2.40%,-,4.89%,5.08%,5.76%,6.61%,8.24%,8.16%,5.32%,8.27%,7.41%
