,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,18055,16617,16660,14085,17038,14455,12967,10772,11203,10473
1,Cash & Short-Term Investments,18055,16617,16660,14085,17038,14455,12967,10772,11203,10473
2,Cash Growth,8.37%,17.98%,-2.22%,-2.56%,31.40%,34.19%,15.75%,2.86%,9.59%,-28.63%
3,Accounts Receivable,1966,4147,3967,3606,3708,5330,4145,5580,5424,8412
4,Other Receivables,103.74,109.23,78.67,36.99,43.23,65.43,-,10.98,14.85,9.95
5,Receivables,2069,4257,4046,3643,3751,5396,4145,5591,5439,8422
6,Inventory,9135,10179,11197,12297,12962,11495,11106,9823,10068,9590
7,Prepaid Expenses,1205,151.5,1635,152.5,1950,164.46,1139,93.98,649.45,108.5
8,Other Current Assets,5.74,2446,5.77,1982,5.6,1785,4.35,1351,-,1120
9,Total Current Assets,30469,33651,33543,32159,35707,33295,29361,27631,27359,29712
10,"Property, Plant & Equipment",6270,6361,5672,5504,5628,5548,5773,6663,6331,6473
11,Long-Term Investments,-,10.91,-,16.54,-,13.75,-,13.81,-,12.12
12,Other Intangible Assets,69.45,89.91,96.28,128.38,116.39,119.61,156.88,207.81,255.15,293.85
13,Long-Term Accounts Receivable,127.69,173.8,222.97,245.88,315.21,308.5,319.26,67.19,74.55,86.95
14,Long-Term Deferred Tax Assets,2261,1337,1438,1405,1505,1294,1047,1081,1453,1502
15,Other Long-Term Assets,915,922.21,890.99,908.93,944.1,849.62,794.41,828.66,871.83,816.58
16,Total Assets,40112,42545,41864,40367,44215,41427,37452,36493,36344,38897
17,Accounts Payable,483.78,1050,956.04,1302,2694,2395,2582,1799,1705,2498
18,Accrued Expenses,-,575.69,-,494.64,-,664.09,0.63,362.53,-,802.56
19,Short-Term Debt,-,-,-,-,-,-,-,-,8624,8600
20,Current Portion of Long-Term Debt,5704,6411,5940,6690,6390,7100,6900,8000,-,-
21,Current Portion of Leases,1247,1358,1133,1111,987.75,817.13,845.97,982.41,878.77,837.91
22,Current Income Taxes Payable,279.72,266.85,259.54,296.47,1365,762.29,581.46,384.4,1677,1201
23,Current Unearned Revenue,-,605.56,-,818.53,-,617.8,-,186.24,-,269.87
24,Other Current Liabilities,3303,1415,3544,1422,3862,1175,2912,1102,1779,1050
25,Total Current Liabilities,11017,11683,11833,12135,15298,13532,13823,12816,14664,15260
26,Long-Term Debt,536.46,578.82,600,600,600,600,-,25.57,-,-
27,Long-Term Leases,1229,1419,1123,1042,1217,1147,1214,1518,1071,1205
28,Long-Term Deferred Tax Liabilities,11.8,84.33,119.92,112.12,205.62,223.22,113.69,85.98,90.14,196.9
29,Other Long-Term Liabilities,81.57,107.68,106.25,98.1,100.76,108.31,100.76,95.74,94.57,66.59
30,Total Liabilities,12875,13873,13927,14336,17915,16075,15795,15172,16735,17634
31,Common Stock,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
32,Additional Paid-In Capital,16584,16584,16584,16584,16584,16584,16584,16584,16584,16584
33,Retained Earnings,11151,12912,12214,9687,10377,8537,4566,4200,2380,4064
34,Comprehensive Income & Other,-452.82,-778.71,-816.62,-194.27,-615,277.46,551.44,582.15,690.97,661.18
35,Total Common Equity,27282,28718,27982,26076,26346,25398,21702,21367,19655,21309
36,Minority Interest,-45.39,-45.46,-45.47,-45.53,-45.6,-45.64,-45.7,-45.63,-45.69,-45.7
37,Shareholders' Equity,27237,28672,27936,26031,26300,25353,21656,21321,19609,21264
38,Total Liabilities & Equity,40112,42545,41864,40367,44215,41427,37452,36493,36344,38897
39,Total Debt,8716,9767,8795,9443,9195,9664,8960,10526,10575,10643
40,Net Cash (Debt),9339,6850,7864,4642,7843,4791,4007,245.92,627.88,-170.52
41,Net Cash Growth,18.75%,47.57%,0.27%,-3.11%,95.73%,1848.08%,538.21%,-,-73.29%,-
42,Net Cash Per Share,15.42,11.31,12.99,7.66,12.95,7.91,6.62,0.41,1.04,-0.28
43,Filing Date Shares Outstanding,605.64,605.64,605.64,605.64,605.64,605.64,605.64,605.64,605.64,605.64
44,Total Common Shares Outstanding,605.64,605.64,605.64,605.64,605.64,605.64,605.64,605.64,605.64,605.64
45,Working Capital,19453,21968,21711,20024,20408,19763,15538,14815,12695,14453
46,Book Value Per Share,45.05,47.42,46.20,43.06,43.50,41.94,35.83,35.28,32.45,35.18
47,Tangible Book Value,27213,28628,27885,25948,26230,25279,21545,21159,19400,21016
48,Tangible Book Value Per Share,44.93,47.27,46.04,42.84,43.31,41.74,35.57,34.94,32.03,34.70
49,Land,-,1941,-,1941,-,1941,-,1941,-,1941
50,Buildings,-,6368,-,6367,-,6531,-,6508,-,6508
51,Machinery,-,3762,-,3836,-,3965,-,3902,-,3725
52,Construction In Progress,-,214.37,-,4.53,-,0.4,-,3.65,-,83.77
53,Leasehold Improvements,-,2606,-,2139,-,2120,-,1963,-,1833
