,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,194,359,454,805,697,928,1407,635,285,301,375,Upgrade
1,Market Cap Growth,-54.21%,-55.38%,-34.91%,-13.33%,-50.44%,46.10%,394.20%,110.96%,-24.18%,0%,37.88%,Upgrade
2,Enterprise Value,458,352,186,1055,1974,2211,2715,1679,1322,1304,1424,Upgrade
3,Last Close Price,0.47,0.75,0.95,1.68,1.37,1.82,2.76,1.25,0.54,0.57,0.71,Upgrade
4,PE Ratio,128.54,236.60,-,2.19,-,21.52,-,3.06,3.24,9.14,6.66,Upgrade
5,PS Ratio,0.70,1.29,1.01,2.69,-,3.43,-,0.53,0.41,0.60,0.73,Upgrade
6,PB Ratio,0.23,0.30,0.37,0.79,0.77,1.02,1.60,0.69,0.29,0.53,0.65,Upgrade
7,P/TBV Ratio,0.47,0.47,0.57,1.04,1.53,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,15.25,-,9.27,-,2.56,1.76,-,2.48,Upgrade
9,P/OCF Ratio,-,-,-,15.13,-,8.69,-,2.34,1.71,-,2.33,Upgrade
10,EV/Sales Ratio,1.65,1.26,0.42,3.53,-,8.18,-,1.40,1.92,2.58,2.79,Upgrade
11,EV/EBITDA Ratio,8.87,5.19,1.62,15.73,-,35.40,-,3.59,5.29,7.31,6.73,Upgrade
12,EV/EBIT Ratio,37.81,124.71,-,22.40,-,43.06,-,4.45,7.62,9.84,8.17,Upgrade
13,EV/FCF Ratio,-2.13,-,-,20.01,-,22.08,-,6.76,8.17,-,9.42,Upgrade
14,Debt / Equity Ratio,0.17,0.17,0.00,0.05,0.18,1.36,1.50,1.75,1.46,2.15,2.18,Upgrade
15,Debt / FCF Ratio,-,-,-,1.04,-,12.35,-,6.52,8.77,-,8.35,Upgrade
16,Return on Capital Employed (ROCE),0.24%,0.23%,-,4.63%,-,2.58%,-,15.89%,7.87%,7.89%,10.02%,Upgrade
17,Earnings Yield,0.78%,0.42%,79.96%,45.65%,-,4.65%,-,32.69%,30.83%,10.94%,15.02%,Upgrade
18,FCF Yield,-110.79%,-49.39%,-,6.56%,-,10.79%,-,39.08%,56.82%,28.51%,40.29%,Upgrade
