,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,184056,186392,183379,133439,151335,132991,142271,85633,149360,161364,81042,41432,-,47282,-,24019,24019,29436,29436,33679,Upgrade
1,Short-Term Investments,-,-,-,17123,-,-,-,35754,-,-,-,38298,-,105009,-,41812,41812,127876,127876,17160,Upgrade
2,Trading Asset Securities,48176,49143,43309,44304,57478,82966,93199,88209,95555,92002,92383,82440,-,-,-,61662,61662,-,-,114513,Upgrade
3,Cash & Short-Term Investments,232232,235535,226688,194866,208813,215957,235470,209596,244915,253366,173425,162170,-,152291,127493,127493,127493,157312,157312,165352,Upgrade
4,Cash Growth,11.22%,9.07%,-3.73%,-7.03%,-14.74%,-14.76%,35.78%,29.24%,-,66.37%,36.03%,27.20%,-,-3.19%,-18.96%,-22.90%,-22.90%,-14.27%,-14.27%,7.34%,Upgrade
5,Accounts Receivable,33212,41659,42666,37052,47231,37056,38360,37992,37389,43951,41647,27048,-,25324,-,18982,18982,15453,15453,24794,Upgrade
6,Other Receivables,6863,7659,6105,1041,6634,5616,5651,647,4953,5508,6566,1079,-,976,-,823,823,957,957,589,Upgrade
7,Receivables,40075,49318,48771,38093,53865,42672,44011,38639,42342,49459,48213,28127,-,26300,-,19805,19805,16410,16410,25383,Upgrade
8,Inventory,5761,5994,6267,6451,6152,6065,6815,6239,6405,6278,5530,5703,-,6234,-,5644,5644,6411,6411,6314,Upgrade
9,Prepaid Expenses,3705,3188,3632,-,4535,-,3522,-,4281,3973,3122,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Current Assets,3822,3135,3400,10865,2660,5595,2467,10205,2688,2408,4013,11982,-,10693,-,10449,10449,8757,8757,8886,Upgrade
11,Total Current Assets,285595,297170,288758,250275,276025,270289,292285,264679,300631,315484,234303,207982,-,195518,-,163391,163391,188890,188890,205935,Upgrade
