,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,99254,115302,111468,100358,114753,94353,97711,102244,108790,111457,90898,66354,63622,57847,52386,39450,39450,36416,36416,60641,Upgrade
1,Other Revenue,-,-,-,9434,-,-,-,8841,-,-,-,5902,-,-,-,956,956,864,864,1306,Upgrade
2,Revenue,99254,115302,111468,109792,114753,94353,97711,111085,108790,111457,90898,72256,63622,57847,52386,40406,40406,37280,37280,61946,Upgrade
3,Revenue Growth (YoY),-13.51%,22.20%,14.08%,-1.16%,5.48%,-15.35%,7.50%,53.74%,70.99%,92.68%,73.52%,78.82%,57.46%,55.17%,40.52%,-34.77%,-34.77%,-31.79%,-31.79%,1.50%,Upgrade
4,Cost of Revenue,43534,53050,51914,-45894,60761,44258,49627,-52737,50346,53509,37831,-43296,32128,28122,27672,9193,9193,8763,8763,15529,Upgrade
5,Gross Profit,55720,62252,59554,155686,53992,50095,48084,163822,58444,57948,53067,115552,31494,29725,24714,31213,31213,28518,28518,46417,Upgrade
6,"Selling, General & Admin",2517,2604,2506,3554,2617,2583,2198,3882,2331,2249,2006,3506,1955,1855,1645,2507,2507,1904,1904,2360,Upgrade
7,Research & Development,459,427,336,-1189,431,407,351,-812,337,250,225,-982,367,445,170,-,-,-,-,-,Upgrade
8,Other Operating Expenses,3342,6662,5036,31985,3917,5702,3665,41320,4465,4845,4181,15029,2651,2647,2143,3417,3417,3474,3474,4602,Upgrade
9,Operating Expenses,6325,9712,7879,120449,6965,8690,6211,121860,7131,7344,6411,94413,4970,4952,3951,23105,23105,19812,19812,26657,Upgrade
10,Operating Income,49395,52540,51675,35237,47027,41405,41873,41962,51313,50604,46656,21139,26524,24773,20763,8109,8109,8706,8706,19760,Upgrade
11,Interest Expense,-521,-1252,-462,-512,-520,-581,-791,-980,-746,-863,-823,-87,-1609,-702,-787,-858.5,-858.5,-914.5,-914.5,-873,Upgrade
12,Interest & Investment Income,1927,1093,2057,949,2732,2258,1950,-,2548,2390,432,1336,1365,809,681,953.5,953.5,1272,1272,1426,Upgrade
13,Earnings From Equity Investments,-,-,-,1931,-,-,-,1911,-,-,-,346,-,-,-,-305,-305,-11,-11,262.5,Upgrade
14,Currency Exchange Gain (Loss),538,-538,-,-297,294,-294,-,18,-484,484,-,742,-177,177,-,230.5,230.5,-8,-8,-1,Upgrade
15,Other Non Operating Income (Expenses),-2981,695,-768,3356,-2438,197,-314,2324,-446,-1140,-281,1421,494,-856,-491,222.5,222.5,-4.5,-4.5,283.5,Upgrade
16,EBT Excluding Unusual Items,48358,52538,52502,40664,47095,42985,42718,45235,52185,51475,45984,24897,26597,24201,20166,8352,8352,9040,9040,20858,Upgrade
17,Gain (Loss) on Sale of Investments,271,653,56,-483,-434,364,553,-150,-412,619,-57,-417,-183,449,151,-,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,-2,24,3,2,-4,-,2,-14,-,11,3,-,-,-,-,-,-,-,-,-,Upgrade
19,Asset Writedown,-18,24,-24,158,-324,4,-4,6,-115,4,-4,24,-64,-1,1,1629,1629,-1567,-1567,-76,Upgrade
20,Other Unusual Items,-,-,-,-322,-,-,-,-,137,-137,-,-,-6,6,-,-,-,-,-,-,Upgrade
21,Pretax Income,48609,53239,52537,40019,46333,43353,43269,45077,51795,51972,45926,24504,26344,24655,20318,9981,9981,7473,7473,20782,Upgrade
22,Income Tax Expense,11670,13220,12811,13588,12422,11714,11160,12158,14920,14389,11626,7027,6840,6134,5513,2694,2694,2282,2282,5404,Upgrade
23,Earnings From Continuing Operations,36939,40019,39726,26431,33911,31639,32109,32919,36875,37583,34300,17477,19504,18521,14805,7287,7287,5192,5192,15379,Upgrade
24,Minority Interest in Earnings,-11,-7,-7,-233,-27,9,4,13,6,3,1,6,4,2,1,-,-,-,-,-,Upgrade
25,Net Income,36928,40012,39719,26198,33884,31648,32113,32932,36881,37586,34301,17483,19508,18523,14806,7287,7287,5192,5192,15379,Upgrade
26,Net Income to Common,36928,40012,39719,26198,33884,31648,32113,32932,36881,37586,34301,17483,19508,18523,14806,7287,7287,5192,5192,15379,Upgrade
27,Net Income Growth,8.98%,26.43%,23.69%,-20.45%,-8.13%,-15.80%,-6.38%,88.37%,89.06%,102.92%,131.67%,139.94%,167.73%,256.79%,185.20%,-52.62%,-52.62%,-65.72%,-65.72%,13.09%,Upgrade
28,Shares Outstanding (Basic),47714,47849,47285,47372,47762,47909,47225,47342,47896,47003,44547,44258,45036,44428,44867,44647,44647,44647,44647,44647,Upgrade
29,Shares Outstanding (Diluted),47714,47849,47285,47372,47762,47909,47225,47342,47896,47003,44547,44258,45036,44428,44867,44647,44647,44647,44647,44649,Upgrade
30,Shares Change (YoY),-0.10%,-0.12%,0.13%,0.06%,-0.28%,1.93%,6.01%,6.97%,6.35%,5.80%,-0.71%,-0.87%,0.87%,-0.49%,0.49%,-0.00%,-0.00%,-0.01%,-0.01%,-0.02%,Upgrade
31,EPS (Basic),0.77,0.84,0.84,0.55,0.71,0.66,0.68,0.70,0.77,0.80,0.77,0.40,0.43,0.42,0.33,0.16,0.16,0.12,0.12,0.34,Upgrade
32,EPS (Diluted),0.77,0.84,0.84,0.55,0.71,0.66,0.68,0.69,0.77,0.80,0.77,0.39,0.43,0.42,0.33,0.16,0.16,0.11,0.11,0.34,Upgrade
33,EPS Growth,8.56%,26.67%,23.53%,-20.51%,-7.87%,-17.40%,-11.69%,77.25%,79.21%,91.70%,133.33%,138.95%,163.29%,262.54%,186.96%,-52.62%,-52.62%,-66.10%,-66.10%,13.09%,Upgrade
34,Free Cash Flow,33674,32529,31458,10693,27783,22519,27873,4682,35715,46226,24197,18763,13741,23465,9487,-13647,-13647,17107,17107,-3337,Upgrade
35,Free Cash Flow Per Share,0.71,0.68,0.67,0.23,0.58,0.47,0.59,0.10,0.75,0.98,0.54,0.42,0.31,0.53,0.21,-0.31,-0.31,0.38,0.38,-0.07,Upgrade
36,Dividend Per Share,-,0.689,-,0.585,0.004,0.546,-,0.648,0.037,0.598,-,0.244,-,0.249,-,0.098,0.098,0.091,0.091,0.204,Upgrade
37,Dividend Growth,-,26.13%,-,-9.77%,-89.87%,-8.63%,-,165.23%,-,139.57%,-,148.60%,-,173.67%,-,-51.70%,-51.70%,-37.17%,-37.17%,12.57%,Upgrade
38,Gross Margin,56.14%,53.99%,53.43%,141.80%,47.05%,53.09%,49.21%,147.47%,53.72%,51.99%,58.38%,159.92%,49.50%,51.39%,47.18%,77.25%,77.25%,76.50%,76.50%,74.93%,Upgrade
39,Operating Margin,49.77%,45.57%,46.36%,32.09%,40.98%,43.88%,42.85%,37.77%,47.17%,45.40%,51.33%,29.26%,41.69%,42.83%,39.63%,20.07%,20.07%,23.35%,23.35%,31.90%,Upgrade
