,Fiscal Quarter,Current,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019",+2 Quarters
0,Market Capitalization,82,22,30,49,49,49,49,176,104,262,253,Upgrade
1,Market Cap Growth,-54.44%,-54.44%,-38.89%,0%,-1.10%,-72.31%,-52.56%,-32.82%,-58.93%,-54.69%,-82.72%,Upgrade
2,Enterprise Value,315,246,267,292,287,360,274,362,301,461,440,Upgrade
3,Last Close Price,0.06,0.04,0.06,0.09,0.09,0.09,0.09,0.33,0.23,0.58,0.56,Upgrade
4,PE Ratio,-,-,-,-,-,-,-3.68,-,-,-,-,Upgrade
5,PS Ratio,0.06,0.04,0.06,0.18,-,0.15,0.18,3.26,6.21,4.61,0.82,Upgrade
6,PB Ratio,-0.35,-0.35,-0.81,-1.22,0.24,0.22,0.09,0.31,0.20,0.49,0.45,Upgrade
7,P/TBV Ratio,-,-,-,-,0.24,0.22,0.09,0.31,0.20,0.49,0.45,Upgrade
8,P/FCF Ratio,3.08,-,2.06,-5.99,-,-9.63,-,-,5.63,21.91,-3.69,Upgrade
9,P/OCF Ratio,3.08,-,2.06,-6.00,-,-9.63,-,-,5.63,21.88,-3.69,Upgrade
10,EV/Sales Ratio,0.59,0.46,0.52,1.08,-,1.12,1.00,6.69,18.00,8.10,1.42,Upgrade
11,EV/EBITDA Ratio,12.94,10.08,-1.41,-,-,-,-54.49,-,-,-,-,Upgrade
12,EV/EBIT Ratio,12.94,10.09,-1.41,-,-,-,-54.14,-,-,-,-,Upgrade
13,EV/FCF Ratio,34.01,-,18.44,-35.77,-,-71.06,-,-,16.30,38.49,-6.40,Upgrade
14,Debt / Equity Ratio,-3.84,-3.84,-6.38,-5.98,1.17,1.12,0.57,0.40,0.36,0.37,0.35,Upgrade
15,Debt / FCF Ratio,33.99,-,16.36,-29.49,-,-48.67,-,-,10.05,16.66,-2.90,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-0.64%,-,-,-,-,Upgrade
17,Earnings Yield,-43.57%,-160.76%,-845.34%,-526.53%,-756.16%,-732.91%,-27.15%,-14.62%,-21.54%,-9.56%,-4.93%,Upgrade
18,FCF Yield,32.48%,32.48%,48.46%,-16.70%,138.25%,-10.39%,-227.67%,-10.25%,17.77%,4.56%,-27.11%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-8.03%,-19.89%,-10.98%,-,-0.00%,0.00%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-8.03%,-19.89%,-10.98%,-,-0.00%,0.00%,Upgrade,
