,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,6687,6421,7607,6831,6771,8137,5966,7673,2091,1672,Upgrade
1,Short-Term Investments,664.08,298.02,6.51,-,-,-,-,-,2925,3771,Upgrade
2,Trading Asset Securities,129.78,1376,720.9,160.68,245.08,1167,775.08,1972,1419,1313,Upgrade
3,Cash & Short-Term Investments,7481,8096,8335,6992,7016,9303,6741,9645,6435,6756,Upgrade
4,Cash Growth,-10.24%,15.79%,18.79%,-24.85%,4.09%,-3.55%,4.75%,42.77%,-14.90%,-15.42%,Upgrade
5,Accounts Receivable,8.78,15.75,15.69,15.36,8.58,4.92,9.56,9.08,10.44,4.05,Upgrade
6,Other Receivables,1056,917.37,1127,1049,1456,1107,1482,841.04,1005,808.76,Upgrade
7,Receivables,1065,964.89,1142,1106,1464,1181,1492,938,1015,895.37,Upgrade
8,Inventory,23343,8275,23537,8635,23056,9147,33804,8681,25014,8179,Upgrade
9,Prepaid Expenses,233.77,372.68,346.3,224.99,207.34,325.48,340.5,294.32,268.08,205.11,Upgrade
10,Restricted Cash,1939,776.82,954.68,1829,-,-,-,-,-,-,Upgrade
11,Other Current Assets,3.67,14947,50,13282,61.51,17789,100,21543,50,20142,Upgrade
12,Total Current Assets,34066,33432,34366,32069,31806,37746,42477,41101,32782,36177,Upgrade
13,"Property, Plant & Equipment",422.33,441.92,314.22,332,355.19,380.05,388.06,392.11,381.27,399.77,Upgrade
14,Long-Term Investments,19076,9164,22253,10452,21410,8837,24387,11430,21575,11675,Upgrade
15,Long-Term Deferred Tax Assets,199.97,181.14,133.88,138.36,139.26,146.22,183.4,178.65,73.88,119.47,Upgrade
16,Other Long-Term Assets,17713,26761,17851,26802,18728,20956,18073,21131,14695,23000,Upgrade
17,Total Assets,71477,72507,74917,76636,72437,78498,85509,81754,70188,74559,Upgrade
18,Accounts Payable,608.85,930.6,874.26,1491,1173,1740,831.53,959.39,749.8,886.05,Upgrade
19,Accrued Expenses,563.02,455.31,570.37,615.79,534.3,325.07,226.57,250.38,166.98,218.64,Upgrade
20,Short-Term Debt,-,-,-,-,-,900,900,900,200,2000,Upgrade
21,Current Portion of Long-Term Debt,1237,2858,4900,2695,6560,1702,6303,4616,1351,2269,Upgrade
22,Current Portion of Leases,2.14,3.17,3.52,3.53,3.6,5.69,5.49,3.57,3.22,3.2,Upgrade
23,Current Income Taxes Payable,428.06,627.88,677.45,1035,908.35,4170,3174,2952,2457,2769,Upgrade
24,Current Unearned Revenue,7923,5772,7395,7497,4320,3891,9488,3757,1684,5944,Upgrade
25,Other Current Liabilities,1638,1730,1810,1728,1908,1274,1228,1139,1687,1646,Upgrade
26,Total Current Liabilities,12400,12377,16230,15065,15408,14009,22157,14577,8299,15735,Upgrade
27,Long-Term Debt,12782,12324,10137,12244,8354,16408,14173,19624,17922,16172,Upgrade
28,Long-Term Leases,0.89,1.71,2.99,4.96,7.02,5.46,8.16,3.91,5.25,7.03,Upgrade
29,Long-Term Deferred Tax Liabilities,2767,2707,2666,2679,2768,2860,2883,2724,2492,2527,Upgrade
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,71.24,-,Upgrade
31,Total Liabilities,27950,27410,29036,29993,26537,33282,39221,36929,28789,34441,Upgrade
32,Common Stock,313.29,313.29,313.29,313.29,313.29,313.02,312.7,312.7,312.6,312.52,Upgrade
