,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4066,3141,2746,3183,3480,3436,3373,3150,2932,2758,3108,3108,3580,2720,2674,2685,2589,2160,2073,2007,2191,Upgrade
1,Market Cap Growth,-8.58%,-8.58%,-18.57%,1.05%,18.69%,24.57%,8.50%,1.33%,-18.09%,1.39%,16.24%,15.76%,38.28%,25.96%,29.03%,33.77%,18.13%,-2.97%,-15.00%,-24.20%,18.65%,Upgrade
2,Enterprise Value,3084,2130,1570,2291,2588,2583,2374,2543,2325,2110,2294,2146,2617,1728,2155,2125,2028,1693,1471,1582,1766,Upgrade
3,Last Close Price,6.82,5.18,4.47,5.18,5.71,5.62,5.52,5.11,4.72,4.39,5.02,5.02,5.76,5.69,5.68,5.70,5.53,4.57,4.38,4.20,4.52,Upgrade
4,PE Ratio,-,-,103.03,27.22,-,35.15,15.11,23.92,-,20.72,-76.23,-,-,-,17.37,35.52,49.37,49.25,61.80,84.16,87.77,Upgrade
5,Forward PE,-,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,Upgrade
6,PS Ratio,2.09,1.36,1.19,1.39,1.61,1.52,1.43,1.43,1.34,1.26,1.46,1.32,1.46,1.08,1.02,1.06,1.13,0.97,0.99,0.99,1.07,Upgrade
7,PB Ratio,1.40,0.89,0.80,0.90,1.00,0.96,0.95,0.91,0.87,-,1.01,1.04,1.16,0.87,0.85,1.10,1.13,0.98,0.99,0.96,1.03,Upgrade
8,P/TBV Ratio,0.95,0.95,0.85,0.96,1.07,1.02,1.01,0.97,0.94,-,1.10,1.10,1.22,0.92,0.90,1.18,1.22,1.04,1.05,1.02,1.09,Upgrade
9,P/FCF Ratio,61.03,-,-,-,86.83,-,-,-,9.26,-,-,-,-8.81,-,-257.41,-,21.93,-,-,-,-36.79,Upgrade
10,P/OCF Ratio,77.53,-,-,-,25.37,-,-,-,8.03,-,-,-,-13.44,-,14.89,-,10.28,12.39,-,32.12,-107.81,Upgrade
