,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+13 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+13 Quarters
0,Revenue,214551,346820,150174,246511,113783,186647,36849,212823,26229,-,34022,63855,31320,37232,33590,5463,67517,184584,48102,40042,Upgrade
1,Revenue Growth (YoY),88.56%,85.82%,307.53%,15.83%,333.80%,-,8.31%,233.29%,-16.26%,-,1.29%,1068.89%,-53.61%,-79.83%,-30.17%,-86.36%,11.82%,115.67%,-25.70%,24.67%,Upgrade
2,Cost of Revenue,209592,281746,147303,242623,113244,185563,36836,207607,23404,-,32524,59686,31157,37163,33541,5471,66036,165843,29826,32673,Upgrade
3,Gross Profit,4959,65074,2871,3888,539.1,1084,13.65,5216,2825,-,1497,4169,163.09,68.86,48.35,-8.08,1481,18741,18276,7368,Upgrade
4,"Selling, General & Admin",1400,48346,-1282,5829,1165,-656.76,1325,9356,2757,-,1234,-3089,1531,5846,1252,1364,1993,1512,1528,1442,Upgrade
5,Operating Expenses,1400,48346,-1282,5829,1165,-656.76,1325,9356,2757,-,1234,-3089,1531,5846,1252,1364,1993,1512,1528,1442,Upgrade
6,Operating Income,3559,16728,4153,-1941,-625.89,1740,-1312,-4140,68.46,-,263.62,7258,-1367,-5777,-1203,-1373,-512.3,17229,16748,5926,Upgrade
7,Interest Expense,-,-,-,-,-,-14.6,-,-164.01,-756.43,-,-1276,-2494,-1161,-1493,-1530,-1631,-1665,-1667,-1485,-1748,Upgrade
8,Interest & Investment Income,0.25,1041,780.05,1005,1658,789.98,786.83,218.76,21.15,-,0.49,1.06,1.91,8.9,0.7,1.31,2100,9.28,1.86,765.34,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-153.29,-,-85.51,Upgrade
10,Other Non Operating Income (Expenses),-0.03,-50.67,-,-231.18,-,-84.12,453.8,446.04,379.18,-,-24.77,1478,-476.1,4.56,-9.27,-25.43,-41.76,-2740,-3.51,875.96,Upgrade
11,EBT Excluding Unusual Items,3560,17719,4933,-1167,1032,2432,-71.06,-3639,-287.65,-,-1037,6243,-3003,-7257,-2741,-3028,-119.03,12678,15262,5733,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2520,Upgrade
13,Pretax Income,3560,17719,4933,-1167,1032,2432,-71.06,-3639,-287.65,-,-1037,6243,-3003,-7257,-2741,-3028,-119.03,12678,15262,3214,Upgrade
14,Income Tax Expense,164.45,3526,1015,-,206.35,146.39,-,-,73.91,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Net Income,3395,14194,3918,-1167,825.42,2285,-71.06,-3639,-361.56,-,-1037,6243,-3003,-7257,-2741,-3028,-119.03,12678,15262,3214,Upgrade
16,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,393.9,-,393.9,Upgrade
17,Net Income to Common,3395,14194,3918,-1167,825.42,2285,-71.06,-3639,-361.56,-,-1037,6243,-3003,-7257,-2741,-3028,-119.03,12284,15262,2820,Upgrade
18,Net Income Growth,311.33%,521.13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-45.96%,-37.66%,-72.57%,Upgrade
19,Shares Outstanding (Basic),-,37,37,37,38,37,37,37,36,37,37,37,37,37,37,37,37,37,-,37,Upgrade
20,Shares Outstanding (Diluted),-,37,37,37,38,37,37,37,36,37,37,37,37,37,37,37,37,37,-,37,Upgrade
21,Shares Change (YoY),-,-,-,-,3.77%,-,-,-,-3.26%,-,-,-,-,-,-,-0.00%,-,-0.00%,-,-,Upgrade
22,EPS (Basic),-,379.76,104.83,-31.23,22.00,61.14,-1.90,-97.37,-10.00,-,-27.74,167.05,-80.35,-194.16,-73.35,-81.01,-3.18,328.68,-,75.45,Upgrade
23,EPS (Diluted),-,379.76,104.83,-31.23,22.00,61.14,-1.90,-97.37,-10.00,-,-27.74,167.05,-80.35,-194.16,-73.35,-81.01,-3.18,328.68,-,75.45,Upgrade
24,EPS Growth,-,521.13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-47.64%,-,-75.94%,Upgrade
25,Free Cash Flow,-,-42977,-15848,-7872,-9915,101884,9902,11044,-2718,-,24755,4959,-22621,18850,-5265,11412,-41150,39436,-59732,43512,Upgrade
26,Free Cash Flow Per Share,-,-1149.88,-424.04,-210.63,-264.27,2726.00,264.95,295.49,-75.18,-,662.35,132.69,-605.24,504.35,-140.88,305.34,-1101.01,1055.15,-,1164.19,Upgrade
