,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+13 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+13 Quarters
0,Market Capitalization,112125,104650,138287,145762,108387,78487,67275,115862,115862,269099,298999,190612,123337,112125,74750,67275,71012,59800,97175,104650,122590,Upgrade
1,Market Cap Growth,33.33%,33.33%,105.56%,25.81%,-6.45%,-70.83%,-77.50%,-39.22%,-6.06%,140.00%,300.00%,183.33%,73.68%,87.50%,-23.08%,-35.71%,-42.07%,-57.45%,-33.67%,-20.45%,-6.82%,Upgrade
2,Enterprise Value,97462,96519,129792,138981,93081,54923,63426,85920,106738,285327,354242,248409,186095,171122,133747,121008,136158,85649,160134,107155,144786,Upgrade
3,Last Close Price,3000.00,2800.00,3700.00,3900.00,2900.00,2100.00,1800.00,3100.00,3100.00,7200.00,8000.00,5100.00,3300.00,3000.00,2000.00,1800.00,1900.00,1600.00,2600.00,2800.00,3280.00,Upgrade
4,PE Ratio,-,5.15,7.78,24.87,-,-130.89,-37.66,-,-,-,-,-,-18.25,-,-,-,-,-,2.66,2.19,2.15,Upgrade
5,PS Ratio,0.12,0.11,0.16,0.21,0.19,0.14,0.15,0.42,0.42,2.17,-,1.15,0.74,1.04,0.52,0.23,0.23,0.18,0.29,0.45,0.49,Upgrade
6,PB Ratio,0.25,0.25,0.33,0.35,0.27,0.19,0.17,0.29,0.29,0.66,0.73,0.46,0.30,0.28,0.18,0.16,0.17,0.14,0.23,0.26,0.31,Upgrade
7,P/TBV Ratio,0.25,0.25,0.33,0.35,0.27,0.19,0.17,0.29,0.29,0.71,0.79,0.51,0.33,0.30,0.20,0.18,0.18,0.15,0.25,0.28,0.34,Upgrade
8,P/FCF Ratio,16.02,-,-,-,-,-,0.56,6.36,3.50,-,-,7.35,-30.25,-,-4.63,-,-1.42,-,-13.65,-,-78.94,Upgrade
9,P/OCF Ratio,16.02,-,-,-,-,-,0.56,6.36,1.16,-,-,1.20,2.00,-,-4.63,-,-1.42,-,3.95,-,4.33,Upgrade
10,EV/Sales Ratio,0.11,0.10,0.15,0.20,0.16,0.10,0.14,0.31,0.39,2.30,-,1.49,1.12,1.59,0.93,0.42,0.45,0.25,0.48,0.46,0.58,Upgrade
11,EV/EBITDA Ratio,-,4.26,7.01,37.43,-,-,-30.18,-,-,13.74,-,17.23,122.60,-,-,-,-,2.04,3.25,1.78,2.08,Upgrade
12,EV/EBIT Ratio,-,4.29,7.09,41.78,-,-,-17.41,-,-,37.59,-,657.89,-170.84,-,-,-,-,-,3.43,1.87,2.18,Upgrade
13,EV/FCF Ratio,14.78,-,-,-,-,-,0.53,4.71,3.23,-,-,9.57,-45.65,-,-8.28,-,-2.72,-,-22.50,-,-93.24,Upgrade
14,Debt / Equity Ratio,-,-,-,-,-,-,-,-,0.01,0.05,0.16,0.14,0.15,0.16,0.16,0.16,0.17,0.17,0.18,0.17,0.13,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,10.72,-,1.19,2.01,-,-,-,-,125.86,1.06,0.99,1.98,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,-,-,0.06,-,-,2.27,-15.57,-,-4.03,-,-1.38,-,-10.70,-,-33.46,Upgrade
17,Asset Turnover,-,1.86,0.72,1.17,0.56,0.97,0.20,1.19,-,-,0.24,0.47,0.24,0.29,0.27,0.04,0.49,1.35,0.39,0.34,Upgrade,
18,Inventory Turnover,13.16,-,4.60,1.65,2.79,1.24,2.15,0.49,2.92,-,-,1.19,1.67,0.78,1.14,1.15,0.19,2.31,5.73,1.11,1.40,Upgrade
19,Quick Ratio,2.57,2.57,2.09,1.09,1.08,0.88,0.70,0.91,0.98,0.87,1.45,1.50,1.48,1.02,1.36,1.67,1.75,1.63,1.88,0.88,2.45,Upgrade
20,Current Ratio,2.61,2.61,2.79,1.98,1.92,1.79,1.71,1.96,1.98,2.09,2.23,2.56,2.61,2.92,3.53,4.95,4.50,3.51,2.95,3.37,5.68,Upgrade
21,Return on Equity (ROE),-,13.58%,3.83%,-1.15%,0.81%,2.25%,-0.07%,-3.58%,-,-,-1.01%,6.12%,-2.96%,-7.05%,-2.63%,-2.89%,-0.11%,12.23%,15.23%,3.22%,Upgrade,
22,Return on Assets (ROA),-,5.62%,1.24%,-0.58%,-0.19%,0.57%,-0.44%,-1.44%,-,-,0.12%,3.32%,-0.65%,-2.85%,-0.60%,-0.66%,-0.23%,7.85%,8.45%,3.12%,Upgrade,
23,Return on Capital (ROIC),-,10.01%,2.54%,-1.19%,-0.38%,1.07%,-0.81%,-2.47%,-,-,0.14%,3.85%,-0.73%,-3.02%,-0.62%,-0.70%,-0.26%,8.84%,9.08%,3.37%,Upgrade,
24,Return on Capital Employed (ROCE),-,5.47%,4.31%,0.81%,-,-,-0.90%,-,-,1.81%,-,0.09%,-0.26%,-,-,-,-,-,10.65%,13.35%,16.09%,Upgrade
25,Earnings Yield,-11.30%,19.44%,12.85%,4.02%,1.73%,-0.76%,-2.66%,-3.51%,-4.35%,1.80%,-,-2.65%,-5.48%,-14.30%,-17.59%,10.09%,34.91%,51.90%,38.40%,45.96%,46.76%,Upgrade
26,FCF Yield,6.24%,-,-55.40%,46.82%,86.72%,143.86%,178.54%,15.73%,28.55%,10.03%,-,13.61%,-3.31%,2.12%,-21.61%,6.59%,-70.46%,-29.99%,-7.32%,12.08%,-1.27%,Upgrade
27,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18%,4.08%,354.31%,Upgrade
28,Buyback Yield / Dilution,-,-,-,-,-3.77%,-,-,-,3.26%,-,-,-,-,-,-,0.00%,-,0.00%,-,-,Upgrade,
29,Total Shareholder Return,-,-,-,-,-3.77%,-,-,-,3.26%,-,-,-,-,-,-,0.00%,-,0.00%,-,-,Upgrade,
