,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,78,85,125,125,190,209,189,143,199,212,387,Upgrade
1,Market Cap Growth,-32.43%,-32.43%,-33.93%,-40.10%,0.38%,45.94%,-4.92%,-32.24%,-48.68%,-66.35%,79.34%,Upgrade
2,Enterprise Value,3055,3068,3530,3373,3437,4588,4528,4512,4749,5625,5801,Upgrade
3,Last Close Price,0.02,0.03,0.04,0.04,0.06,0.06,0.06,0.04,0.06,0.07,0.12,Upgrade
4,PE Ratio,-,-,-,-,-,0.07,-,-,-,-,-,Upgrade
5,PS Ratio,0.07,0.08,0.11,0.09,0.12,0.14,0.15,0.17,0.29,0.28,0.46,Upgrade
6,PB Ratio,-0.04,-0.04,-0.06,-0.06,-0.10,-0.11,-0.04,-0.03,-0.04,-0.05,-0.13,Upgrade
7,P/FCF Ratio,0.26,0.28,0.53,0.58,0.54,0.98,-,2.51,7.97,-2.75,-,Upgrade
8,P/OCF Ratio,0.15,0.15,0.22,0.18,0.21,0.25,0.31,0.40,0.90,-5.29,-,Upgrade
9,EV/Sales Ratio,2.89,2.90,3.09,2.53,2.12,2.99,3.62,5.36,6.99,7.46,6.86,Upgrade
10,EV/EBITDA Ratio,4.62,4.69,4.77,3.82,3.25,4.75,5.89,10.69,16.76,20.85,18.36,Upgrade
11,EV/EBIT Ratio,11.84,11.89,10.94,7.29,5.62,5.78,6.79,-11.13,-,-,-,Upgrade
12,EV/FCF Ratio,10.05,10.09,15.02,15.68,9.70,21.39,-,79.11,190.44,-73.11,-,Upgrade
13,Debt / Equity Ratio,-1.40,-1.40,-1.46,-1.72,-1.78,-1.75,-0.91,-0.91,-0.98,-1.14,-1.46,Upgrade
14,Debt / FCF Ratio,10.07,10.07,12.99,16.10,9.76,15.72,-,77.16,176.16,-59.28,-,Upgrade
15,Return on Capital Employed (ROCE),22.33%,22.33%,26.74%,42.02%,45.69%,52.01%,-,-,-,-,-,Upgrade
16,Earnings Yield,-285.71%,-262.85%,-138.50%,-119.54%,1418.03%,1356.97%,-219.83%,-689.34%,-807.64%,-707.87%,-325.02%,Upgrade
17,FCF Yield,390.16%,358.95%,187.54%,171.71%,186.88%,102.56%,25.35%,39.80%,12.55%,-36.38%,10.58%,Upgrade
18,Buyback Yield / Dilution,-0.39%,-,2.52%,-2.43%,-6.26%,-1.13%,0.37%,-0.37%,-0.78%,-7.99%,-11.59%,Upgrade
19,Total Shareholder Return,-0.39%,-,2.52%,-2.43%,-6.26%,-1.13%,0.37%,-0.37%,-0.78%,-7.99%,-11.59%,Upgrade
