,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,461.29,524.15,511.83,720.59,710.7,600.19,417.64,282.98,289.5,397.66,Upgrade
1,Revenue Growth (YoY),-9.87%,-27.26%,-27.98%,20.06%,70.17%,112.10%,44.27%,-28.84%,-19.23%,-12.88%,Upgrade
2,Cost of Revenue,110.81,110.09,106.29,125.27,131.26,162.02,100.78,154.3,49.96,80.23,Upgrade
3,Gross Profit,350.48,414.06,405.54,595.32,579.44,438.18,316.86,128.67,239.54,317.44,Upgrade
4,"Selling, General & Admin",46.18,47.69,47.25,44.47,48.61,50.55,51.32,16.25,85.66,198.98,Upgrade
5,Other Operating Expenses,33.74,39.04,25.07,74.23,79.6,19.55,9.82,3.36,13.86,4.55,Upgrade
6,Operating Expenses,252.96,271.45,255.37,317.47,316.27,23.66,187.79,594.81,281.22,381.62,Upgrade
7,Operating Income,97.52,142.61,150.17,277.86,263.17,414.51,129.07,-466.14,-41.69,-64.18,Upgrade
8,Interest Expense,-174.34,-180.17,-164.84,-199.35,-269.55,-391.27,-384.16,-442.88,-322.63,-316.01,Upgrade
9,Interest & Investment Income,0.09,0.08,0.09,0.07,0.04,2.09,15.68,8.93,26.41,35.37,Upgrade
10,Currency Exchange Gain (Loss),-10.66,-24.25,-22.04,-39.95,-44.01,-7.89,-7.51,-79.12,9.51,4.62,Upgrade
11,Other Non Operating Income (Expenses),7.21,9.33,15.33,33.91,20.24,6.23,2.55,-0.82,3.43,-20.25,Upgrade
12,EBT Excluding Unusual Items,-80.19,-52.41,-21.29,72.54,-30.11,23.67,-244.36,-980.03,-324.95,-360.45,Upgrade
13,Gain (Loss) on Sale of Investments,-,-0.01,-,-45.77,-,-2.07,-15.67,-25.08,21.34,-671.08,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-21.2,Upgrade
15,Asset Writedown,-,-,-,-2.5,-,-,-,528.97,-528.97,-4.83,Upgrade
16,Other Unusual Items,-,-,-,-44.27,2557,-,-,-,-,-,Upgrade
17,Pretax Income,-80.19,-52.41,-21.29,-20,2527,21.6,-260.03,-476.14,-832.59,-1058,Upgrade
18,Income Tax Expense,29.9,44.61,39.21,58.11,69.61,55.29,44.64,40.71,1.89,40.04,Upgrade
19,Earnings From Continuing Operations,-110.09,-97.02,-60.51,-78.11,2457,-33.69,-304.67,-516.84,-834.47,-1098,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,565.87,Upgrade
21,Net Income to Company,-110.09,-97.02,-60.51,-78.11,2457,-33.69,-304.67,-516.84,-834.47,-531.73,Upgrade
22,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,1.54,Upgrade
23,Net Income,-110.09,-97.02,-60.51,-78.11,2457,-33.69,-304.67,-516.84,-834.47,-530.18,Upgrade
24,Net Income to Common,-110.09,-97.02,-60.51,-78.11,2457,-33.69,-304.67,-516.84,-834.47,-530.18,Upgrade
25,Shares Outstanding (Basic),3387,3387,3387,3360,3269,3269,3269,3281,3257,3256,Upgrade
26,Shares Outstanding (Diluted),3387,3387,3387,3474,3306,3269,3269,3281,3257,3256,Upgrade
27,Shares Change (YoY),-,-2.52%,2.43%,6.26%,1.13%,-0.37%,0.37%,0.78%,7.99%,11.59%,Upgrade
28,EPS (Basic),-0.03,-0.03,-0.02,-0.02,0.75,-0.01,-0.09,-0.16,-0.26,-0.16,Upgrade
29,EPS (Diluted),-0.03,-0.03,-0.02,-0.02,0.74,-0.01,-0.09,-0.16,-0.26,-0.16,Upgrade
30,Free Cash Flow,138.67,144.15,69.15,129.96,183.54,-0.38,39.4,8.03,12.97,-83.1,Upgrade
31,Free Cash Flow Per Share,0.04,0.04,0.02,0.04,0.06,-0.00,0.01,0.00,0.00,-0.03,Upgrade
32,Operating Margin,21.14%,27.21%,29.34%,38.56%,37.03%,69.06%,30.91%,-164.73%,-14.40%,-16.14%,Upgrade
33,Profit Margin,-23.87%,-18.51%,-11.82%,-10.84%,345.70%,-5.61%,-72.95%,-182.65%,-288.25%,-133.32%,Upgrade
34,Free Cash Flow Margin,30.06%,27.50%,13.51%,18.04%,25.82%,-0.06%,9.43%,2.84%,4.48%,-20.90%,Upgrade
35,EBITDA,275.19,333.47,338.63,477.57,457.9,367.37,258.67,92.34,146.25,99.63,Upgrade
36,D&A For EBITDA,177.67,190.85,188.46,199.72,194.73,-47.14,129.6,558.49,187.94,163.81,Upgrade
37,EBIT,97.52,142.61,150.17,277.86,263.17,414.51,129.07,-466.14,-41.69,-64.18,Upgrade
