,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,76.09,62.91,55.61,120.34,107.93,36.5,51.43,20.35,9.52,13.71,Upgrade
1,Cash & Short-Term Investments,76.09,62.91,55.61,120.34,107.93,36.5,51.43,20.35,9.52,13.71,Upgrade
2,Cash Growth,36.82%,-47.73%,-48.48%,229.75%,109.87%,79.31%,439.97%,48.44%,-7.97%,-70.11%,Upgrade
3,Accounts Receivable,80.9,85.58,89.74,111.88,146.29,85.13,94.71,51.72,30.67,61.37,Upgrade
4,Other Receivables,39.28,27.89,34,36.57,53.4,36.2,-,-,-,-,Upgrade
5,Receivables,120.19,113.48,123.74,148.45,199.69,121.33,94.71,51.72,30.67,61.37,Upgrade
6,Inventory,30.16,30.44,32.71,16.39,25.8,19.47,23.56,20.67,18.3,16.37,Upgrade
7,Prepaid Expenses,-,-,-,-,-,-,34.16,31.24,58.41,71.04,Upgrade
8,Restricted Cash,2.53,1.43,7.03,9.17,4.53,63.76,-,43.22,46.9,46.21,Upgrade
9,Other Current Assets,2.12,1.18,442.92,417.91,374.41,354.6,-,-,-,-,Upgrade
10,Total Current Assets,231.07,209.43,662.01,712.25,712.35,595.65,203.86,167.2,163.81,208.7,Upgrade
11,"Property, Plant & Equipment",1204,1347,1473,1581,1604,1580,1121,1092,1041,1690,Upgrade
12,Long-Term Investments,13.62,13.54,8.49,8.18,16.31,15.5,12.47,7.84,42.58,43.75,Upgrade
13,Other Intangible Assets,28.97,33.06,37.58,42.46,48.14,54.12,54.49,58.58,58.85,94.03,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,0.82,0.82,0.82,0.82,Upgrade
15,Other Long-Term Assets,139.95,123.73,105.84,88.15,52.49,19.68,367.16,365.03,392.43,385.36,Upgrade
16,Total Assets,1617,1726,2287,2432,2433,2265,1759,1691,1699,2423,Upgrade
17,Accounts Payable,145.49,228.29,259.75,353.55,316.07,374.07,269.69,325.56,301.93,386.08,Upgrade
18,Accrued Expenses,56.56,55.71,44.85,59.91,88.41,1530,1192,901.12,389.36,207.46,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,379.85,-,416.28,394.69,Upgrade
20,Current Portion of Long-Term Debt,203.07,211.8,813.65,642.71,549.88,3597,3269,3686,3724,1884,Upgrade
21,Current Portion of Leases,4.43,4.56,3.74,4.27,5.47,4.82,7.29,8.16,9.28,8.71,Upgrade
22,Current Income Taxes Payable,40.89,36.28,39.76,68.61,57.13,19.32,4.32,0.81,-,6.19,Upgrade
23,Other Current Liabilities,91.26,94.57,106.58,118.9,113.44,196.37,121.32,136.8,139.78,163.6,Upgrade
24,Total Current Liabilities,541.7,631.22,1268,1248,1130,5722,5243,5059,4980,3051,Upgrade
25,Long-Term Debt,2637,2551,2386,2412,2321,-,-,-,-,1721,Upgrade
26,Long-Term Leases,2.93,3.4,2.76,2.08,3.25,1.6,3.9,4.99,8.16,4.74,Upgrade
27,Long-Term Deferred Tax Liabilities,153.93,175.93,190.43,215.27,257.66,282.4,251.81,213.32,174.19,173.8,Upgrade
28,Other Long-Term Liabilities,309.42,267.32,298.36,275.58,364.75,231.09,276.5,186.56,187.18,217.21,Upgrade
29,Total Liabilities,3645,3629,4146,4152,4078,6237,5775,5463,5350,5167,Upgrade
30,Common Stock,22.56,22.56,22.56,22.56,21.75,21.75,21.75,21.75,21.75,21.75,Upgrade
31,Additional Paid-In Capital,1086,1086,1086,1086,1079,1079,1079,1079,1079,1079,Upgrade
32,Retained Earnings,-3146,-3036,-2939,-2879,-2801,-5258,-5224,-4919,-4402,-3568,Upgrade
33,Treasury Stock,-,-,-,-,-,-,-89.98,-,-89.98,-89.98,Upgrade
34,Comprehensive Income & Other,10.85,25.72,-28.04,50.46,55.31,183.7,196.58,45.91,-259.29,-187.43,Upgrade
35,Total Common Equity,-2027,-1902,-1859,-1720,-1644,-3973,-4016,-3772,-3650,-2744,Upgrade
36,Shareholders' Equity,-2027,-1902,-1859,-1720,-1644,-3973,-4016,-3772,-3650,-2744,Upgrade
37,Total Liabilities & Equity,1617,1726,2287,2432,2433,2265,1759,1691,1699,2423,Upgrade
38,Total Debt,2847,2771,3206,3061,2880,3604,3660,3699,4157,4013,Upgrade
39,Net Cash (Debt),-2771,-2708,-3151,-2940,-2772,-3567,-3608,-3679,-4148,-3999,Upgrade
40,Net Cash Per Share,-0.82,-0.80,-0.93,-0.85,-0.84,-1.09,-1.10,-1.12,-1.27,-1.23,Upgrade
41,Filing Date Shares Outstanding,3387,3387,3387,3387,3269,3268,3257,3257,3257,3256,Upgrade
42,Total Common Shares Outstanding,3387,3387,3387,3387,3269,3268,3257,3257,3257,3256,Upgrade
43,Working Capital,-310.63,-421.79,-606.32,-535.69,-418.04,-5127,-5039,-4891,-4817,-2842,Upgrade
44,Book Value Per Share,-0.60,-0.56,-0.55,-0.51,-0.50,-1.22,-1.23,-1.16,-1.12,-0.84,Upgrade
45,Tangible Book Value,-2056,-1936,-1897,-1763,-1692,-4027,-4071,-3831,-3709,-2838,Upgrade
46,Tangible Book Value Per Share,-0.61,-0.57,-0.56,-0.52,-0.52,-1.23,-1.25,-1.18,-1.14,-0.87,Upgrade
47,Buildings,-,10.37,-,10.37,-,10.37,-,10.37,-,10.37,Upgrade
48,Machinery,-,68.36,-,66.29,-,62.98,-,61.43,-,65.53,Upgrade
49,Construction In Progress,-,4.71,-,6.86,-,80.71,-,47.23,-,23.37,Upgrade
