,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,991,974,1278,1487,1904,1610,1133,665,554,545,622,Upgrade
1,Market Cap Growth,-34.50%,-34.50%,-32.88%,-7.68%,68.04%,142.33%,104.62%,21.88%,-10.96%,42.22%,12.31%,Upgrade
2,Enterprise Value,423,422,649,1089,1648,1532,1213,768,670,641,727,Upgrade
3,Last Close Price,1.13,1.01,1.32,1.34,1.71,1.29,0.91,0.54,0.43,0.42,0.48,Upgrade
4,PE Ratio,10.47,10.38,5.50,2.57,1.93,1.76,2.43,3.72,4.92,6.13,25.85,Upgrade
5,PS Ratio,0.48,0.47,0.56,0.49,0.48,0.40,0.36,0.32,0.34,0.36,0.40,Upgrade
6,PB Ratio,0.38,0.36,0.45,0.54,0.67,0.63,0.53,0.38,0.34,0.37,0.43,Upgrade
7,P/TBV Ratio,0.38,0.38,0.48,0.57,0.70,0.66,0.53,0.38,0.34,0.37,0.43,Upgrade
8,P/FCF Ratio,5.76,5.66,3.51,2.25,2.84,5.61,15.17,7.74,-10.29,-,109.27,Upgrade
9,P/OCF Ratio,2.44,2.44,1.79,1.42,1.97,2.98,3.36,2.17,2.73,2.13,2.27,Upgrade
10,EV/Sales Ratio,0.21,0.21,0.28,0.36,0.41,0.38,0.38,0.37,0.41,0.43,0.47,Upgrade
11,EV/EBITDA Ratio,1.76,1.78,1.46,1.09,1.04,1.04,1.46,2.84,3.90,3.39,4.21,Upgrade
12,EV/EBIT Ratio,5.90,5.89,2.20,1.27,1.15,1.16,1.78,6.13,-,9.45,14.60,Upgrade
13,EV/FCF Ratio,2.46,2.45,1.78,1.65,2.46,5.34,16.24,8.94,-12.45,-,127.74,Upgrade
14,Debt / Equity Ratio,0.03,0.03,-,-,0.02,0.04,0.09,0.13,0.15,0.15,0.18,Upgrade
15,Debt / FCF Ratio,0.41,0.41,-,-,0.08,0.35,2.54,2.57,-4.68,-,46.88,Upgrade
16,Return on Capital Employed (ROCE),2.61%,2.61%,10.28%,30.69%,49.71%,51.32%,31.27%,7.07%,-,4.51%,3.34%,Upgrade
17,Earnings Yield,9.46%,9.64%,18.19%,38.88%,51.71%,56.72%,41.13%,26.92%,20.33%,16.32%,3.87%,Upgrade
18,FCF Yield,17.36%,17.68%,28.51%,44.49%,35.19%,17.82%,6.59%,12.92%,-9.72%,-14.49%,0.92%,Upgrade
19,Dividend Yield,10.62%,11.62%,9.84%,16.84%,18.68%,9.29%,-,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,0.18%,0.10%,0.26%,-1.68%,-2.70%,-0.95%,-,-,-,-,-,Upgrade
21,Total Shareholder Return,10.80%,11.72%,10.10%,15.16%,15.98%,8.34%,-,-,-,-,-,Upgrade
