,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,773.43,824.01,849.24,953.95,866.53,998.9,596.79,717.29,738.36,599.06,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,10.14,Upgrade
2,Cash & Short-Term Investments,773.43,824.01,849.24,953.95,866.53,998.9,596.79,717.29,738.36,609.2,Upgrade
3,Cash Growth,-8.93%,-13.62%,-2.00%,-4.50%,45.20%,39.26%,-19.17%,17.74%,47.57%,20.66%,Upgrade
4,Accounts Receivable,146.83,182.67,173.14,206.98,175.16,190.29,247.08,168.35,167.17,275.07,Upgrade
5,Other Receivables,0.02,0.02,1.06,1.43,-,-,-,-,-,-,Upgrade
6,Receivables,146.85,182.68,174.2,208.41,175.16,190.29,247.08,168.35,167.17,275.07,Upgrade
7,Inventory,696.42,504.48,497.19,496.28,517.93,422.28,490.65,459.23,540.84,472.41,Upgrade
8,Prepaid Expenses,52.25,53.16,55.93,53.85,62.26,57.45,71.62,50.89,81.78,69.07,Upgrade
9,Restricted Cash,-,65.96,-,254.16,-,60,-,109.66,55,45,Upgrade
10,Other Current Assets,6.13,-,6,3.1,185.73,-,94.66,-,-,-,Upgrade
11,Total Current Assets,1675,1630,1583,1970,1808,1729,1501,1505,1583,1471,Upgrade
12,"Property, Plant & Equipment",1139,1111,1110,1118,1138,1172,1168,1206,1218,1242,Upgrade
13,Long-Term Investments,105.84,137.13,133.17,113,200.39,180.68,316.76,306.61,156.87,248.97,Upgrade
14,Other Intangible Assets,-,-,-,-,-,-,-,-,10.47,36.1,Upgrade
15,Long-Term Accounts Receivable,0.51,-,-,-,-,-,-,-,-,-,Upgrade
16,Long-Term Deferred Tax Assets,14.88,13.9,16.42,25.84,18.8,18.86,18.15,19.49,18.57,19.66,Upgrade
17,Other Long-Term Assets,61.28,65.15,64.37,127.91,192.76,211.85,212.72,92.73,101.69,66.31,Upgrade
18,Total Assets,2996,2957,2907,3354,3358,3312,3216,3130,3089,3084,Upgrade
19,Accounts Payable,105.88,101.66,69.27,85,71.71,48.98,54.19,130.84,69.72,78.55,Upgrade
20,Accrued Expenses,-,28.62,-,29.19,-,28.13,-,21.4,-,23.84,Upgrade
21,Short-Term Debt,333.3,272.84,200.12,535.24,527.34,418.17,426.06,148.39,155.61,89.58,Upgrade
