,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,280476,273826,265421,367968,299104,312522,272399,296009,293125,289560,267011,296764,274840,257773,236754,279722,274824,256326,156763,272904,Upgrade
1,Other Revenue,-4715,5051,224.66,10986,-5350,5619,225.24,8297,-3660,3929,86.36,6289,-2861,3425,286.76,6264,-2375,2941,283.13,6109,Upgrade
2,Revenue,275761,278877,265646,378954,293755,318141,272625,304306,289465,293490,267097,303054,271979,261198,237041,285986,272450,259267,157046,279014,Upgrade
3,Revenue Growth (YoY),-6.13%,-12.34%,-2.56%,24.53%,1.48%,8.40%,2.07%,0.41%,6.43%,12.36%,12.68%,5.97%,-0.17%,0.74%,50.94%,2.50%,29.75%,28.59%,-2.01%,14.06%,Upgrade
4,Cost of Revenue,250962,253271,242261,330824,265108,289824,247741,266186,261311,269361,242516,267003,243842,239971,213880,254620,247065,235869,141929,251969,Upgrade
5,Gross Profit,24799,25606,23385,48130,28647,28317,24884,38120,28154,24129,24581,36050,28137,21227,23161,31366,25384,23397,15117,27044,Upgrade
6,"Selling, General & Admin",7023,6932,8058,12952,7889,7439,7952,10628,7934,6694,7510,10210,6721,7095,7230,9699,6572,5991,5994,8763,Upgrade
7,Research & Development,6862,5757,3468,12189,7520,6453,3838,11911,6851,4503,4477,11089,6323,3497,3846,9823,5820,4691,1504,6041,Upgrade
8,Other Operating Expenses,439.64,1492,825.76,2591,970.61,1295,1051,3385,814.62,1207,1199,2966,500.34,1429,1013,2535,1351,963.2,836.14,2474,Upgrade
9,Operating Expenses,14893,14776,12934,31774,16794,15477,13637,26747,15863,12704,13690,26972,14375,12480,12740,21467,14994,11383,8805,17493,Upgrade
10,Operating Income,9906,10830,10451,16356,11853,12840,11247,11373,12291,11425,10892,9078,13761,8747,10421,9899,10391,12014,6312,9551,Upgrade
11,Interest Expense,-3575,-2876,-3081,-3116,-3764,-2901,-2730,-16086,-,-2235,-1986,-2693,-1903,-1399,-1912,-3210,-1584,-1065,-1704,-845.32,Upgrade
12,Interest & Investment Income,1858,2058,2727,1654,1812,2427,2818,2605,12260,1828,2133,3195,148.9,1444,885.12,1436,1174,553.24,431.23,4345,Upgrade
13,Currency Exchange Gain (Loss),-217.9,217.9,-,-132.49,-277.62,277.62,-,566.38,-453.9,453.9,-,-80.38,104.36,-104.36,-,-45.31,-142.67,142.67,-,-40.39,Upgrade
14,Other Non Operating Income (Expenses),1032,-852.46,-217.11,-2143,838.72,-1036,-454.92,10714,-11916,-875.98,-242.27,-185.99,-396.02,88.28,-468.62,-1951,-140.57,-507.52,-136.07,-1647,Upgrade
15,EBT Excluding Unusual Items,9002,9377,9880,12618,10463,11608,10880,9172,12182,10596,10796,9314,11716,8776,8926,6129,9698,11138,4903,11363,Upgrade
16,Impairment of Goodwill,-,-,-,-125.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,Upgrade
17,Gain (Loss) on Sale of Investments,472.02,-325.71,-84.69,-482.49,301.57,-586.93,-46.18,-768.43,154.87,-358.33,-116.28,-882.37,336.39,-488.7,-61.43,-181.23,355.56,-31.42,3.18,-1855,Upgrade
18,Gain (Loss) on Sale of Assets,94.74,-160.02,149.42,244.4,46.48,-63.37,249.08,528.57,-41.43,-2.37,25.33,170.93,132.04,49.3,73.9,357.8,37.2,81.36,112.56,506.22,Upgrade
19,Asset Writedown,-1178,83.03,-83.03,806.03,-838.4,310.05,-310.05,2070,-2631,326.67,-343.32,2135,-2315,200.88,-200.88,2182,-1314,-883.36,-122.78,-65.72,Upgrade
20,Legal Settlements,53.68,-53.68,-,-192.71,35.73,-35.73,-,-460.07,28.23,-28.23,-,-94.7,19.27,-19.27,-,-207.25,45.87,-45.87,-,-766.58,Upgrade
21,Other Unusual Items,-225.37,225.37,-,986.46,-177.94,177.94,-,1389,-52.49,52.49,-,-389.03,-348.71,348.71,-,960.27,2.37,-2.37,-,1053,Upgrade
22,Pretax Income,8142,9223,9861,14056,9753,11487,10773,11995,9565,10661,10362,10442,9420,8987,8737,9406,8752,10330,4896,10383,Upgrade
23,Income Tax Expense,1349,1582,1834,2740,1698,2089,1907,2064,1337,2160,2055,2253,1489,1658,1716,1558,1749,1780,1047,1726,Upgrade
24,Earnings From Continuing Operations,6793,7641,8027,11317,8055,9398,8866,9931,8228,8501,8307,8188,7930,7329,7021,7848,7003,8550,3848,8657,Upgrade
25,Minority Interest in Earnings,-500.93,-844.23,-545.85,-1846,-283.03,-1037,-987.93,-1664,-337.58,-973.3,-719.41,-1217,-380.02,-718.77,-535.76,-920.29,-440.11,-438.17,-263.06,-456.61,Upgrade
26,Net Income,6292,6797,7481,9471,7772,8361,7879,8267,7890,7528,7587,6971,7550,6611,6485,6928,6563,8112,3585,8200,Upgrade
27,Preferred Dividends & Other Adjustments,-1182,1182,-,1697,-1367,1367,-,1832,-1577,1577,-,2149,-1930,1930,-,1520,-1255,1255,-,1559,Upgrade
28,Net Income to Common,7473,5615,7481,7774,9139,6994,7879,6435,9467,5951,7587,4822,9480,4681,6485,5407,7817,6857,3585,6641,Upgrade
29,Net Income Growth,-19.05%,-18.71%,-5.04%,14.56%,-1.50%,11.06%,3.84%,18.60%,4.50%,13.88%,16.99%,0.63%,15.05%,-18.51%,80.89%,-15.52%,32.21%,21.62%,-6.72%,97.44%,Upgrade
30,Shares Outstanding (Basic),29489,23335,25887,19384,29757,23311,25831,19045,30097,23335,25807,13551,35591,21892,27250,18892,30250,21980,27162,17357,Upgrade
31,Shares Outstanding (Diluted),29489,23335,25887,19384,29757,23311,25831,19045,30097,23335,25807,13551,35591,21892,27250,18892,30250,21980,27162,17357,Upgrade
32,Shares Change (YoY),-0.90%,0.10%,0.21%,1.78%,-1.13%,-0.11%,0.10%,40.55%,-15.44%,6.59%,-5.30%,-28.27%,17.66%,-0.40%,0.32%,8.84%,30.41%,-18.37%,6.00%,-20.17%,Upgrade
33,EPS (Basic),0.25,0.24,0.29,0.40,0.31,0.30,0.30,0.34,0.31,0.26,0.29,0.36,0.27,0.21,0.24,0.29,0.26,0.31,0.13,0.38,Upgrade
34,EPS (Diluted),0.25,0.24,0.29,0.40,0.31,0.30,0.30,0.34,0.31,0.26,0.29,0.36,0.27,0.21,0.24,0.29,0.26,0.31,0.13,0.38,Upgrade
35,EPS Growth,-17.48%,-19.77%,-5.25%,18.17%,-2.37%,17.53%,3.74%,-5.11%,18.09%,19.56%,23.53%,24.45%,3.07%,-31.63%,80.30%,-25.20%,20.76%,25.94%,-12.00%,147.55%,Upgrade
36,Free Cash Flow,-17548,-18446,-75747,62929,-25529,-11630,-45853,45931,-5382,-2084,-57222,34220,1465,-38517,-40073,49297,2031,-15116,-48509,52125,Upgrade
37,Free Cash Flow Per Share,-0.60,-0.79,-2.93,3.25,-0.86,-0.50,-1.78,2.41,-0.18,-0.09,-2.22,2.53,0.04,-1.76,-1.47,2.61,0.07,-0.69,-1.79,3.00,Upgrade
38,Dividend Per Share,-,-,-,0.210,-,-,-,0.200,-,-,-,0.196,-,-,-,0.180,-,-,-,0.169,Upgrade
39,Dividend Growth,-,-,-,5.00%,-,-,-,2.04%,-,-,-,8.89%,-,-,-,6.51%,-,-,-,32.03%,Upgrade
40,Gross Margin,8.99%,9.18%,8.80%,12.70%,9.75%,8.90%,9.13%,12.53%,9.73%,8.22%,9.20%,11.90%,10.35%,8.13%,9.77%,10.97%,9.32%,9.02%,9.63%,9.69%,Upgrade
41,Operating Margin,3.59%,3.88%,3.93%,4.32%,4.03%,4.04%,4.13%,3.74%,4.25%,3.89%,4.08%,3.00%,5.06%,3.35%,4.40%,3.46%,3.81%,4.63%,4.02%,3.42%,Upgrade
42,Profit Margin,2.71%,2.01%,2.82%,2.05%,3.11%,2.20%,2.89%,2.11%,3.27%,2.03%,2.84%,1.59%,3.49%,1.79%,2.74%,1.89%,2.87%,2.64%,2.28%,2.38%,Upgrade
43,Free Cash Flow Margin,-6.36%,-6.61%,-28.51%,16.61%,-8.69%,-3.66%,-16.82%,15.09%,-1.86%,-0.71%,-21.42%,11.29%,0.54%,-14.75%,-16.91%,17.24%,0.75%,-5.83%,-30.89%,18.68%,Upgrade
44,EBITDA,12811,13735,13356,19261,14463,15728,13857,13983,14769,14109,13369,11556,16132,11156,12792,12269,12889,13971,8810,12049,Upgrade
