,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+14 Quarters
0,Market Capitalization,4757,4501,4377,4757,4480,4553,4550,5139,4196,4108,4036,4951,4599,7511,6661,6795,5961,9154,-,-,-,Upgrade
1,Market Cap Growth,-1.14%,-1.14%,-3.80%,-7.44%,6.77%,10.82%,12.74%,3.81%,-8.76%,-45.30%,-39.41%,-27.15%,-22.84%,-17.95%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,4817,4561,4476,4778,4415,4474,4455,5075,4031,3944,3840,4726,4288,7200,6285,6405,6000,9194,-,-,-,Upgrade
3,Last Close Price,18.41,17.42,16.94,18.41,17.16,17.44,17.43,19.68,16.07,15.73,15.46,18.96,17.51,28.60,25.36,25.87,22.69,34.85,-,-,-,Upgrade
4,PE Ratio,37.57,35.55,38.57,38.54,40.97,50.47,56.33,110.44,137.00,204.78,183.67,232.52,195.38,309.47,211.31,165.17,117.03,152.84,-,-,-,Upgrade
5,Forward PE,28.32,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.81,111.25,76.00,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,6.76,6.40,6.59,7.58,7.58,8.38,8.88,11.26,10.14,11.33,11.50,14.43,14.56,24.03,22.84,24.44,20.38,30.40,-,-,-,Upgrade
7,PB Ratio,4.32,3.94,3.83,4.30,4.00,4.18,4.25,4.97,4.14,4.10,4.09,5.02,4.56,7.47,6.71,7.15,6.32,9.73,-,-,-,Upgrade
8,P/TBV Ratio,4.34,4.34,4.22,4.76,4.42,4.64,4.74,5.57,4.66,4.62,4.62,5.67,5.16,8.05,7.24,7.36,6.51,10.03,-,-,-,Upgrade
9,P/FCF Ratio,-,-,-44.31,-,-,-,-,-52.19,-,-23.00,-,-,-,-105.53,-,-,-,-190.91,-,-,-,Upgrade
10,P/OCF Ratio,-,-,35.45,44.29,28.16,37.71,34.50,39.60,-,78.95,37.94,61.76,-,114.55,-,266.03,-,174.02,-,-,-,Upgrade
11,EV/Sales Ratio,6.85,6.49,6.74,7.62,7.47,8.23,8.70,11.12,9.74,10.88,10.94,13.78,13.57,23.03,21.55,23.04,20.51,30.53,-,-,-,Upgrade
12,EV/EBITDA Ratio,25.58,23.71,25.26,25.41,27.10,32.40,32.71,61.09,59.71,73.30,125.12,170.35,160.95,-,121.65,97.87,72.79,97.95,-,-,-,Upgrade
13,EV/EBIT Ratio,35.30,33.43,36.91,35.58,38.81,49.09,48.71,127.15,153.51,279.62,-514.89,-,-543.63,-,313.91,187.03,112.95,138.63,-,-,-,Upgrade
14,EV/FCF Ratio,-,-,-45.32,-,-,-,-,-51.54,-,-22.08,-,-,-,-101.16,-,-,-,-191.73,-,-,-,Upgrade
15,Debt / Equity Ratio,0.20,0.20,0.20,0.18,0.16,0.10,0.08,0.11,0.12,0.12,0.12,0.11,0.12,0.10,0.11,0.14,0.14,0.09,0.25,0.18,0.14,Upgrade
16,Debt / EBITDA Ratio,1.21,1.55,1.06,0.97,0.90,1.19,0.34,1.04,1.23,1.40,2.51,2.70,2.50,-,3.06,3.70,3.24,0.88,1.21,0.76,0.67,Upgrade
17,Debt / FCF Ratio,-,-,-2.31,-,-,-,-,-1.14,-,-0.65,-,-,-,-1.47,-,-,-,-1.70,-,-1.08,-,Upgrade
18,Asset Turnover,-,0.41,0.43,0.40,0.38,0.39,0.39,0.31,0.32,0.26,0.29,0.18,0.30,0.25,0.23,0.19,0.33,0.38,-,-,Upgrade,
19,Inventory Turnover,-,-,2.21,2.60,2.33,2.76,1.74,2.48,1.80,2.16,1.86,2.40,1.60,2.85,2.28,2.18,1.90,2.81,1.99,-,-,Upgrade
20,Quick Ratio,-,-,0.94,0.91,1.05,1.07,1.24,1.25,1.29,1.39,1.72,1.96,2.01,2.55,2.81,2.83,3.10,3.08,0.92,0.98,-,Upgrade
21,Current Ratio,-,-,1.31,1.32,1.45,1.46,1.73,1.73,1.83,1.93,2.22,2.43,2.48,2.93,3.36,3.29,3.52,3.49,1.29,1.33,-,Upgrade
22,Return on Equity (ROE),12.28%,9.01%,12.78%,11.11%,7.03%,13.33%,8.23%,4.90%,4.34%,0.37%,2.03%,0.73%,5.25%,0.30%,3.27%,1.09%,11.75%,9.16%,16.66%,11.35%,Upgrade,
23,Return on Assets (ROA),-,5.84%,5.05%,5.75%,1.42%,9.26%,2.31%,2.55%,1.59%,0.49%,-0.04%,0.47%,-2.36%,0.31%,0.09%,0.59%,3.91%,5.70%,-,-,Upgrade,
24,Return on Capital (ROIC),4.35%,7.70%,6.51%,7.46%,1.84%,11.76%,2.94%,3.27%,2.03%,0.61%,-0.04%,0.58%,-2.84%,0.37%,0.10%,0.69%,4.77%,7.39%,9.86%,8.66%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,9.89%,11.31%,9.55%,8.05%,8.35%,3.70%,2.43%,1.32%,-0.70%,-,-0.73%,-,1.89%,3.37%,5.21%,6.72%,11.99%,13.37%,-,Upgrade
