,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4861,3914,1737,2122,2735,2593,2598,2693,2008,1816,2128,2429,2395,1984,2504,2440,3280,3964,3468,2454,2723,Upgrade
1,Market Cap Growth,50.99%,50.99%,-33.16%,-21.20%,36.22%,42.76%,22.10%,10.90%,-16.17%,-8.47%,-15.00%,-0.49%,-26.99%,-49.95%,-27.81%,-0.56%,20.46%,64.56%,20.62%,-6.19%,57.49%,Upgrade
2,Enterprise Value,4579,3463,1261,1831,2444,2303,2239,2357,1672,1541,1801,2114,2080,1683,2165,2136,2976,3650,3115,2099,2368,Upgrade
3,Last Close Price,24.60,19.81,8.79,10.69,13.78,13.06,13.09,13.56,10.11,9.14,10.71,12.21,12.05,9.98,12.59,12.25,16.46,19.89,17.41,12.30,13.65,Upgrade
4,PE Ratio,135.25,107.36,-,-,71.29,-,-,117.97,118.91,228.44,-,215.38,354.21,273.90,360.50,-,121.80,91.21,68.88,191.76,144.91,Upgrade
5,PS Ratio,10.41,8.26,3.70,4.62,6.15,5.91,6.26,6.79,4.46,3.46,3.90,4.38,4.71,4.43,5.69,5.28,6.74,7.60,6.33,4.44,4.82,Upgrade
6,PB Ratio,9.57,7.57,3.43,4.03,5.14,5.31,5.28,5.38,4.06,3.78,4.45,5.06,5.00,-,5.28,5.13,6.85,8.32,7.30,5.34,5.94,Upgrade
7,P/TBV Ratio,7.72,7.72,3.50,4.11,5.25,5.45,5.42,5.50,4.17,3.91,4.62,5.26,5.22,-,5.57,5.43,7.27,8.91,7.85,5.77,6.45,Upgrade
8,P/FCF Ratio,109.12,-,-,90.07,-98.57,-,-,-,24.08,31.56,-,-50.09,-36.90,-,-,145.61,812.63,-,-1958.38,-,-,Upgrade
9,P/OCF Ratio,87.94,-,-,88.77,-100.02,-,-,-,24.06,31.26,-,-50.70,-37.27,-,-,139.33,690.97,-,535.94,-,-124.43,Upgrade
10,EV/Sales Ratio,9.66,7.31,2.69,3.99,5.50,5.25,5.40,5.94,3.71,2.93,3.30,3.81,4.09,3.76,4.92,4.63,6.12,7.00,5.68,3.80,4.19,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-646.28,-,-,-,-167.17,-,-,-,-391.28,2024.75,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-265.87,-,-,-,-92.70,-,-,-,-273.29,-,-,-,Upgrade
13,EV/FCF Ratio,102.79,-,-,77.71,-88.07,-,-,-,20.05,26.77,-,-43.60,-32.05,-,-,127.48,737.35,-,-1759.10,-,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,-,-,-,-,-,-,Upgrade
