,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,592,619,932,973,1150,953,864,776,531,558,544,Upgrade
1,Market Cap Growth,-36.36%,-36.36%,-18.93%,2.14%,33.07%,22.81%,62.82%,39.02%,-2.50%,-13.68%,-14.89%,Upgrade
2,Enterprise Value,279,435,925,1014,1206,923,737,530,324,388,179,Upgrade
3,Last Close Price,0.87,0.89,1.30,1.28,1.45,1.15,1.04,0.83,0.54,0.57,0.52,Upgrade
4,PE Ratio,8.70,9.07,10.00,8.82,11.73,14.13,6.27,4.55,12.43,-,5.64,Upgrade
5,PS Ratio,0.60,0.63,0.94,1.00,1.22,1.13,0.96,0.93,1.11,1.05,0.73,Upgrade
6,PB Ratio,1.90,1.99,3.05,3.11,3.70,3.16,3.17,2.16,1.87,2.50,1.95,Upgrade
7,P/TBV Ratio,2.83,2.83,4.40,4.69,5.61,4.86,5.23,3.18,2.47,3.62,2.59,Upgrade
8,P/FCF Ratio,1.53,1.60,2.58,3.88,5.18,10.10,-,11.02,3.07,3.03,5.62,Upgrade
9,P/OCF Ratio,1.54,1.54,2.43,3.47,3.79,5.16,15.04,6.37,2.61,2.69,3.52,Upgrade
10,EV/Sales Ratio,0.28,0.44,0.94,1.04,1.28,1.10,0.82,0.64,0.67,0.73,0.24,Upgrade
11,EV/EBITDA Ratio,0.96,2.41,5.18,5.35,7.06,7.09,3.77,2.48,14.30,-,1.23,Upgrade
12,EV/EBIT Ratio,2.07,3.23,7.07,7.16,9.51,10.48,4.70,2.89,-473.03,-,1.50,Upgrade
13,EV/FCF Ratio,0.72,1.13,2.56,4.04,5.43,9.78,-,7.52,1.88,2.11,1.85,Upgrade
14,Debt / Equity Ratio,0.55,0.55,0.69,0.84,0.91,0.96,1.02,0.66,0.65,0.92,0.72,Upgrade
15,Debt / FCF Ratio,0.44,0.44,0.58,1.05,1.28,3.07,-,3.36,1.08,1.11,2.08,Upgrade
16,Return on Capital Employed (ROCE),32.46%,32.46%,29.96%,29.04%,24.99%,17.27%,33.69%,36.17%,-0.18%,-,28.91%,Upgrade
17,Earnings Yield,11.53%,11.03%,10.00%,11.34%,8.53%,7.08%,15.96%,21.96%,8.05%,4.97%,17.74%,Upgrade
18,FCF Yield,65.31%,62.44%,38.73%,25.80%,19.31%,9.90%,-0.62%,9.07%,32.52%,33.03%,17.78%,Upgrade
19,Dividend Yield,4.60%,6.17%,8.11%,10.91%,4.82%,-,-,26.67%,10.19%,-,25.11%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,0.07%,-0.01%,Upgrade,
21,Total Shareholder Return,4.60%,6.17%,8.11%,10.91%,4.82%,-,-,26.67%,10.19%,0.07%,25.10%,Upgrade
