,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,13951066,13696699,13931500,14127167,14009767,13031431,14440234,13598866,13031431,16807806,18334010,19958047,26180262,19566713,14401101,9313755,7767985,7357084,6965750,5478680,4480777,Upgrade
1,Market Cap Growth,5.11%,5.11%,-3.52%,3.88%,7.51%,-22.47%,-21.24%,-31.86%,-50.22%,-14.10%,27.31%,114.29%,237.03%,165.96%,106.74%,70.00%,73.36%,45.17%,33.33%,-7.59%,-41.58%,Upgrade
2,Enterprise Value,7081283,6592200,6090170,7675402,7558001,6575916,7304588,7115996,4961158,8709251,9726757,12586632,21299404,15381998,10428743,6231645,4766381,4519112,3849237,2838012,1875089,Upgrade
3,Last Close Price,35650.00,35000.00,35600.00,34209.95,33925.65,31556.54,34968.06,30457.74,29186.84,34155.21,37256.62,37357.08,49003.70,35726.93,26295.02,16502.67,13763.78,12560.46,11892.35,8895.67,7032.87,Upgrade
4,PE Ratio,29.20,23.06,26.01,26.32,38.80,-,11.10,6.09,3.77,3.16,3.06,3.55,5.26,6.45,10.03,9.31,12.55,-,9.40,8.84,12.87,Upgrade
5,Forward PE,21.97,13.35,14.67,18.42,21.96,11.49,10.72,9.36,4.00,4.77,4.33,5.53,12.13,9.60,15.17,14.23,11.20,12.75,13.21,9.62,7.80,Upgrade
6,PS Ratio,1.28,1.01,1.02,1.02,1.01,0.96,1.03,0.92,0.81,0.90,0.93,1.06,1.57,1.53,1.50,1.06,0.97,0.95,0.86,0.68,0.57,Upgrade
7,PB Ratio,1.26,1.22,1.24,1.18,1.21,1.13,1.25,1.07,1.03,1.20,1.41,1.47,2.11,1.83,1.59,1.06,0.95,0.89,0.85,0.66,0.54,Upgrade
8,P/TBV Ratio,1.34,1.34,1.37,1.29,1.33,1.24,1.37,1.16,1.12,1.29,1.53,1.59,2.31,2.02,1.79,1.20,1.09,1.02,0.97,0.75,0.62,Upgrade
9,P/FCF Ratio,16.26,-,-,9.12,9.44,-,20.45,10.95,-,-,3.24,3.88,5.42,8.53,8.19,7.41,7.59,10.43,-,3.36,-,Upgrade
10,P/OCF Ratio,14.71,-,-,7.38,7.86,13.79,16.43,9.71,-,-,3.18,3.84,5.21,7.78,7.36,6.20,6.89,9.35,-,3.07,-,Upgrade
11,PEG Ratio,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,Upgrade
12,EV/Sales Ratio,0.52,0.49,0.44,0.55,0.54,0.48,0.52,0.48,0.31,0.47,0.49,0.67,1.28,1.20,1.08,0.71,0.60,0.58,0.47,0.35,0.24,Upgrade
