,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,3164038,3077024,3627540,3627540,3381821,3215591,3707113,3264660,3899693,3885094,5013280,5829112,5086351,2824024,2930746,1945020,1930034,1954930,2179566,1697289,Upgrade
1,Revenue Growth (YoY),-6.44%,-4.31%,-2.15%,11.12%,-13.28%,-17.23%,-26.05%,-43.99%,-23.33%,37.57%,71.06%,199.69%,163.54%,44.46%,34.46%,14.60%,-15.54%,3.25%,12.86%,7.84%,Upgrade
2,Cost of Revenue,2771233,2718348,3054241,3054241,3049542,2807680,3318447,2741770,2303509,2395824,3083153,3006474,2714673,1783051,1990447,1512431,1123377,1667558,1882572,1358508,Upgrade
3,Gross Profit,392805,358676,573299,573299,332279,407911,388666,522891,1596185,1489270,1930127,2822638,2371678,1040973,940299,432589,806657,287372,296994,338781,Upgrade
4,"Selling, General & Admin",425108,398768,321256,321256,377589,346011,359004,268195,503951,359721,349380,320934,466295,310282,238297,227863,803000,89398,-42940,214231,Upgrade
5,Operating Expenses,425108,398768,321256,321256,377589,346011,359004,268195,503951,359721,349380,320934,466295,310282,238297,227863,803000,89398,-42940,214231,Upgrade
6,Operating Income,-32303,-40092,252044,252044,-45310,61900,29662,254695,1092234,1129549,1580747,2501704,1905384,730691,702002,204725,3657,197974,339934,124550,Upgrade
7,Interest Expense,-25512,-17651,-2338,-2338,-4353,-13950,-15719,-16617,-17826,-15357,-15760,-15845,-16283,-17736,-17294,-17953,-18480,-21234,-21415,-27334,Upgrade
8,Interest & Investment Income,129611,157545,49396,32559,167018,25891,190109,66439,119924,92387,60008,29423,62615,46363,28891,28377,57135,44723,42173,31003,Upgrade
9,Earnings From Equity Investments,1542,-,553.98,553.98,372.43,1087,1206,-,1185,-,1477,-,1103,-,1400,-,1489,-,948.58,-,Upgrade
10,Currency Exchange Gain (Loss),-,-6436,753.15,5682,-3278,-978.56,-316.36,1295,20173,-1170,3461,3379,3703,-196.42,407.04,-210.61,360.82,-2274,2947,-673.46,Upgrade
11,Other Non Operating Income (Expenses),-3585,1300,-11179,728.97,8572,959.5,-10515,1685,24220,7901,3844,9896,53639,2765,96854,442.35,7394,5051,18.65,1233,Upgrade
12,EBT Excluding Unusual Items,69752,94666,289230,289230,123021,74910,194427,307497,1239910,1213311,1633778,2528555,2010160,761887,812260,215382,51555,224240,364606,128778,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-8889,-,6618,-6618,-3549,-,-,-6424,-216.94,-,-,-,-2141,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-68.39,-,-,-,Upgrade
15,Pretax Income,69752,94666,289230,289230,114133,74910,201046,300878,1236361,1213311,1633778,2522132,2009943,761887,812260,215382,130267,224240,364606,128778,Upgrade
16,Income Tax Expense,29169,28175,37559,37559,20366,6399,95851,38534,117583,211954,295192,395962,341165,131692,118732,36366,25756,41673,56423,22420,Upgrade
17,Earnings From Continuing Operations,40582,66491,251671,251671,93767,68511,105195,262344,1118778,1001357,1338586,2126170,1668778,630195,693528,179016,104511,182567,308183,106359,Upgrade
18,Minority Interest in Earnings,-4447,-3499,-4289,-4289,719.25,-4488,-4347,-2235,7118,-3784,-11265,-12083,-24679,-12177,-9238,-8289,-2906,-489.08,-5385,-1532,Upgrade
19,Net Income,36135,62993,247383,247383,94486,64023,100848,260109,1125896,997573,1327322,2114087,1644099,618018,684291,170727,101605,182078,302798,104827,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-29067,29067,116577,-,-,-,250001,-,-,-,84824,-,-,-,138262,-,-,-,Upgrade
21,Net Income to Common,36135,62993,276450,218316,-22091,64023,100848,260109,875895,997573,1327322,2114087,1559274,618018,684291,170727,-36657,182078,302798,104827,Upgrade
22,Net Income Growth,-61.76%,-1.61%,145.30%,-4.89%,-91.61%,-93.58%,-92.40%,-87.70%,-31.52%,61.41%,93.97%,1138.29%,1518.13%,239.42%,125.99%,62.86%,-56.57%,200.53%,864.54%,102.51%,Upgrade
23,Shares Outstanding (Basic),558,462,534,391,219,449,506,391,424,392,401,392,395,432,402,397,302,392,479,393,Upgrade
24,Shares Outstanding (Diluted),558,462,534,391,219,449,506,391,424,392,401,392,395,432,402,397,302,392,479,393,Upgrade
25,Shares Change (YoY),154.81%,3.06%,5.38%,0.05%,-48.31%,14.53%,26.20%,-0.26%,7.15%,-9.28%,-0.11%,-1.23%,31.09%,10.30%,-16.22%,1.13%,-16.38%,-0.47%,13.02%,-0.64%,Upgrade
26,EPS (Basic),64.74,136.20,518.05,557.88,-100.85,142.67,199.15,665.00,2066.85,2546.00,3308.00,5391.00,3942.61,1431.00,1703.53,430.00,-121.51,465.00,631.52,267.00,Upgrade
27,EPS (Diluted),64.74,136.20,518.05,557.88,-100.85,142.67,199.15,665.00,2066.85,2546.00,3308.00,5391.00,3942.61,1431.00,1703.53,430.00,-121.51,465.00,631.52,267.00,Upgrade
28,EPS Growth,-,-4.53%,160.13%,-16.11%,-,-94.40%,-93.98%,-87.66%,-47.58%,77.92%,94.18%,1153.72%,-,207.74%,169.75%,61.05%,-,201.95%,753.41%,103.82%,Upgrade
29,Free Cash Flow,-341846,-29228,614576,614576,-97924,417437,549755,-165180,-95756,953116,1187442,2838977,679444,439883,870060,304747,144193,-62305,637209,-13563,Upgrade
30,Free Cash Flow Per Share,-612.48,-63.20,1151.67,1570.46,-447.05,930.19,1085.64,-422.30,-225.96,2432.54,2959.39,7239.49,1717.97,1018.54,2166.01,767.55,477.95,-159.12,1328.98,-34.55,Upgrade
31,Dividend Per Share,-,-,-,-,2000.000,-,-,-,3000.000,-,4000.000,-,4000.000,1000.000,-,-,700.000,700.000,-,-,Upgrade
32,Dividend Growth,-,-,-,-,-33.33%,-,-,-,-25.00%,-,-,-,471.43%,42.86%,-,-,-41.67%,-,-,-,Upgrade
