,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,1004879,1188481,590498,-,1241561,1186951,1268363,1878667,2083841,3267684,4798069,3510320,2524115,2773726,2627446,2358660,2029199,2177345,3311167,2929192,Upgrade
1,Short-Term Investments,9464350,9464072,9114000,-,5385000,6103777,6700071,5430071,6880000,5830071,4830000,4945071,3455000,2495071,2555081,1905071,2185085,1925177,1145177,1095080,Upgrade
2,Cash & Short-Term Investments,10469229,10652553,9704498,6626561,6626561,7290728,7968434,7308738,8963841,9097755,9628069,8455391,5979115,5268797,5182527,4263731,4214284,4102522,4456343,4024272,Upgrade
3,Cash Growth,57.99%,46.11%,21.79%,-9.33%,-26.07%,-19.86%,-17.24%,-13.56%,49.92%,72.67%,85.78%,98.31%,41.88%,28.43%,16.30%,5.95%,5.04%,25.65%,43.06%,55.82%,Upgrade
4,Accounts Receivable,51460,202428,255665,-,432251,183702,153882,100837,234657,114823,439065,195088,262942,217134,198886,203245,223032,141667,133823,30569,Upgrade
5,Other Receivables,374940,361285,281814,-,79883,327244,398155,307549,67537,273682,46846,276241,76677,38050,37328,34286,71492,246716,240644,237303,Upgrade
6,Receivables,426400,563713,537479,-,512134,510947,552037,408385,302194,388504,485911,471329,339619,255185,236214,237531,294524,388383,374466,267872,Upgrade
7,Inventory,1730685,1795454,1403103,-,1910841,2204585,2338347,3495920,3871454,2738413,2734958,2177005,2775534,1757696,1498198,1396454,1468360,1401380,1408563,1332988,Upgrade
8,Prepaid Expenses,8848,50353,36579,-,33978,36629,58067,118164,20104,43006,70393,86573,15329,19580,42807,13306,27025,12974,31097,25750,Upgrade
9,Other Current Assets,586747,582741,568506,-,481592,397652,357103,375965,421330,416270,390247,333776,409982,391019,366389,540237,309970,277947,327039,415753,Upgrade
10,Total Current Assets,13221907,13644813,12250165,-,9565107,10440540,11273988,11707172,13578923,12683948,13309578,11524074,9519580,7692277,7326135,6451259,6314163,6183205,6597509,6066634,Upgrade
11,"Property, Plant & Equipment",1941494,2061867,2142174,-,2415525,2498364,2568051,2618172,2653246,2725985,2840079,2941415,3057572,3167414,3287695,3475244,3592312,3719129,3839307,3963328,Upgrade
12,Long-Term Investments,34189,34468,34468,-,33360,35258,36355,35150,41768,39710,39710,38233,44657,45646,45646,44246,44246,46318,46318,45370,Upgrade
13,Other Intangible Assets,859109,861179,864957,-,834247,817274,816515,818116,820512,823471,826157,829833,833475,834575,838369,840311,844022,847307,850799,854614,Upgrade
14,Long-Term Deferred Tax Assets,73905,59094,59094,-,59981,87832,69406,183430,187897,72846,29954,77414,79188,67997,68445,103226,101730,78445,78445,77538,Upgrade
15,Other Long-Term Assets,400289,385971,386816,-,401040,396216,393162,409466,416449,416581,415367,422098,383459,388177,394703,395500,403469,421343,419287,430850,Upgrade
16,Total Assets,16530894,17047392,15737673,-,13309260,14275484,15157479,15771505,17698796,16762542,17460845,15833068,13917930,12196086,11960993,11309785,11299941,11295747,11831664,11438334,Upgrade
17,Accounts Payable,707646,919733,700206,-,796512,813830,819505,720776,899127,1117839,1299149,700650,811616,723696,663864,592506,452877,430613,653569,417257,Upgrade
18,Accrued Expenses,666936,656325,489843,-,450364,699561,746182,1365771,1372682,1215160,1033704,611180,461816,859936,597370,1044833,815687,1159006,1352349,1227078,Upgrade
19,Short-Term Debt,-,3367852,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Current Portion of Long-Term Debt,3422026,-,1681511,-,-,342719,237091,232043,202043,294701,201301,275014,200134,200605,230605,225872,190872,211068,185876,248116,Upgrade
21,Current Income Taxes Payable,43150,25150,15543,-,-38879,1666,1814,16391,269450,211954,245958,395962,352292,-,54401,40236,49041,42143,55805,19149,Upgrade
22,Current Unearned Revenue,18.18,18.18,18.18,-,18.18,72.73,18.18,72.73,18.18,1851,18.18,72.73,18.18,72.73,18.18,72.73,16.36,65.45,18.18,72.73,Upgrade
23,Other Current Liabilities,231425,451956,513220,-,276478,277815,73422,174740,252196,196562,316977,457692,325775,374274,606569,282877,517540,216623,155756,136206,Upgrade
24,Total Current Liabilities,5071201,5421034,3400341,-,1484493,2135663,1878031,2509795,2995518,3038067,3097108,2440571,2151652,2158584,2152828,2186396,2026034,2059517,2403373,2047879,Upgrade
25,Long-Term Debt,-,-,-,-,-,304433,404181,405332,505109,504143,603902,600660,700468,702608,802421,785429,858923,887833,982657,968721,Upgrade
26,Long-Term Deferred Tax Liabilities,132540,132540,132540,-,132540,132540,132540,132540,132540,175433,132540,132540,132540,132540,132540,132540,132540,132540,132540,132540,Upgrade
27,Other Long-Term Liabilities,91191,261016,223071,-,147027,175941,52082,50023,48191,49387,49364,269850,220110,131143,93478,55913,34945,20900,21645,21928,Upgrade
28,Total Liabilities,5294932,5814589,3755952,-,1764060,2748576,2466835,3097689,3681357,3767029,3882914,3443621,3204771,3124875,3181268,3160278,3052442,3100790,3540215,3171067,Upgrade
29,Common Stock,3914000,3914000,3914000,-,3914000,3914000,3914000,3914000,3914000,3914000,3914000,3914000,3914000,3914000,3914000,3914000,3914000,3914000,3914000,3914000,Upgrade
30,Additional Paid-In Capital,21180,21180,21180,-,21180,21180,21180,21180,21180,21180,21180,21180,21180,21180,21180,21180,21180,21180,21180,21180,Upgrade
31,Retained Earnings,7125659,7119717,7867181,-,7437520,7405963,8566245,8552440,9898140,8862274,9429435,8248261,6582607,4957458,4669700,4046304,4151817,4096424,4187269,4167617,Upgrade
32,Treasury Stock,-2297,-2297,-2297,-,-2297,-2297,-2297,-2297,-2297,-2297,-2297,-2297,-2297,-2297,-2297,-2297,-2297,-2297,-2297,-2297,Upgrade
33,Total Common Equity,11058542,11052600,11800064,11370404,11370404,11338847,12499128,12485323,13831023,12795157,13362318,12181144,10515490,8890341,8602583,7979187,8084700,8029307,8120152,8100500,Upgrade
34,Minority Interest,177419,180203,181658,-,174796,188062,191516,188493,186416,200355,215612,208303,197670,180870,177143,170320,162799,165650,171297,166768,Upgrade
35,Shareholders' Equity,11235962,11232803,11981722,11545200,11545200,11526908,12690644,12673816,14017439,12995513,13577930,12389447,10713160,9071211,8779726,8149507,8247499,8194956,8291449,8267268,Upgrade
36,Total Liabilities & Equity,16530894,17047392,15737673,-,13309260,14275484,15157479,15771505,17698796,16762542,17460845,15833068,13917930,12196086,11960993,11309785,11299941,11295747,11831664,11438334,Upgrade
37,Total Debt,3422026,3367852,1681511,-,-,647151,641272,637375,707152,798843,805203,875674,900602,903213,1033027,1011301,1049795,1098900,1168533,1216836,Upgrade
38,Net Cash (Debt),7047203,7284702,8022987,6626561,6626561,6643577,7327163,6671363,8256689,8298911,8822866,7579718,5078513,4365584,4149501,3252430,3164489,3003622,3287810,2807436,Upgrade
39,Net Cash Growth,6.35%,9.65%,9.50%,-0.67%,-19.74%,-19.95%,-16.95%,-11.98%,62.58%,90.10%,112.62%,133.05%,60.48%,45.34%,26.21%,15.85%,14.20%,47.91%,78.54%,115.85%,Upgrade
40,Net Cash Per Share,12626.29,15751.19,15034.52,16933.25,30252.49,14804.13,14469.45,17056.13,19483.28,21180.44,21988.67,19328.56,12840.98,10108.37,10330.14,8191.72,10489.27,7670.80,6857.15,7150.68,Upgrade
41,Filing Date Shares Outstanding,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,Upgrade
42,Total Common Shares Outstanding,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,391.33,Upgrade
43,Working Capital,8150706,8223780,8849824,-,8080614,8304878,9395957,9197377,10583406,9645881,10212470,9083503,7367928,5533693,5173307,4264863,4288129,4123688,4194135,4018756,Upgrade
44,Book Value Per Share,28258.56,28243.37,30153.41,29055.48,29055.48,28974.84,31939.77,31904.50,35343.25,32696.24,34145.54,31127.21,26870.86,22718.02,21982.70,20389.70,20659.32,20517.77,20749.91,20699.70,Upgrade
45,Tangible Book Value,10199433,10191421,10935106,10536156,10536156,10521572,11682613,11667206,13010511,11971686,12536161,11351311,9682015,8055766,7764214,7138876,7240678,7182000,7269353,7245885,Upgrade
46,Tangible Book Value Per Share,26063.23,26042.75,27943.14,26923.67,26923.67,26886.41,29853.28,29813.91,33246.54,30591.97,32034.41,29006.69,24741.04,20585.39,19840.36,18242.40,18502.54,18352.60,18575.82,18515.85,Upgrade
47,Buildings,2393017,2395835,2395835,-,2384536,2384259,2337565,2337565,2337565,2337565,2337366,2337366,2336764,2336715,2336715,2364873,2364873,2360793,2360466,2360466,Upgrade
48,Machinery,9241085,9225681,8589684,-,8564650,9170595,9156249,9151106,8524834,9218634,8590000,9211973,8588124,9195907,9194242,9279915,8643603,8965146,9276625,9270802,Upgrade
49,Construction In Progress,87307,134346,133712,-,261326,279534,317910,280168,218938,199449,197686,178464,174082,171875,164819,163544,153441,170818,161017,160336,Upgrade
