,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,151,190,201,218,251,263,274,402,486,402,894,Upgrade
1,Market Cap Growth,-12.82%,-12.82%,-20.00%,-17.02%,-8.16%,-34.72%,-43.68%,0%,-45.62%,-69.49%,-35.48%,Upgrade
2,Enterprise Value,354,441,429,721,821,953,1067,1132,1713,1573,2154,Upgrade
3,Last Close Price,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.07,0.09,0.07,0.16,Upgrade
4,PE Ratio,-,-3.00,-,5.57,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.18,0.23,0.25,0.51,-,0.58,-,1.04,-,0.88,-,Upgrade
6,PB Ratio,0.14,0.18,0.19,0.19,0.22,0.21,0.20,0.32,0.36,0.21,0.47,Upgrade
7,P/TBV Ratio,0.33,0.33,0.36,0.36,0.47,0.47,0.49,0.92,0.91,0.68,1.31,Upgrade
8,P/FCF Ratio,2.34,2.94,15.25,-,-,-,-,-,-,2.53,-,Upgrade
9,P/OCF Ratio,2.37,2.37,5.42,29.77,-,-,-,-,-,2.08,-,Upgrade
10,EV/Sales Ratio,0.42,0.53,0.53,1.67,-,2.11,-,2.94,-,3.45,-,Upgrade
11,EV/EBITDA Ratio,4.61,33.58,-,-,-,-,-,-,-,39.02,-,Upgrade
12,EV/EBIT Ratio,-,-19.79,-,-,-,-,-,-,-,120.20,-,Upgrade
13,EV/FCF Ratio,5.48,6.83,32.54,-,-,-,-,-,-,9.88,-,Upgrade
14,Debt / Equity Ratio,0.27,0.27,0.31,0.33,0.51,0.46,0.54,0.66,0.58,0.58,0.52,Upgrade
15,Debt / FCF Ratio,4.41,4.41,25.30,-,-,-,-,-,-,6.80,-,Upgrade
16,Return on Capital Employed (ROCE),-,-1.73%,-,-,-,-,-,-,-,0.54%,-,Upgrade
17,Earnings Yield,-41.91%,-33.28%,-14.34%,17.96%,-,-11.87%,-,-18.76%,-,-12.18%,-,Upgrade
18,FCF Yield,42.79%,33.98%,6.56%,-4.71%,-,-13.56%,-,-6.18%,-,39.56%,-,Upgrade
