,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,18020,14762,13200,15916,14882,15603,15822,16508,14167,14510,15790,15977,22753,21574,21723,26434,25738,24988,26095,18314,19509,Upgrade
1,Market Cap Growth,-5.39%,-5.39%,-16.57%,-3.58%,5.05%,7.53%,0.20%,3.32%,-37.74%,-32.74%,-27.31%,-39.56%,-11.60%,-13.66%,-16.76%,44.33%,31.93%,25.64%,11.49%,-16.93%,195.88%,Upgrade
2,Enterprise Value,17951,14712,13161,16230,15196,15825,16240,17589,15249,14774,16376,16977,23753,21747,21064,26565,25869,25078,25751,19312,20507,Upgrade
3,Last Close Price,5.69,4.68,4.10,4.93,4.61,4.83,4.79,5.02,4.31,4.41,4.71,4.77,6.82,6.47,6.28,7.64,7.44,7.22,7.45,5.23,5.57,Upgrade
4,PE Ratio,35.55,29.58,26.07,30.91,-,31.27,33.86,38.06,-,20.79,22.36,21.52,30.22,20.22,17.64,18.95,18.56,19.30,20.83,14.44,14.33,Upgrade
5,Forward PE,24.74,20.57,16.75,17.22,17.12,20.12,16.83,18.82,15.52,16.71,17.75,10.09,13.49,13.05,12.72,15.27,15.32,14.74,15.97,10.95,11.66,Upgrade
6,PS Ratio,1.37,1.14,1.04,1.23,1.18,1.22,1.24,1.36,1.16,1.15,1.31,1.34,1.92,1.72,1.53,1.78,1.80,1.86,2.14,1.51,1.54,Upgrade
7,PB Ratio,1.02,0.82,0.74,0.88,0.83,0.87,0.89,0.92,0.80,0.81,0.91,0.92,1.32,1.27,1.29,1.52,1.49,1.52,1.59,1.14,1.24,Upgrade
8,P/TBV Ratio,2.22,2.22,2.08,2.42,2.56,2.72,2.87,2.97,2.58,2.67,3.10,2.86,4.06,3.09,3.00,3.37,3.39,3.68,3.79,2.66,2.94,Upgrade
9,P/FCF Ratio,286.44,-,-,-,55.83,-,33.66,-,24.47,-,15.58,-,-24.59,-,-,-,64.85,23.66,-,-,85.56,Upgrade
10,P/OCF Ratio,15.28,15.28,12.07,-,10.74,8.58,10.02,-,8.52,-,6.53,-,28.12,-,-,-,15.24,10.73,-,-,13.14,Upgrade
11,EV/Sales Ratio,1.39,1.14,1.03,1.25,1.20,1.23,1.28,1.45,1.24,1.17,1.35,1.42,2.00,1.73,1.49,1.79,1.81,1.87,2.11,1.59,1.62,Upgrade
12,EV/EBITDA Ratio,10.35,8.91,8.41,10.28,10.03,9.60,10.01,11.23,10.06,10.50,12.29,12.72,17.07,11.56,9.97,11.85,12.00,13.31,15.25,11.43,11.82,Upgrade
13,EV/EBIT Ratio,20.62,16.90,16.25,19.61,19.26,16.71,16.97,18.85,16.61,17.49,20.76,20.61,26.43,15.46,12.63,14.63,14.55,16.34,19.00,13.91,14.35,Upgrade
14,EV/FCF Ratio,285.35,-,-,-,57.01,-,34.55,-,26.34,-,16.16,-,-25.67,-,-,-,65.18,23.74,-,-,89.94,Upgrade
15,Debt / Equity Ratio,0.21,0.21,0.23,0.25,0.21,0.22,0.22,0.23,0.24,0.25,0.26,0.24,0.22,0.22,0.23,0.23,0.22,0.19,0.23,0.18,0.15,Upgrade
16,Debt / EBITDA Ratio,2.17,1.76,2.31,2.55,3.97,2.17,2.10,2.74,2.92,2.58,2.74,3.22,3.68,2.65,2.39,2.61,1.28,1.36,1.75,2.49,1.29,Upgrade
17,Debt / FCF Ratio,59.87,-,-,-,14.29,-,8.30,-,7.47,-,4.44,-,-4.15,-,-,-,9.64,2.99,-,-,10.71,Upgrade
18,Asset Turnover,0.42,0.44,0.41,0.50,0.39,0.48,0.37,0.53,0.37,0.39,0.39,0.60,0.32,0.38,0.37,0.69,0.58,0.53,0.35,0.65,Upgrade,
19,Inventory Turnover,8.94,8.91,10.57,9.44,11.62,8.55,11.23,8.96,11.50,6.97,6.93,7.20,10.89,5.20,6.38,6.52,10.93,8.37,7.50,5.50,8.97,Upgrade
20,Quick Ratio,1.62,1.62,1.66,1.58,1.53,1.39,1.49,1.48,1.47,1.37,1.40,1.36,1.47,1.28,1.33,1.31,1.32,1.10,1.27,1.16,1.17,Upgrade
21,Current Ratio,1.93,1.93,1.88,1.86,1.75,1.70,1.69,1.78,1.67,1.71,1.61,1.69,1.70,1.68,1.55,1.65,1.51,1.40,1.50,1.48,1.46,Upgrade
22,Return on Equity (ROE),5.06%,4.89%,4.11%,-2.64%,5.08%,5.24%,3.82%,-2.41%,4.76%,4.64%,3.56%,4.25%,5.02%,5.63%,3.81%,11.67%,9.38%,9.90%,3.79%,10.55%,Upgrade,
23,Return on Assets (ROA),2.95%,2.12%,2.09%,0.31%,2.38%,2.29%,1.78%,1.66%,2.46%,2.05%,1.67%,1.09%,2.12%,2.42%,2.25%,5.53%,4.64%,4.09%,2.27%,3.97%,Upgrade,
24,Return on Capital (ROIC),3.89%,2.78%,2.77%,0.42%,3.22%,3.03%,2.34%,2.20%,3.29%,2.78%,2.24%,1.45%,2.83%,3.30%,3.14%,7.73%,6.22%,5.44%,3.08%,5.38%,Upgrade,
25,Return on Capital Employed (ROCE),3.94%,3.94%,3.71%,3.76%,3.65%,4.33%,4.42%,4.29%,4.27%,3.91%,3.70%,3.91%,4.34%,7.07%,8.49%,9.01%,9.04%,8.66%,7.57%,8.07%,8.52%,Upgrade
26,Earnings Yield,2.77%,3.38%,3.84%,3.23%,3.35%,3.20%,2.95%,2.63%,2.96%,4.81%,4.47%,4.65%,3.31%,4.94%,5.67%,5.28%,5.39%,5.18%,4.80%,6.93%,6.98%,Upgrade
27,FCF Yield,0.35%,0.43%,0.86%,1.50%,1.79%,4.96%,2.97%,5.29%,4.09%,7.92%,6.42%,-2.26%,-4.07%,-7.87%,-4.93%,-2.46%,1.54%,4.23%,2.85%,4.59%,1.17%,Upgrade
28,Dividend Yield,2.14%,-,-,-,2.71%,-,-,-,2.55%,-,-,-,1.47%,-,-,-,1.61%,-,-,-,1.98%,Upgrade
29,Payout Ratio,101.43%,189.64%,12.93%,14.91%,-,165.11%,3.42%,29.04%,-,177.49%,19.26%,21.60%,21.33%,194.88%,11.63%,16.50%,9.47%,102.68%,10.71%,14.21%,5.92%,Upgrade
30,Buyback Yield / Dilution,5.43%,3.72%,6.29%,-10.31%,19.58%,-20.80%,-4.56%,11.59%,-28.37%,22.02%,6.24%,-16.54%,8.59%,-6.57%,5.07%,-5.63%,-3.03%,-2.49%,-11.64%,14.96%,4.46%,Upgrade
31,Total Shareholder Return,7.57%,3.72%,6.29%,-10.31%,22.29%,-20.80%,-4.56%,11.59%,-25.82%,22.02%,6.24%,-16.54%,10.05%,-6.57%,5.07%,-5.63%,-1.42%,-2.49%,-11.64%,14.96%,6.43%,Upgrade
