,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,212.48,201.05,278.47,299.09,290.89,311.9,271.54,281.93,282.05,249.38,224.22,335.68,390.63,274.03,-,321.3,-,214.93,214.93
1,Trading Asset Securities,0.22,0.16,0.32,0.95,1.02,0.67,0.39,-,0.86,2.27,0.95,3.1,2.76,2.38,-,0.78,-,2.83,2.83
2,Cash & Short-Term Investments,212.7,201.21,278.78,300.05,291.92,312.57,271.93,281.93,282.91,251.65,225.17,338.77,393.39,276.4,322.08,322.08,-,217.75,217.75
3,Cash Growth,-27.14%,-35.63%,2.52%,6.43%,3.18%,24.21%,20.77%,-16.78%,-28.08%,-8.96%,-30.09%,5.18%,-,26.93%,47.91%,-,-,-,-
4,Accounts Receivable,95.13,94.64,88.9,88.41,89.41,85.35,91.08,99.81,108.62,119.53,132.57,124.81,122.84,95.62,-,88.79,-,97.82,97.82
5,Other Receivables,4.07,8.65,3.21,3.77,4.09,4.89,2.51,4.15,3.72,4.09,3.95,4.38,3.63,3.46,-,4.07,-,8.79,8.79
6,Receivables,99.2,103.3,92.11,92.18,93.5,90.23,93.59,103.96,112.34,123.62,136.52,129.19,126.47,99.07,-,92.86,-,106.61,106.61
7,Inventory,151.24,144.29,152.65,157.34,170.23,144.4,154.71,161.47,169.41,170.39,194.94,184.19,179.51,143.49,-,123.19,-,123.7,123.7
8,Other Current Assets,32.89,32.29,23.52,19.01,14.18,11.43,9.67,8.91,12.23,15.95,13.74,13.5,16.37,21.37,-,16.87,-,13.76,13.76
9,Total Current Assets,496.03,481.08,547.07,568.58,569.83,558.63,529.9,556.28,576.89,561.61,570.37,665.65,715.75,540.34,-,555,-,461.82,461.82
10,"Property, Plant & Equipment",386.07,356.83,265.78,239.01,164.71,135.18,136.58,137.64,108.37,103.14,102.02,102.96,102.14,103.88,-,100.24,-,94.11,94.11
11,Long-Term Investments,3.02,3.02,3.02,2.99,2.99,3.05,3.4,3.46,1.69,1.99,1.54,5.32,5.36,5.43,-,1,-,0.93,0.93
12,Goodwill,14.58,14.58,14.58,14.58,14.58,14.58,14.58,14.58,14.36,14.36,12.32,-,-,-,-,-,-,-,-
13,Other Intangible Assets,67.34,68.51,68.05,68.86,69.14,69.28,69.61,70.69,71.37,68.24,70.7,60.17,12.03,12.06,-,11.03,-,10.28,10.28
14,Long-Term Deferred Tax Assets,14.06,13.43,14.31,15.82,18.01,18.16,18.81,19.25,15.6,16.27,14.96,13.62,14,13.58,-,10.38,-,7.69,7.69
15,Long-Term Deferred Charges,4.54,3.73,3.75,5.14,5.11,5.14,4.64,5.21,4.27,4.84,5.08,5.26,3.2,2.26,-,3.33,-,3.97,3.97
16,Other Long-Term Assets,20.46,22.06,23.81,19.95,21.43,20.91,20.74,20.48,22.09,30.33,28.72,29.05,30.74,30.8,-,31.54,-,33.33,33.33
17,Total Assets,1006,963.24,940.37,934.94,865.8,824.93,798.26,827.6,814.65,800.78,805.71,882.04,883.22,708.34,-,712.53,-,612.12,612.12
18,Accounts Payable,179.51,187.49,172.38,188.96,122.88,97.28,81.72,113.78,73.3,70.39,78.48,139.41,143.47,115.87,-,125.46,-,71.58,71.58
19,Accrued Expenses,32.23,32.11,19.46,42.04,31.26,29.87,16.92,33.72,22.34,20.2,15.26,41.31,26.48,21.78,-,51.08,-,28.65,28.65
20,Current Portion of Leases,1.35,1.11,1.21,2.15,2.87,2.82,3.37,3.98,3.2,3.24,4.22,4.22,-,-,-,-,-,-,-
21,Current Income Taxes Payable,-,0.73,6.85,2.29,7.23,2,9.45,2.12,7.65,10.67,5.86,0.2,9.47,11.21,-,7.84,-,8.25,8.25
22,Current Unearned Revenue,18.44,19.62,20.53,21.02,20.37,15.01,15.4,13.34,16.36,14.66,12.74,14.46,16.23,12.76,-,13.71,-,20.27,20.27
23,Other Current Liabilities,9.81,8.61,10.46,9.4,10.44,11.6,9.29,6.7,9.89,7.92,7.62,7.06,9.03,7.56,-,6.27,-,10.22,10.22
24,Total Current Liabilities,241.33,249.68,230.89,265.86,195.04,158.58,136.14,173.64,132.75,127.08,124.18,206.65,204.67,169.19,-,204.36,-,138.96,138.96
25,Long-Term Debt,73.03,30.29,26.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Leases,3.25,1.53,1.13,0.9,1.38,0.44,0.46,0.86,1.32,1.87,2.49,3.48,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,10.48,11.01,11.54,11.49,12.02,12.55,13.04,13.61,14.05,14.63,14.33,14.86,18.29,10.77,-,11.08,-,6.62,6.62
28,Long-Term Deferred Tax Liabilities,0.63,0.57,0.59,0.67,0.63,0.66,0.69,0.69,1.19,1.27,0.9,0.18,1.74,1.85,-,2.08,-,0.03,0.03
29,Other Long-Term Liabilities,2.24,2.24,2.24,2.24,3.1,3.1,3.1,3.1,1.2,1.2,1.2,1.2,2.67,2.67,-,2.67,-,-,-
30,Total Liabilities,330.96,295.32,272.94,281.15,212.18,175.33,153.42,191.91,150.5,146.05,143.1,226.37,227.37,184.47,-,220.19,-,145.61,145.61
31,Common Stock,188.84,188.35,188.35,188.35,188.35,188.35,188.35,188.35,188.35,188.35,134.54,134.54,134.54,100.9,-,100.9,-,100.9,100.9
32,Additional Paid-In Capital,208.27,205.32,204.92,204.55,204.9,204.35,203.78,203.25,203,202.51,256.33,256.33,256.33,172.33,-,172.33,-,172.33,172.33
33,Retained Earnings,301.21,297.49,297.65,284.54,274.02,265.32,258.42,249.8,266.38,257.53,267.63,264.8,264.23,249.89,-,213.89,-,188.03,188.03
34,Treasury Stock,-30.1,-30.1,-30.1,-30.1,-20.1,-14.88,-12.04,-12.04,-,-,-,-,-,-,-,-,-,-,-
35,Total Common Equity,668.22,661.06,660.82,647.34,647.17,643.13,638.52,629.36,657.73,648.4,658.5,655.66,655.1,523.12,487.12,487.12,-,461.26,461.26
36,Minority Interest,6.92,6.86,6.61,6.45,6.46,6.47,6.32,6.33,6.42,6.34,4.12,-,0.75,0.75,-,5.22,-,5.26,5.26
37,Shareholders' Equity,675.14,667.92,667.44,653.79,653.63,649.6,644.84,635.68,664.15,654.74,662.61,655.66,655.85,523.87,492.34,492.34,-,466.51,466.51
38,Total Liabilities & Equity,1006,963.24,940.37,934.94,865.8,824.93,798.26,827.6,814.65,800.78,805.71,882.04,883.22,708.34,-,712.53,-,612.12,612.12
39,Total Debt,77.63,32.94,28.89,3.04,4.25,3.26,3.83,4.84,4.51,5.1,6.71,7.7,-,-,-,-,-,-,-
40,Net Cash (Debt),135.08,168.28,249.89,297,287.67,309.31,268.1,277.09,278.4,246.54,218.46,331.08,393.39,276.4,322.08,322.08,-,217.75,217.75
