,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,78764,74754,154551,49338,47658,44466,641475,46223,145012,166629,201751,99.59,492783,102967,389713,227444,148855,109785,75731,415806,Upgrade
1,Revenue Growth (YoY),65.27%,68.11%,-75.91%,6.74%,-67.14%,-73.31%,217.95%,46314.05%,-70.57%,61.83%,-48.23%,-99.96%,231.05%,-6.21%,414.61%,-45.30%,-84.01%,-52.56%,-83.87%,58.18%,Upgrade
2,"Selling, General & Admin",11478,7438,6748,12870,12873,8331,8883,7239,12511,8558,7772,5138,16518,6027,8264,6335,12109,5931,5229,5657,Upgrade
3,Other Operating Expenses,77267,70492,146662,44793,51031,51040,624064,41219,145045,110195,199603,25872,404826,110708,396057,234027,136406,86324,47062,386786,Upgrade
4,Total Operating Expenses,88745,77930,153410,57663,63904,59371,632947,48458,157556,118754,207375,31010,421343,116735,404321,240362,148516,92255,52291,392443,Upgrade
5,Operating Income,-9981,-3176,1141,-8326,-16246,-14905,8527,-2236,-12544,47875,-5624,-30910,71439,-13769,-14608,-12918,339.42,17530,23440,23363,Upgrade
6,Interest Expense,-714.39,-1171,-921.64,-1169,1606,-1491,-1144,-1449,13555,-1542,-1439,-1894,-1702,-2282,-2021,-2268,-2486,-2378,-2417,-2983,Upgrade
7,Interest Income,-,4207,3435,16159,30774,28249,24149,12169,290.85,51591,-9470,16761,27057,36525,19395,20079,35880,-,29006,1181,Upgrade
8,Net Interest Expense,-714.39,3036,2513,14990,32380,26757,23005,10720,13845,50048,-10909,14867,25354,34242,17374,17811,33394,-2378,26589,-1803,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,2799,-4498,-,-,9121,-26901,-,34335,4048,1899,-,-,16093,-26376,-,3261,13794,Upgrade
10,Other Non-Operating Income (Expenses),33355,-0.08,92.72,-,213.26,11.29,65.19,-19.37,58.35,47.33,74.72,-25.48,62.01,81.97,2205,14.56,83.07,-4510,-3849,36.53,Upgrade
11,EBT Excluding Unusual Items,22660,-139.59,3746,9464,11849,11864,31597,17585,-25541,97970,17877,-12020,98755,20556,4971,21000,7441,10643,49440,35391,Upgrade
12,Gain (Loss) on Sale of Investments,-,-174.92,-,-,-,-,-,-,-,-,-,-,4046,-,-,-,4654,-,-10878,-,Upgrade
13,Pretax Income,22660,-314.51,3746,9464,11849,11864,31597,17585,-25541,97970,17877,-12020,102801,20556,4971,21000,12095,10643,38562,35391,Upgrade
14,Income Tax Expense,-353.39,516.22,406.2,-,-5870,21.11,3899,3025,-7458,11411,3589,-,17073,2321,-,2715,2291,23.37,6351,7096,Upgrade
15,Net Income,23013,-830.73,3340,9464,17719,11843,27699,14560,-18083,86559,14288,-12020,85727,18235,4971,18285,9804,10619,32211,28295,Upgrade
16,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,11207,-,-,-,12133,-,-,-,8609,-,-,-,Upgrade
17,Net Income to Common,23013,-830.73,3340,9464,17719,11843,27699,14560,-29290,86559,14288,-12020,73594,18235,4971,18285,1195,10619,32211,28295,Upgrade
18,Net Income Growth,29.88%,-,-87.94%,-35.00%,-,-86.32%,93.86%,-,-,374.70%,187.43%,-,774.38%,71.71%,-84.57%,-35.38%,-92.27%,113.25%,-36.60%,-,Upgrade
19,Shares Outstanding (Basic),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,-,Upgrade
20,Shares Outstanding (Diluted),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,-,Upgrade
21,EPS (Basic),380.47,-13.73,55.22,156.46,292.95,195.80,457.94,240.72,-484.25,1431.07,236.22,-198.73,1216.73,301.47,82.19,302.30,19.76,175.57,532.54,-,Upgrade
22,EPS (Diluted),380.47,-13.73,55.22,156.46,292.95,195.80,457.94,240.72,-484.25,1431.07,236.22,-198.73,1216.73,301.47,82.19,302.30,19.76,175.57,532.20,-,Upgrade
23,EPS Growth,29.88%,-,-87.94%,-35.00%,-,-86.32%,93.86%,-,-,374.70%,187.43%,-,6056.40%,71.71%,-84.56%,-,-98.90%,-,-36.64%,-,Upgrade
24,Free Cash Flow,39722,15487,26704,2814,78076,114222,-160564,22196,-62919,-89144,-35279,111361,-59833,-42723,-41244,-9931,-2261,36571,6170,262166,Upgrade
25,Free Cash Flow Per Share,656.72,256.04,441.49,46.52,1290.83,1888.41,-2654.58,366.97,-1040.23,-1473.80,-583.27,1841.11,-989.21,-706.34,-681.88,-164.19,-37.38,604.62,102.00,-,Upgrade
26,Dividend Per Share,-,-,145.000,-,2647.000,-,480.000,-,1200.000,-,-,-,1500.000,-,-,-,1100.000,-,-,-,Upgrade
27,Dividend Growth,-,-,-69.79%,-,120.58%,-,-,-,-20.00%,-,-,-,36.36%,-,-,-,0%,-,-,-,Upgrade
28,Profit Margin,29.22%,-1.11%,2.16%,19.18%,37.18%,26.63%,4.32%,31.50%,-20.20%,51.95%,7.08%,-12070.11%,14.93%,17.71%,1.28%,8.04%,0.80%,9.67%,42.53%,6.80%,Upgrade
29,Free Cash Flow Margin,50.43%,20.72%,17.28%,5.70%,163.83%,256.87%,-25.03%,48.02%,-43.39%,-53.50%,-17.49%,111821.71%,-12.14%,-41.49%,-10.58%,-4.37%,-1.52%,33.31%,8.15%,63.05%,Upgrade
30,EBITDA,5251,8759,14771,5308,-2539,-1481,22015,11286,723.47,60636,5779,-19593,82095,-3298,-4337,-2742,10507,27611,33507,33409,Upgrade
31,EBITDA Margin,6.67%,11.72%,9.56%,10.76%,-5.33%,-3.33%,3.43%,24.42%,0.50%,36.39%,2.86%,-,16.66%,-3.20%,-1.11%,-1.21%,7.06%,25.15%,44.24%,8.03%,Upgrade
32,D&A For EBITDA,15232,11934,13631,13633,13707,13424,13487,13522,13267,12761,11403,11317,10655,10471,10270,10176,10167,10081,10067,10046,Upgrade
33,EBIT,-9981,-3176,1141,-8326,-16246,-14905,8527,-2236,-12544,47875,-5624,-30910,71439,-13769,-14608,-12918,339.42,17530,23440,23363,Upgrade
34,EBIT Margin,-12.67%,-4.25%,0.74%,-16.87%,-34.09%,-33.52%,1.33%,-4.84%,-8.65%,28.73%,-2.79%,-,14.50%,-13.37%,-3.75%,-5.68%,0.23%,15.97%,30.95%,5.62%,Upgrade
35,Effective Tax Rate,-,-,10.84%,-,-,0.18%,12.34%,17.20%,-,11.65%,20.08%,-,16.61%,11.29%,-,12.93%,18.94%,0.22%,16.47%,20.05%,Upgrade
36,Revenue as Reported,78764,74754,154551,49338,47658,44466,641475,46223,145012,166629,201751,99.59,-,102967,389713,227444,148855,109785,75731,415806,Upgrade
