,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,271.68,278.46,325.09,303.14,304.06,337.11,380.54,298.79,237.22,145.88
1,Revenue Growth (YoY),-16.43%,-8.14%,6.91%,-10.08%,-20.10%,12.82%,60.42%,104.82%,54.12%,-28.22%
2,Cost of Revenue,251.49,254.49,293.6,278.76,290.59,324.03,339.06,260.72,200.49,129.49
3,Gross Profit,20.18,23.97,31.49,24.38,13.47,13.08,41.48,38.07,36.73,16.39
4,"Selling, General & Admin",15.66,16.58,14.23,13.23,14.97,15.34,17.41,17.54,16.86,13.37
5,Operating Expenses,15.41,10.2,22.15,13.27,16.17,12.48,20.98,18.27,17.77,15.07
6,Operating Income,4.78,13.77,9.34,11.11,-2.7,0.6,20.5,19.81,18.96,1.32
7,Interest Expense,-1.02,-0.92,-1.19,-1.11,-1.1,-0.78,-0.98,-1.01,-0.84,-0.77
8,Interest & Investment Income,-,4.02,-,1.24,-,1.66,-,3.15,-,7.54
9,Earnings From Equity Investments,-,0.05,-6.82,-0.07,-0.01,-0.02,-,-,-,-
10,Currency Exchange Gain (Loss),-,0.64,-,-0.34,-,2.45,-,-2.46,-,0.91
11,Other Non Operating Income (Expenses),4.51,-6.67,4.64,0.36,2.07,-0.55,6.01,0.89,1.2,-3.52
12,EBT Excluding Unusual Items,8.27,10.89,5.97,11.18,-1.74,3.37,25.53,20.38,19.32,5.47
13,Asset Writedown,-1,-1.1,-,-0.6,-,-,-,0.01,-,-1.3
14,Other Unusual Items,-,-,-,-,3.82,-,-,2.12,4.32,-
15,Pretax Income,7.27,9.79,5.97,10.58,2.08,3.37,25.53,22.51,23.64,4.17
16,Income Tax Expense,0.52,2.84,1.46,0.37,0.19,0.54,3.73,3.62,3.59,0.5
17,Net Income,6.75,6.95,4.51,10.22,1.89,2.83,21.8,18.89,20.05,3.67
18,Net Income to Common,6.75,6.95,4.51,10.22,1.89,2.83,21.8,18.89,20.05,3.67
19,Net Income Growth,49.79%,-31.98%,138.34%,261.59%,-91.33%,-85.04%,8.73%,414.99%,-2.54%,-80.93%
20,Shares Outstanding (Basic),411,412,415,418,419,420,424,438,436,436
21,Shares Outstanding (Diluted),411,412,415,418,419,422,428,439,436,436
22,Shares Change (YoY),-1.00%,-1.39%,-0.91%,-0.88%,-2.18%,-4.01%,-1.89%,0.69%,-,-
23,EPS (Basic),0.02,0.02,0.01,0.02,0.00,0.01,0.05,0.04,0.05,0.01
24,EPS (Diluted),0.02,0.02,0.01,0.02,0.00,0.01,0.05,0.04,0.05,0.01
25,EPS Growth,50.99%,-31.03%,140.50%,263.28%,-91.15%,-84.40%,10.99%,413.03%,-2.54%,-
26,Free Cash Flow,4.43,87.1,45.84,58.45,-43.97,3.73,-48.23,-20.93,-27.68,-14.04
27,Free Cash Flow Per Share,0.01,0.21,0.11,0.14,-0.11,0.01,-0.11,-0.05,-0.06,-0.03
28,Dividend Per Share,0.005,0.017,0.008,0.017,0.008,0.021,0.016,0.026,0.016,0.020
29,Dividend Growth,-37.50%,0%,0%,-19.05%,-50.00%,-19.23%,0%,30.00%,33.33%,-
30,Operating Margin,1.76%,4.95%,2.87%,3.66%,-0.89%,0.18%,5.39%,6.63%,7.99%,0.91%
31,Profit Margin,2.48%,2.50%,1.39%,3.37%,0.62%,0.84%,5.73%,6.32%,8.45%,2.51%
32,Free Cash Flow Margin,1.63%,31.28%,14.10%,19.28%,-14.46%,1.11%,-12.67%,-7.00%,-11.67%,-9.62%
33,EBITDA,7.24,18.41,11.86,13.75,0.1,3.49,23.34,21.96,21.31,3.76
34,D&A For EBITDA,2.46,4.64,2.52,2.64,2.8,2.9,2.84,2.16,2.35,2.43
35,EBIT,4.78,13.77,9.34,11.11,-2.7,0.6,20.5,19.81,18.96,1.32
