,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,184,178,185,173,189,188,285,354,376,253,266
1,Market Cap Growth,2.96%,2.96%,-2.29%,-8.05%,-33.45%,-46.76%,-24.22%,39.84%,41.14%,-9.38%,-18.67%
2,Enterprise Value,-17,-22,59,75,134,76,103,109,107,-49,-52
3,Last Close Price,0.45,0.43,0.43,0.39,0.41,0.39,0.57,0.69,0.69,0.45,0.46
4,PE Ratio,13.52,13.02,16.16,11.77,15.65,39.95,11.56,8.70,9.65,10.67,10.98
5,PS Ratio,0.34,0.32,0.31,0.28,0.31,0.29,0.40,0.52,0.70,0.66,0.89
6,PB Ratio,0.35,0.34,0.35,0.33,0.36,0.36,0.53,0.65,0.69,0.48,0.52
7,P/TBV Ratio,0.34,0.34,0.35,0.33,0.36,0.36,0.53,0.65,0.69,0.48,0.52
8,P/FCF Ratio,2.01,1.95,1.39,1.66,13.09,-,-6.40,-,-,-,-
9,P/OCF Ratio,1.93,1.93,1.39,1.66,12.68,-,-6.60,-,-,-,-
10,EV/Sales Ratio,-,-,0.10,0.12,0.22,0.12,0.14,0.16,0.20,-,-
11,EV/EBITDA Ratio,-,-,1.97,2.95,9.70,21.13,3.82,2.42,2.47,-,-
12,EV/EBIT Ratio,-,-,2.57,3.69,15.98,-,4.86,2.72,2.75,-,-
13,EV/FCF Ratio,-0.19,-,0.45,0.72,9.28,-,-2.31,-,-,-,-
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,Debt / FCF Ratio,0.01,0.01,0.00,0.00,0.02,-,0.00,-,-,-,-
16,Return on Capital Employed (ROCE),3.23%,3.23%,4.03%,3.51%,1.43%,-,3.52%,6.63%,6.43%,3.44%,3.24%
17,Earnings Yield,7.46%,7.68%,6.19%,8.50%,6.39%,2.50%,8.65%,11.50%,10.37%,9.37%,9.11%
18,FCF Yield,49.84%,51.32%,71.81%,60.20%,7.64%,-21.36%,-15.63%,-19.54%,-12.94%,-16.48%,5.31%
19,Dividend Yield,4.89%,5.11%,5.86%,6.41%,6.16%,7.36%,6.45%,6.05%,6.10%,7.94%,6.95%
20,Buyback Yield / Dilution,1.19%,1.00%,1.39%,0.91%,0.88%,2.18%,4.01%,1.89%,-0.69%,-,-
21,Total Shareholder Return,6.08%,6.11%,7.25%,7.32%,7.04%,9.54%,10.46%,7.94%,5.40%,7.94%,6.95%
